PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_PTS,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT
1628386,Jarrett Allen,1610612739,CLE,51,33,18,1404.0,4,13,0.308,8,0,2,0.0,0.308
1642859,Jase Richardson,1610612753,ORL,46,21,25,519.0,17,43,0.395,40,6,23,0.261,0.465
1642914,Javon Small,1610612763,MEM,33,12,21,626.0,37,93,0.398,103,29,68,0.426,0.554
1631451,Javonte Cooke,1610612757,POR,19,6,13,94.0,1,7,0.143,3,1,6,0.167,0.214
1629750,Javonte Green,1610612765,DET,69,50,19,1224.0,1,10,0.1,3,1,6,0.167,0.15
1629637,Jaxson Hayes,1610612747,LAL,58,38,20,1019.0,0,0,,0,0,0,,
1630643,Jay Huff,1610612754,IND,70,15,55,1448.0,9,18,0.5,23,5,11,0.455,0.639
1627759,Jaylen Brown,1610612738,BOS,62,40,22,2116.0,264,622,0.424,590,62,186,0.333,0.474
1641740,Jaylen Clark,1610612750,MIN,60,35,25,749.0,3,15,0.2,7,1,5,0.2,0.233
1642377,Jaylen Wells,1610612763,MEM,66,24,42,1755.0,78,187,0.417,177,21,75,0.28,0.473
1631119,Jaylin Williams,1610612760,OKC,55,45,10,1120.0,7,22,0.318,14,0,5,0.0,0.318
1642281,Jaylon Tyson,1610612739,CLE,64,40,24,1727.0,18,37,0.486,40,4,11,0.364,0.541
1643257,Jayson Kent,1610612757,POR,1,1,0,3.0,0,0,,0,,,,
1628369,Jayson Tatum,1610612738,BOS,6,5,1,176.0,17,58,0.293,45,11,45,0.244,0.388
201145,Jeff Green,1610612745,HOU,25,17,8,134.0,3,9,0.333,7,1,4,0.25,0.389
203924,Jerami Grant,1610612757,POR,54,25,29,1610.0,26,82,0.317,64,12,25,0.48,0.39
1642847,Jeremiah Fears,1610612740,NOP,71,25,46,1774.0,87,242,0.36,207,33,91,0.363,0.428
1630526,Jeremiah Robinson-Earl,1610612742,DAL,22,8,14,361.0,1,5,0.2,2,0,0,,0.2
1631110,Jeremy Sochan,1610612752,NYK,39,27,12,416.0,0,2,0.0,0,0,0,,0.0
1630579,Jericho Sims,1610612749,MIL,54,21,33,956.0,0,0,,0,,,,
1641724,Jett Howard,1610612753,ORL,47,25,22,598.0,14,39,0.359,37,9,25,0.36,0.474
1628975,Jevon Carter,1610612753,ORL,40,19,21,608.0,34,85,0.4,88,20,53,0.377,0.518
202710,Jimmy Butler III,1610612744,GSW,38,23,15,1182.0,30,96,0.313,68,8,25,0.32,0.354
1642866,Joan Beringer,1610612750,MIN,32,17,15,218.0,0,0,,0,,,,
1629111,Jock Landale,1610612737,ATL,62,31,31,1370.0,1,7,0.143,3,1,2,0.5,0.214
204060,Joe Ingles,1610612750,MIN,24,12,12,98.0,2,4,0.5,5,1,3,0.333,0.625
203954,Joel Embiid,1610612755,PHI,33,21,12,1029.0,90,189,0.476,187,7,25,0.28,0.495
1628381,John Collins,1610612746,LAC,58,25,33,1596.0,20,50,0.4,40,0,6,0.0,0.4
1629723,John Konchar,1610612762,UTA,44,17,27,759.0,2,6,0.333,5,1,4,0.25,0.417
1642967,John Poulakidas,1610612742,DAL,3,1,2,47.0,1,3,0.333,2,0,1,0.0,0.333
1642910,John Tonje,1610612738,BOS,3,3,0,11.0,0,0,,0,0,0,,
1641780,Johni Broome,1610612755,PHI,11,5,6,55.0,0,1,0.0,0,0,0,,0.0
1642277,Johnny Furphy,1610612754,IND,35,10,25,643.0,1,6,0.167,3,1,4,0.25,0.25
1630548,Johnny Juzang,1610612750,MIN,21,13,8,88.0,6,13,0.462,14,2,7,0.286,0.538
202685,Jonas Valančiūnas,1610612743,DEN,58,35,23,773.0,12,26,0.462,24,0,1,0.0,0.462
1628371,Jonathan Isaac,1610612753,ORL,52,29,23,521.0,0,5,0.0,0,0,0,,0.0
1630228,Jonathan Kuminga,1610612737,ATL,26,15,11,612.0,18,53,0.34,41,5,12,0.417,0.387
1642367,Jonathan Mogbo,1610612761,TOR,29,13,16,169.0,0,1,0.0,0,,,,0.0
203903,Jordan Clarkson,1610612752,NYK,60,37,23,1078.0,32,100,0.32,74,10,43,0.233,0.37
1630692,Jordan Goodwin,1610612756,PHX,60,34,26,1339.0,30,100,0.3,78,18,54,0.333,0.39
1641722,Jordan Hawkins,1610612740,NOP,43,12,31,517.0,24,85,0.282,55,7,32,0.219,0.324
1629162,Jordan McLaughlin,1610612759,SAS,36,30,6,221.0,4,13,0.308,11,3,7,0.429,0.423
1641757,Jordan Miller,1610612746,LAC,49,29,20,1063.0,20,43,0.465,42,2,11,0.182,0.488
1629673,Jordan Poole,1610612740,NOP,35,15,20,843.0,47,148,0.318,129,35,115,0.304,0.436
1641775,Jordan Walsh,1610612738,BOS,58,38,20,998.0,0,8,0.0,0,0,5,0.0,0.0
1630631,Jose Alvarado,1610612752,NYK,59,22,37,1202.0,39,126,0.31,107,29,98,0.296,0.425
1630581,Josh Giddey,1610612741,CHI,48,20,28,1533.0,55,161,0.342,136,26,77,0.338,0.422
1630182,Josh Green,1610612766,CHA,46,29,17,765.0,1,7,0.143,2,0,3,0.0,0.143
1628404,Josh Hart,1610612752,NYK,56,37,19,1678.0,64,143,0.448,156,28,61,0.459,0.545
1631169,Josh Minott,1610612751,BKN,42,22,20,665.0,3,8,0.375,8,2,4,0.5,0.5
1629006,Josh Okogie,1610612745,HOU,65,39,26,1199.0,3,8,0.375,8,2,3,0.667,0.5
201950,Jrue Holiday,1610612757,POR,41,20,21,1186.0,95,243,0.391,254,64,171,0.374,0.523
1630577,Julian Champagnie,1610612759,SAS,70,52,18,1949.0,18,55,0.327,48,12,37,0.324,0.436
1641763,Julian Phillips,1610612750,MIN,42,16,26,363.0,1,2,0.5,2,0,0,,0.5
1642882,Julian Reese,1610612764,WAS,5,0,5,148.0,0,2,0.0,0,,,,0.0
1631124,Julian Strawther,1610612743,DEN,46,27,19,691.0,27,66,0.409,61,7,27,0.259,0.462
203944,Julius Randle,1610612750,MIN,70,43,27,2309.0,136,335,0.406,303,31,105,0.295,0.452
1630551,Justin Champagnie,1610612764,WAS,60,13,47,1167.0,6,18,0.333,18,6,15,0.4,0.5
1642348,Justin Edwards,1610612755,PHI,53,31,22,827.0,24,55,0.436,55,7,17,0.412,0.5
203994,Jusuf Nurkić,1610612762,UTA,41,14,27,1083.0,3,12,0.25,7,1,6,0.167,0.292
1642354,KJ Simpson,1610612743,DEN,17,7,10,246.0,8,27,0.296,19,3,9,0.333,0.352
1642955,Kadary Richmond,1610612764,WAS,3,2,1,67.0,0,0,,0,0,0,,
1642880,Kam Jones,1610612754,IND,30,4,26,463.0,8,17,0.471,23,7,13,0.538,0.676
1626157,Karl-Anthony Towns,1610612752,NYK,65,42,23,2031.0,26,75,0.347,63,11,35,0.314,0.42
1631255,Karlo Matković,1610612740,NOP,57,24,33,828.0,1,2,0.5,3,1,2,0.5,0.75
1642857,Kasparas Jakučionis,1610612748,MIA,43,24,19,764.0,3,24,0.125,9,3,19,0.158,0.188
202695,Kawhi Leonard,1610612746,LAC,54,30,24,1742.0,260,568,0.458,599,79,210,0.376,0.527
1630811,Keaton Wallace,1610612737,ATL,47,27,20,478.0,25,66,0.379,59,9,28,0.321,0.447
1631099,Keegan Murray,1610612758,SAC,23,5,18,793.0,37,105,0.352,77,3,21,0.143,0.367
1642276,Kel'el Ware,1610612748,MIA,65,34,31,1480.0,4,22,0.182,11,3,12,0.25,0.25
1629640,Keldon Johnson,1610612759,SAS,70,52,18,1621.0,14,28,0.5,37,9,18,0.5,0.661
203482,Kelly Olynyk,1610612759,SAS,37,28,9,336.0,1,7,0.143,2,0,2,0.0,0.143
1626162,Kelly Oubre Jr.,1610612755,PHI,41,22,19,1329.0,20,58,0.345,47,7,26,0.269,0.405
1629026,Kenrich Williams,1610612760,OKC,46,33,13,731.0,23,51,0.451,51,5,14,0.357,0.5
203484,Kentavious Caldwell-Pope,1610612763,MEM,51,20,31,1088.0,55,145,0.379,127,17,54,0.315,0.438
1631165,Keon Ellis,1610612739,CLE,61,23,38,1200.0,31,81,0.383,81,19,50,0.38,0.5
1642352,Keshad Johnson,1610612748,MIA,25,13,12,203.0,1,4,0.25,2,0,3,0.0,0.25
1642933,Keshon Gilbert,1610612737,ATL,3,0,3,48.0,0,1,0.0,0,0,1,0.0,0.0
201142,Kevin Durant,1610612745,HOU,65,38,27,2373.0,311,618,0.503,670,48,120,0.4,0.542
1628989,Kevin Huerter,1610612765,DET,58,32,26,1278.0,22,70,0.314,56,12,44,0.273,0.4
201567,Kevin Love,1610612762,UTA,37,10,27,613.0,7,21,0.333,19,5,18,0.278,0.452
1641755,Kevin McCullar Jr.,1610612752,NYK,20,11,9,130.0,1,8,0.125,3,1,5,0.2,0.188
1629645,Kevin Porter Jr.,1610612749,MIL,38,18,20,1261.0,89,216,0.412,197,19,76,0.25,0.456
1626172,Kevon Looney,1610612740,NOP,18,2,16,251.0,1,6,0.167,2,0,3,0.0,0.167
1641718,Keyonte George,1610612762,UTA,54,16,38,1786.0,130,365,0.356,314,54,175,0.309,0.43
1642863,Khaman Maluach,1610612756,PHX,35,17,18,260.0,0,1,0.0,0,0,0,,0.0
203114,Khris Middleton,1610612742,DAL,52,16,36,1252.0,92,229,0.402,202,18,58,0.31,0.441
1630165,Killian Hayes,1610612758,SAC,13,6,7,232.0,10,32,0.313,24,4,12,0.333,0.375
202691,Klay Thompson,1610612742,DAL,60,18,42,1315.0,75,202,0.371,189,39,109,0.358,0.468
1641738,Kobe Brown,1610612754,IND,51,15,36,707.0,5,16,0.313,15,5,11,0.455,0.469
1641723,Kobe Bufkin,1610612747,LAL,11,7,4,90.0,3,13,0.231,7,1,6,0.167,0.269
1642920,Kobe Sanders,1610612746,LAC,58,30,28,1192.0,32,80,0.4,65,1,8,0.125,0.406
1642886,Koby Brea,1610612756,PHX,5,1,4,23.0,0,4,0.0,0,0,3,0.0,0.0
1642851,Kon Knueppel,1610612766,CHA,69,36,33,2189.0,111,237,0.468,283,61,134,0.455,0.597
1627739,Kris Dunn,1610612746,LAC,70,34,36,1931.0,12,35,0.343,28,4,9,0.444,0.4
1631200,Kris Murray,1610612757,POR,45,20,25,1069.0,0,3,0.0,0,0,3,0.0,0.0
204001,Kristaps Porziņģis,1610612744,GSW,23,10,13,544.0,30,61,0.492,62,2,7,0.286,0.508
203937,Kyle Anderson,1610612750,MIN,32,10,22,625.0,12,20,0.6,27,3,3,1.0,0.675
1642271,Kyle Filipowski,1610612762,UTA,68,21,47,1558.0,9,28,0.321,22,4,13,0.308,0.393
1628398,Kyle Kuzma,1610612749,MIL,64,27,37,1691.0,21,65,0.323,53,11,30,0.367,0.408
200768,Kyle Lowry,1610612755,PHI,12,7,5,108.0,0,2,0.0,0,0,2,0.0,0.0
1642273,Kyshawn George,1610612764,WAS,48,10,38,1391.0,88,240,0.367,210,34,107,0.318,0.438
1643018,LJ Cryer,1610612744,GSW,9,3,6,116.0,7,14,0.5,19,5,11,0.455,0.679
1630163,LaMelo Ball,1610612766,CHA,60,33,27,1654.0,161,448,0.359,431,109,305,0.357,0.481
1642950,Lachlan Olbrich,1610612741,CHI,26,7,19,164.0,1,2,0.5,3,1,2,0.5,0.75
1629013,Landry Shamet,1610612752,NYK,45,29,16,1038.0,30,86,0.349,80,20,61,0.328,0.465
1626204,Larry Nance Jr.,1610612739,CLE,29,21,8,353.0,1,1,1.0,2,0,0,,1.0
1628374,Lauri Markkanen,1610612762,UTA,42,17,25,1443.0,38,125,0.304,83,7,31,0.226,0.332
1643133,Lawson Lovering,1610612763,MEM,2,1,1,49.0,0,0,,0,,,,
2544,LeBron James,1610612747,LAL,49,31,18,1635.0,96,250,0.384,223,31,98,0.316,0.446
1641778,Leaky Black,1610612764,WAS,5,0,5,159.0,8,12,0.667,17,1,1,1.0,0.708
1631159,Leonard Miller,1610612741,CHI,34,15,19,387.0,2,6,0.333,5,1,4,0.25,0.417
1642862,Liam McNeeley,1610612766,CHA,28,10,18,342.0,3,6,0.5,8,2,3,0.667,0.667
1630322,Lindy Waters III,1610612759,SAS,35,26,9,245.0,8,18,0.444,21,5,15,0.333,0.583
1628366,Lonzo Ball,1610612739,CLE,35,19,16,728.0,15,46,0.326,43,13,40,0.325,0.467
1629652,Luguentz Dort,1610612760,OKC,58,45,13,1612.0,32,83,0.386,70,6,27,0.222,0.422
1629029,Luka Dončić,1610612747,LAL,58,39,19,2076.0,358,821,0.436,878,162,453,0.358,0.535
1630568,Luka Garza,1610612738,BOS,59,39,20,923.0,1,3,0.333,3,1,1,1.0,0.5
1628379,Luke Kennard,1610612747,LAL,66,37,29,1373.0,56,92,0.609,126,14,31,0.452,0.685
1628436,Luke Kornet,1610612759,SAS,59,44,15,1244.0,0,0,,0,,,,
1631247,Luke Travers,1610612739,CLE,12,6,6,103.0,0,1,0.0,0,0,0,,0.0
1630644,Mac McClung,1610612741,CHI,4,0,4,47.0,1,3,0.333,3,1,2,0.5,0.5
1641869,Malachi Smith,1610612751,BKN,3,0,3,45.0,0,3,0.0,0,0,0,,0.0
1631103,Malaki Branham,1610612764,WAS,28,7,21,275.0,4,15,0.267,10,2,12,0.167,0.333
1642502,Malevy Leons,1610612744,GSW,16,5,11,146.0,0,4,0.0,0,0,2,0.0,0.0
1628370,Malik Monk,1610612758,SAC,54,15,39,1180.0,87,233,0.373,217,43,125,0.344,0.466
1630699,MarJon Beauchamp,1610612755,PHI,8,3,5,136.0,5,14,0.357,14,4,11,0.364,0.5
1631204,Marcus Sasser,1610612765,DET,28,20,8,352.0,18,54,0.333,49,13,34,0.382,0.454
203935,Marcus Smart,1610612747,LAL,59,38,21,1694.0,35,80,0.438,81,11,33,0.333,0.506
1641813,Mark Sears,1610612749,MIL,7,1,6,26.0,2,6,0.333,5,1,4,0.25,0.417
1631109,Mark Williams,1610612756,PHX,56,33,23,1322.0,4,6,0.667,8,0,0,,0.667
1628963,Marvin Bagley III,1610612742,DAL,52,14,38,1035.0,4,9,0.444,8,0,2,0.0,0.444
203486,Mason Plumlee,1610612759,SAS,17,8,9,139.0,0,0,,0,,,,
1641824,Matas Buzelis,1610612741,CHI,69,27,42,2004.0,36,108,0.333,99,27,83,0.325,0.458
1629680,Matisse Thybulle,1610612757,POR,18,9,9,224.0,3,5,0.6,9,3,5,0.6,0.9
1631108,Max Christie,1610612742,DAL,65,21,44,1917.0,71,194,0.366,181,39,120,0.325,0.466
1642917,Max Shulga,1610612738,BOS,5,4,1,8.0,0,1,0.0,0,0,0,,0.0
1629622,Max Strus,1610612739,CLE,3,2,1,70.0,1,2,0.5,3,1,2,0.5,0.75
1628467,Maxi Kleber,1610612747,LAL,35,16,19,383.0,2,5,0.4,4,0,0,,0.4
1642875,Maxime Raynaud,1610612758,SAC,63,17,46,1609.0,6,17,0.353,12,0,1,0.0,0.353
1642877,Micah Peavy,1610612740,NOP,52,16,36,706.0,9,31,0.29,20,2,6,0.333,0.323
1630695,Micah Potter,1610612754,IND,35,7,28,652.0,1,2,0.5,2,0,1,0.0,0.5
1629008,Michael Porter Jr.,1610612751,BKN,52,14,38,1689.0,99,283,0.35,248,50,151,0.331,0.438
1628969,Mikal Bridges,1610612752,NYK,70,45,25,2334.0,110,241,0.456,228,8,25,0.32,0.473
201144,Mike Conley,1610612750,MIN,47,29,18,838.0,17,65,0.262,44,10,47,0.213,0.338
1628970,Miles Bridges,1610612766,CHA,65,34,31,2057.0,44,162,0.272,115,27,113,0.239,0.355
1642939,Miles Kelly,1610612742,DAL,14,7,7,134.0,2,2,1.0,4,0,0,,1.0
1630540,Miles McBride,1610612752,NYK,35,22,13,981.0,63,143,0.441,159,33,75,0.44,0.556
1629011,Mitchell Robinson,1610612752,NYK,51,34,17,992.0,0,0,,0,,,,
1628964,Mo Bamba,1610612762,UTA,4,3,1,44.0,0,0,,0,,,,
1642885,Mohamed Diawara,1610612752,NYK,59,36,23,505.0,8,25,0.32,21,5,18,0.278,0.42
1628420,Monte Morris,1610612754,IND,6,0,6,65.0,2,4,0.5,5,1,2,0.5,0.625
1629021,Moritz Wagner,1610612753,ORL,29,17,12,383.0,2,5,0.4,5,1,3,0.333,0.5
1630541,Moses Moody,1610612744,GSW,59,29,30,1506.0,25,81,0.309,60,10,40,0.25,0.37
1631243,Mouhamed Gueye,1610612737,ATL,65,36,29,994.0,4,15,0.267,9,1,3,0.333,0.3
1630619,Moussa Cisse,1610612742,DAL,34,10,24,425.0,0,0,,0,,,,
1631217,Moussa Diabaté,1610612766,CHA,62,33,29,1603.0,0,5,0.0,0,0,1,0.0,0.0
1626167,Myles Turner,1610612749,MIL,64,26,38,1748.0,21,70,0.3,52,10,37,0.27,0.371
1642066,Myron Gardner,1610612748,MIA,37,22,15,349.0,2,9,0.222,5,1,3,0.333,0.278
1642368,N'Faly Dante,1610612737,ATL,4,3,1,15.0,0,0,,0,,,,
1641772,Nae'Qwan Tomlin,1610612739,CLE,54,35,19,848.0,1,4,0.25,3,1,4,0.25,0.375
1630230,Naji Marshall,1610612742,DAL,67,23,44,1973.0,62,140,0.443,129,5,26,0.192,0.461
1631466,Nate Williams,1610612744,GSW,9,2,7,105.0,0,1,0.0,0,0,0,,0.0
1629675,Naz Reid,1610612750,MIN,68,42,26,1770.0,55,148,0.372,136,26,81,0.321,0.459
1629674,Neemias Queta,1610612738,BOS,65,43,22,1637.0,0,12,0.0,0,0,1,0.0,0.0
1629651,Nic Claxton,1610612751,BKN,62,16,46,1764.0,7,23,0.304,14,0,3,0.0,0.304
1630208,Nick Richards,1610612741,CHI,46,19,27,665.0,1,6,0.167,2,0,1,0.0,0.167
1641733,Nick Smith Jr.,1610612747,LAL,25,12,13,318.0,29,72,0.403,68,10,28,0.357,0.472
1629638,Nickeil Alexander-Walker,1610612737,ATL,66,35,31,2195.0,101,270,0.374,247,45,136,0.331,0.457
201587,Nicolas Batum,1610612746,LAC,64,33,31,1168.0,3,10,0.3,9,3,10,0.3,0.45
1628502,Nigel Hayes-Davis,1610612756,PHX,27,15,12,195.0,5,14,0.357,10,0,1,0.0,0.357
203999,Nikola Jokić,1610612743,DEN,54,32,22,1875.0,59,131,0.45,134,16,52,0.308,0.511
1631107,Nikola Jović,1610612748,MIA,45,23,22,791.0,6,23,0.261,17,5,13,0.385,0.37
1642260,Nikola Topić,1610612760,OKC,5,3,2,53.0,2,4,0.5,5,1,2,0.5,0.625
202696,Nikola Vučević,1610612738,BOS,60,32,28,1740.0,27,56,0.482,54,0,2,0.0,0.482
1642363,Nique Clifford,1610612758,SAC,66,17,49,1574.0,54,154,0.351,126,18,56,0.321,0.409
1642855,Noa Essengue,1610612741,CHI,2,1,1,6.0,0,0,,0,0,0,,
1641730,Noah Clowney,1610612751,BKN,62,16,46,1696.0,17,60,0.283,40,6,27,0.222,0.333
1642869,Noah Penda,1610612753,ORL,50,26,24,694.0,10,27,0.37,26,6,16,0.375,0.481
1642849,Nolan Traore,1610612751,BKN,46,11,35,1015.0,20,73,0.274,49,9,28,0.321,0.336
1641807,Norchad Omier,1610612746,LAC,3,3,0,14.0,0,0,,0,0,0,,
1626181,Norman Powell,1610612748,MIA,52,27,25,1564.0,104,268,0.388,261,53,153,0.346,0.487
1628384,OG Anunoby,1610612752,NYK,56,37,19,1851.0,28,116,0.241,68,12,54,0.222,0.293
1630167,Obi Toppin,1610612754,IND,12,0,12,198.0,2,16,0.125,4,0,10,0.0,0.125
1630534,Ochai Agbaji,1610612751,BKN,55,26,29,860.0,12,23,0.522,29,5,12,0.417,0.63
1641765,Olivier-Maxence Prosper,1610612763,MEM,44,15,29,773.0,5,19,0.263,14,4,8,0.5,0.368
1630209,Omer Yurtseven,1610612744,GSW,3,1,2,20.0,0,0,,0,0,0,,
1630168,Onyeka Okongwu,1610612737,ATL,63,34,29,1976.0,14,40,0.35,30,2,10,0.2,0.375
1631115,Orlando Robinson,1610612753,ORL,4,2,2,25.0,0,0,,0,0,0,,
1631131,Oscar Tshiebwe,1610612762,UTA,15,2,13,201.0,0,0,,0,,,,
1642345,Oso Ighodaro,1610612756,PHX,70,39,31,1511.0,3,9,0.333,6,0,0,,0.333
1631172,Ousmane Dieng,1610612749,MIL,44,29,15,685.0,41,98,0.418,99,17,44,0.386,0.505
1629023,P.J. Washington,1610612742,DAL,51,14,37,1572.0,18,59,0.305,40,4,26,0.154,0.339
1641790,PJ Hall,1610612766,CHA,19,7,12,213.0,0,0,,0,0,0,,
1642359,Pacôme Dadiet,1610612752,NYK,24,15,9,90.0,1,6,0.167,3,1,3,0.333,0.25
1631094,Paolo Banchero,1610612753,ORL,59,31,28,2057.0,92,313,0.294,207,23,111,0.207,0.331
1627783,Pascal Siakam,1610612754,IND,55,14,41,1844.0,133,319,0.417,287,21,55,0.382,0.45
1626192,Pat Connaughton,1610612766,CHA,34,20,14,257.0,2,3,0.667,5,1,1,1.0,0.833
1630311,Pat Spencer,1610612744,GSW,53,26,27,926.0,43,130,0.331,103,17,52,0.327,0.396
1631116,Patrick Baldwin Jr.,1610612758,SAC,7,2,5,58.0,1,1,1.0,3,1,1,1.0,1.5
1630172,Patrick Williams,1610612741,CHI,60,21,39,1180.0,31,74,0.419,75,13,36,0.361,0.507
202331,Paul George,1610612755,PHI,27,16,11,824.0,51,142,0.359,116,14,53,0.264,0.408
1630194,Paul Reed,1610612765,DET,52,37,15,680.0,4,12,0.333,8,0,2,0.0,0.333
1630202,Payton Pritchard,1610612738,BOS,67,45,22,2184.0,191,438,0.436,447,65,204,0.319,0.51
1642362,Payton Sandfort,1610612760,OKC,1,1,0,5.0,0,0,,0,0,0,,
1641796,Pelle Larsson,1610612748,MIA,59,34,25,1516.0,10,34,0.294,22,2,15,0.133,0.324
1631250,Pete Nance,1610612749,MIL,36,11,25,422.0,1,4,0.25,3,1,3,0.333,0.375
1631212,Peyton Watson,1610612743,DEN,49,31,18,1502.0,40,118,0.339,87,7,34,0.206,0.369
1630173,Precious Achiuwa,1610612758,SAC,63,16,47,1451.0,9,33,0.273,18,0,3,0.0,0.273
1629656,Quentin Grimes,1610612755,PHI,64,35,29,1920.0,49,180,0.272,128,30,121,0.248,0.356
1631245,Quenton Jackson,1610612754,IND,38,7,31,663.0,13,47,0.277,34,8,28,0.286,0.362
1642366,Quinten Post,1610612744,GSW,65,32,33,1140.0,12,32,0.375,28,4,19,0.211,0.438
1629628,RJ Barrett,1610612761,TOR,44,27,17,1328.0,22,63,0.349,46,2,10,0.2,0.365
1642853,Rasheer Fleming,1610612756,PHX,44,24,20,460.0,0,7,0.0,0,0,2,0.0,0.0
1642484,RayJ Dennis,1610612737,ATL,16,3,13,180.0,5,21,0.238,14,4,9,0.444,0.333
1641712,Rayan Rupert,1610612763,MEM,58,28,30,867.0,15,36,0.417,36,6,15,0.4,0.5
1642263,Reed Sheppard,1610612745,HOU,68,41,27,1769.0,112,293,0.382,278,54,151,0.358,0.474
1642434,Riley Minix,1610612739,CLE,5,4,1,19.0,1,2,0.5,2,0,1,0.0,0.5
1642265,Rob Dillingham,1610612741,CHI,53,26,27,699.0,31,96,0.323,68,6,29,0.207,0.354
1629057,Robert Williams III,1610612757,POR,48,23,25,816.0,0,0,,0,0,0,,
1642911,Rocco Zikarsky,1610612750,MIN,4,0,4,16.0,0,0,,0,,,,
1631199,Ron Harper Jr.,1610612738,BOS,22,16,6,246.0,4,9,0.444,10,2,7,0.286,0.556
1641842,Ronald Holland II,1610612765,DET,65,46,19,1317.0,4,33,0.121,9,1,12,0.083,0.136
1626220,Royce O'Neale,1610612756,PHX,69,39,30,2007.0,47,120,0.392,133,39,103,0.379,0.554
203497,Rudy Gobert,1610612750,MIN,67,42,25,2107.0,0,1,0.0,0,0,0,,0.0
1629060,Rui Hachimura,1610612747,LAL,58,40,18,1669.0,79,144,0.549,163,5,12,0.417,0.566
201566,Russell Westbrook,1610612758,SAC,64,16,48,1853.0,89,241,0.369,204,26,83,0.313,0.423
1642346,Ryan Dunn,1610612756,PHX,61,35,26,1181.0,2,14,0.143,5,1,8,0.125,0.179
1641750,Ryan Kalkbrenner,1610612766,CHA,57,31,26,1252.0,0,3,0.0,0,0,2,0.0,0.0
1642948,Ryan Nembhard,1610612742,DAL,49,18,31,908.0,64,170,0.376,144,16,44,0.364,0.424
1631157,Ryan Rollins,1610612749,MIL,67,26,41,2158.0,155,363,0.427,382,72,178,0.404,0.526
1630180,Saddiq Bey,1610612740,NOP,64,24,40,1987.0,61,184,0.332,154,32,97,0.33,0.418
1630573,Sam Hauser,1610612738,BOS,66,45,21,1625.0,45,115,0.391,118,28,77,0.364,0.513
1630241,Sam Merrill,1610612739,CLE,44,30,14,1145.0,41,112,0.366,114,32,82,0.39,0.509
1630572,Sandro Mamukelashvili,1610612761,TOR,66,37,29,1446.0,7,23,0.304,18,4,8,0.5,0.391
1630583,Santi Aldama,1610612763,MEM,43,19,24,1198.0,24,68,0.353,56,8,22,0.364,0.412
1630703,Scoot Henderson,1610612757,POR,18,10,8,420.0,23,65,0.354,59,13,41,0.317,0.454
1630567,Scottie Barnes,1610612761,TOR,66,38,28,2255.0,92,220,0.418,193,9,34,0.265,0.439
1630590,Scotty Pippen Jr.,1610612763,MEM,10,2,8,212.0,12,35,0.343,26,2,15,0.133,0.371
1642951,Sean Pedulla,1610612746,LAC,2,1,1,11.0,0,1,0.0,0,0,1,0.0,0.0
203552,Seth Curry,1610612744,GSW,4,0,4,51.0,3,5,0.6,6,0,1,0.0,0.6
1631101,Shaedon Sharpe,1610612757,POR,48,22,26,1439.0,138,399,0.346,349,73,213,0.343,0.437
1628983,Shai Gilgeous-Alexander,1610612760,OKC,58,47,11,1943.0,330,663,0.498,742,82,208,0.394,0.56
1630536,Sharife Cooper,1610612764,WAS,28,5,23,436.0,17,46,0.37,41,7,21,0.333,0.446
1631321,Sidy Cissoko,1610612757,POR,63,31,32,1306.0,9,26,0.346,25,7,16,0.438,0.481
1631323,Simone Fontecchio,1610612748,MIA,62,33,29,1055.0,20,52,0.385,58,18,46,0.391,0.558
1642883,Sion James,1610612766,CHA,70,36,34,1609.0,7,29,0.241,21,7,22,0.318,0.362
1627746,Skal Labissiere,1610612764,WAS,3,2,1,38.0,1,1,1.0,2,0,0,,1.0
1642461,Spencer Jones,1610612743,DEN,58,35,23,1326.0,3,8,0.375,8,2,5,0.4,0.5
1630649,Stanley Umude,1610612759,SAS,2,2,0,7.0,1,1,1.0,2,0,0,,1.0
201939,Stephen Curry,1610612744,GSW,39,23,16,1222.0,136,307,0.443,366,94,225,0.418,0.596
1642264,Stephon Castle,1610612759,SAS,59,44,15,1759.0,47,149,0.315,101,7,42,0.167,0.339
203500,Steven Adams,1610612745,HOU,32,21,11,730.0,0,0,,0,,,,
1629004,Svi Mykhailiuk,1610612762,UTA,48,14,34,1123.0,37,95,0.389,99,25,75,0.333,0.521
204456,T.J. McConnell,1610612754,IND,51,13,38,880.0,109,215,0.507,220,2,9,0.222,0.512
1643007,Taelon Peter,1610612754,IND,31,4,27,348.0,5,17,0.294,15,5,15,0.333,0.441
201959,Taj Gibson,1610612763,MEM,3,1,2,29.0,0,0,,0,0,0,,
1631106,Tari Eason,1610612745,HOU,46,27,19,1217.0,15,62,0.242,32,2,12,0.167,0.258
1627752,Taurean Prince,1610612749,MIL,14,6,8,275.0,3,12,0.25,9,3,9,0.333,0.375
1641707,Taylor Hendricks,1610612763,MEM,50,12,38,903.0,7,19,0.368,17,3,12,0.25,0.447
1629611,Terance Mann,1610612751,BKN,58,14,44,1413.0,32,96,0.333,75,11,40,0.275,0.391
