PLAYERID,FIRSTNAME,LASTNAME,TEAMID,TEAMABBREVIATION,TEAMNAME,TEAMCITY,FRAMES,GRAVITYSCORE,AVGGRAVITYSCORE,ONBALLPERIMETERFRAMES,ONBALLPERIMETERGRAVITYSCORE,AVGONBALLPERIMETERGRAVITYSCORE,OFFBALLPERIMETERFRAMES,OFFBALLPERIMETERGRAVITYSCORE,AVGOFFBALLPERIMETERGRAVITYSCORE,ONBALLINTERIORFRAMES,ONBALLINTERIORGRAVITYSCORE,AVGONBALLINTERIORGRAVITYSCORE,OFFBALLINTERIORFRAMES,OFFBALLINTERIORGRAVITYSCORE,AVGOFFBALLINTERIORGRAVITYSCORE,GAMESPLAYED,MINUTES,PTS,REB,AST
1631170,Jaime,Jaquez Jr.,1610612748,MIA,Heat,Miami,237735,-1.0422857142,-0.9468523,48017,-3.0631904761,-2.6838241,116233,1.8805555555,1.8120934,25425,-11.9378571428,-11.6336448,48060,-9.7539523809,-8.6661361,63,28.6,15.1,5.1,4.7
1630314,Brandon,Williams,1610612742,DAL,Mavericks,Dallas,192604,-1.5524576271,-1.0815769,59558,-4.0659322033,-3.1298725,98398,3.9967627118,4.0509101,16496,-21.5621864406,-22.1655752,18152,-17.0895254237,-14.1807891,59,22.1,12.8,3.0,3.8
1642883,Sion,James,1610612766,CHA,Hornets,Charlotte,261101,-1.0333188405,-1.0948998,34740,-0.7145362318,0.0673571,179325,0.8134347826,0.4657873,6134,-22.2548550724,-23.4839049,40902,-17.3188985507,-17.4939831,69,23.0,5.3,3.5,2.0
1642262,Cody,Williams,1610612762,UTA,Jazz,Utah,161239,-1.7663090909,-1.1489233,10307,-4.4198,-6.4978412,113104,-0.0964181818,0.8523118,4361,-11.1967454545,-14.4163207,33467,-11.3206,-12.9020518,55,22.2,7.3,2.9,1.5
201587,Nicolas,Batum,1610612746,LAC,Clippers,LA,198038,-0.6959375,-1.1581434,8832,-5.267609375,-4.0875834,161333,0.87525,0.1004788,584,-20.544046875,-38.3010599,27289,-17.881671875,-18.8352435,64,18.2,4.0,2.5,0.9
1626145,Tyus,Jones,1610612743,DEN,Nuggets,Denver,137833,-0.2780338983,-1.2053913,35482,-1.5085084745,-2.0805532,88700,2.0565084745,1.7200733,2563,-25.6403898305,-39.1537608,11088,-20.1001016949,-27.7833293,59,15.3,3.1,1.1,2.5
1630596,Evan,Mobley,1610612739,CLE,Cavaliers,Cleveland,233747,-1.7816851851,-1.2105271,29475,1.2183518518,2.7609089,105342,2.0240925925,2.0377116,22063,-10.6369259259,-10.6388389,76867,-9.4152037037,-7.9377669,54,32.6,18.3,8.9,3.6
1629652,Luguentz,Dort,1610612760,OKC,Thunder,Oklahoma City,221615,-1.3773333333,-1.3155985,15888,-4.167122807,-3.0366883,165172,-0.1087017543,0.0384793,4767,-16.663491228,-16.1627405,35788,-14.6757368421,-14.7217312,57,27.8,8.5,3.8,1.2
1631119,Jaylin,Williams,1610612760,OKC,Thunder,Oklahoma City,155489,-1.4947454545,-1.3581677,19343,1.284,2.036619,102823,0.0893454545,0.2887678,3456,-8.3648,-8.5616406,29867,-7.6680545454,-7.195362,55,20.4,7.5,5.5,2.5
1629006,Josh,Okogie,1610612745,HOU,Rockets,Houston,183690,-1.6684,-1.3688297,8117,-3.0826461538,-1.1707968,133809,-1.4965538461,-1.1597658,3375,-5.2538,-4.6908379,38389,-2.8491846153,-2.1837505,65,18.5,4.9,2.7,0.9
1641757,Jordan,Miller,1610612746,LAC,Clippers,LA,148735,-1.1308163265,-1.3690429,20777,-1.2915510204,-1.3841434,98038,1.6182653061,1.1579002,8439,-11.6604693877,-11.7988286,21481,-13.1148367346,-11.5943729,49,21.7,9.8,3.1,2.1
203935,Marcus,Smart,1610612747,LAL,Lakers,Los Angeles,215519,-1.4375762711,-1.4287015,31119,-0.4674406779,1.1719574,156693,-0.6430338983,-0.8051205,6415,-19.8583050847,-18.0711183,21292,-17.6993728813,-16.2050543,59,28.7,9.6,2.8,2.8
1642869,Noah,Penda,1610612753,ORL,Magic,Orlando,98391,-1.7350204081,-1.4680927,7494,-1.4199183673,-2.4084202,68399,-0.7506734693,0.0608033,3959,-8.8539591836,-9.0255541,18539,-9.2174285714,-10.0976288,49,14.0,4.4,3.6,1.2
1628971,Bruce,Brown,1610612743,DEN,Nuggets,Denver,258904,-1.9357826086,-1.5318286,34496,-1.4275072463,-0.7271519,144762,0.8037681159,0.6758784,7508,-13.8978260869,-15.4240791,72138,-11.7868840579,-13.6459069,69,24.7,7.6,3.9,2.1
1630168,Onyeka,Okongwu,1610612737,ATL,Hawks,Atlanta,262986,-3.2634126984,-1.6867862,23874,1.3081269841,2.7500158,142322,-1.7487142857,-0.4537088,10833,-9.4918888888,-7.6667529,85957,-9.061031746,-6.8379295,63,31.4,15.8,7.8,3.2
1641707,Taylor,Hendricks,1610612763,MEM,Grizzlies,Memphis,120766,-1.5297959183,-1.7529646,5112,-3.8645510204,-4.6745328,86495,-0.2971428571,-0.4341449,3512,-4.6470816326,-5.0214664,25647,-6.0613265306,-7.1004266,49,18.0,7.0,3.6,0.9
1642868,Carter,Bryant,1610612759,SAS,Spurs,San Antonio,83481,-2.5034310344,-1.7714239,5392,-3.6711034482,-3.8759699,62782,-1.5040517241,-0.8952055,1953,-7.0145689655,-9.6591003,13354,-6.7306551724,-6.4529901,58,10.7,3.9,2.4,0.5
1642346,Ryan,Dunn,1610612756,PHX,Suns,Phoenix,171266,-0.9780327868,-1.801541,10445,-6.3583278688,-6.3868,122907,0.8258360655,0.0153085,4468,-17.6567377049,-18.8357244,33446,-13.4301639344,-12.2913664,61,19.4,5.7,4.1,1.4
1626167,Myles,Turner,1610612749,MIL,Bucks,Milwaukee,271813,-0.94040625,-1.8256907,19542,4.415453125,3.5336231,170623,0.6235,-0.4034114,6422,-7.18340625,-7.1686217,75226,-6.892875,-7.3636599,64,27.3,12.0,5.4,1.5
1628398,Kyle,Kuzma,1610612749,MIL,Bucks,Milwaukee,248032,-1.318703125,-1.8720049,25765,0.4555,-0.2175191,156679,0.722046875,0.187035,12020,-13.207421875,-14.8774483,53568,-12.224546875,-12.4897096,64,26.5,13.0,4.6,2.6
1628997,Caleb,Martin,1610612742,DAL,Mavericks,Dallas,129746,-1.4536607142,-1.91745,11374,-4.7562857142,-6.9011628,85380,0.8025535714,0.5808303,4837,-16.7877678571,-16.5376712,28155,-14.9053214285,-11.084284,56,15.0,4.0,2.5,1.4
1642920,Kobe,Sanders,1610612746,LAC,Clippers,LA,186577,-1.8091551724,-1.9690047,24088,0.3235862068,2.667223,136514,-0.5021034482,-1.1112646,6183,-17.9603793103,-15.4761565,19792,-18.294,-16.7255611,58,20.6,6.9,2.4,1.7
1629750,Javonte,Green,1610612765,DET,Pistons,Detroit,172790,-0.970283582,-1.97829,8611,-3.6468656716,-4.7134009,120559,0.2642089552,-0.4184557,3367,-4.3867164179,-8.9380855,40253,-6.8963134328,-5.382986,67,17.8,6.8,2.7,0.7
1627824,Guerschon,Yabusele,1610612741,CHI,Bulls,Chicago,115685,-2.7099649122,-1.9802478,8124,1.4672982456,3.1000668,69166,-1.7181578947,-0.7146752,3284,-1.7208596491,-4.3651546,35111,-6.4797719298,-3.7999287,57,13.8,4.9,3.3,0.9
1642852,Derik,Queen,1610612740,NOP,Pelicans,New Orleans,254822,-1.9409275362,-1.9984642,46137,2.6657681159,2.7684704,115969,-0.504057971,-0.3114379,19683,-11.5680144927,-11.9493136,73033,-9.1760869565,-8.9926052,69,24.9,11.5,6.8,3.8
204456,T.J.,McConnell,1610612754,IND,Pacers,Indiana,131981,-1.83234,-2.0683723,53006,-3.9056,-4.0154908,48236,4.12272,3.9916673,14267,-13.36136,-15.064283,16472,-9.80206,-11.3096938,50,17.3,9.3,2.3,5.1
201572,Brook,Lopez,1610612746,LAC,Clippers,LA,192518,-2.3289682539,-2.1627305,12651,3.3577936507,3.980866,119115,-1.1489841269,-0.7450173,5048,-5.0832857142,-11.4901658,55704,-7.7568730158,-9.7970509,63,20.7,7.6,3.1,1.2
1642948,Ryan,Nembhard,1610612742,DAL,Mavericks,Dallas,162871,-3.1323061224,-2.2902227,56580,-3.6604897959,-3.1290405,83942,1.2834081632,1.1252755,10330,-24.1154081632,-22.2770963,12019,-21.1936122448,-17.9973059,49,18.5,6.3,1.9,4.9
1641775,Jordan,Walsh,1610612738,BOS,Celtics,Boston,156474,-1.7554482758,-2.4258419,7095,-6.8939827586,-6.8075303,116428,-0.4160862068,-1.0932613,2604,-7.3005,-6.4641102,30347,-9.9617413793,-8.6273912,58,17.3,5.3,4.1,0.7
1628418,Thomas,Bryant,1610612739,CLE,Cavaliers,Cleveland,80775,-2.86562,-2.4410893,6489,3.69358,4.0422698,39407,-1.00046,-0.1076183,2216,-8.80426,-7.9082897,32663,-7.3359,-7.4019757,50,11.7,5.9,3.1,0.6
1630230,Naji,Marshall,1610612742,DAL,Mavericks,Dallas,302931,-1.9632121212,-2.5628528,40745,-4.6830151515,-4.838898,199834,0.9656818181,0.1283796,15703,-16.6907878787,-20.8575682,46649,-11.8080151515,-10.1010695,66,29.5,15.3,4.8,3.3
1642366,Quinten,Post,1610612744,GSW,Warriors,Golden State,173442,-2.4839076923,-2.6480457,14511,2.7725538461,3.4863819,106948,0.1044615384,0.0488035,6251,-13.0489538461,-15.2292394,45732,-13.5865538461,-14.0981913,65,17.6,7.8,4.1,1.4
1628381,John,Collins,1610612746,LAC,Clippers,LA,241866,-2.5635344827,-2.8432507,9098,-2.2959827586,-1.1082276,170035,-1.1388793103,-1.7693326,8754,-3.7717068965,-1.7965493,53979,-6.606775862,-5.2868863,58,27.5,13.8,5.3,1.0
1631243,Mouhamed,Gueye,1610612737,ATL,Hawks,Atlanta,138606,-3.796140625,-2.9402033,5568,-3.681296875,-2.3218022,75496,-2.93265625,-2.4845895,4644,-7.489921875,-6.6683787,52898,-10.207328125,-9.0526168,64,15.4,4.6,3.6,0.9
1642877,Micah,Peavy,1610612740,NOP,Pelicans,New Orleans,111375,-2.8715686274,-3.0322648,5750,-7.0082745098,-7.8464544,85531,-1.9829411764,-1.9500063,3956,-12.4759019607,-12.1213435,16138,-9.0521372549,-8.8182719,51,13.8,4.0,1.8,0.9
201566,Russell,Westbrook,1610612758,SAC,Kings,Sacramento,261784,-2.484921875,-3.0459412,76605,-3.01290625,-3.197516,137817,-0.096734375,-0.8817698,22293,-12.450046875,-13.522787,25069,-9.907703125,-8.903241,64,29.0,15.2,5.4,6.7
1631133,Jabari,Walker,1610612755,PHI,76ers,Philadelphia,105127,-2.6784821428,-3.0952368,4476,-1.1307321428,0.5284439,58405,-1.6172142857,-1.9071604,2587,4.7787321428,1.3494317,39659,0.8361607142,-0.2594493,56,12.4,4.4,3.1,0.5
1642885,Mohamed,Diawara,1610612752,NYK,Knicks,New York,66504,-2.3979814814,-3.100527,6869,-4.7822592592,-7.5350129,45961,-1.9141851851,-1.5038089,1833,-15.1020555555,-26.4050611,11841,-16.0254814814,-22.5616703,54,9.2,3.6,1.4,0.7
1627739,Kris,Dunn,1610612746,LAC,Clippers,LA,295293,-2.9239285714,-3.1352877,47129,0.8181714285,1.3384323,190606,-1.5852857142,-2.0959756,10531,-17.0864571428,-18.7579423,47027,-17.3033714285,-17.0896991,70,27.6,7.7,3.4,3.6
1629111,Jock,Landale,1610612737,ATL,Hawks,Atlanta,196241,-3.1964590163,-3.1610618,9713,0.8435081967,1.0022271,90039,-1.2766065573,-1.2426674,8782,-10.0254590163,-7.63513,87707,-10.7611803278,-9.6584112,61,22.1,10.7,5.7,1.6
1631105,Jalen,Duren,1610612765,DET,Pistons,Detroit,220642,-3.5857894736,-3.2148484,13064,-0.4139473684,1.0402688,71528,-2.275122807,-1.9353707,16408,-3.1635087719,-2.94249,119642,-4.6795614035,-5.1888125,57,27.7,18.8,10.6,1.6
1630173,Precious,Achiuwa,1610612758,SAC,Kings,Sacramento,196740,-3.1441904761,-3.2174552,9323,-4.7715555555,-5.3833359,113486,-2.4372698412,-2.1210708,8022,-6.2688730158,-7.1097557,65909,-4.7875396825,-5.6202896,63,23.1,9.3,6.3,1.3
1631255,Karlo,Matković,1610612740,NOP,Pelicans,New Orleans,112689,-3.1174285714,-3.232321,4091,-8.2945357142,-6.2776399,69682,-2.6891428571,-2.4472265,2824,-9.1523392857,-12.2456126,36092,-9.333125,-5.9144606,56,14.3,5.6,3.7,0.8
1642264,Stephon,Castle,1610612759,SAS,Spurs,San Antonio,228817,-3.7126034482,-3.4111563,68353,-3.4719482758,-2.8725009,108716,0.257775862,0.4718229,23142,-17.5703620689,-18.0441389,28606,-15.381137931,-13.210134,58,29.7,16.4,5.1,7.1
1630572,Sandro,Mamukelashvili,1610612761,TOR,Raptors,Toronto,211434,-2.344484375,-3.5566522,17077,-0.560625,-1.2388678,124804,-0.680109375,-1.0763429,7126,-8.622453125,-9.1544973,62427,-7.70478125,-9.7972193,64,21.9,10.9,4.9,1.9
1631212,Peyton,Watson,1610612743,DEN,Nuggets,Denver,222931,-3.7682653061,-3.6067938,26353,-2.9842857142,-2.6860444,140607,-1.4365510204,-2.0432954,9086,-6.8563469387,-11.1911675,46885,-8.5848571428,-8.254628,49,30.6,14.9,4.9,2.0
1641740,Jaylen,Clark,1610612750,MIN,Timberwolves,Minnesota,102395,-3.1036101694,-3.8221295,4093,-0.9814745762,0.6717217,71047,-2.4678135593,-3.000592,1927,-4.899118644,-8.7974997,25328,-8.2000508474,-7.5747341,59,12.5,3.9,1.7,0.5
1630191,Isaiah,Stewart,1610612765,DET,Pistons,Detroit,188986,-3.579981132,-3.832031,9970,-3.7678113207,-0.6562974,78454,-3.3121509433,-4.11108,8151,-4.3636226415,-4.3743624,92411,-6.1981320754,-4.8067087,53,23.2,10.1,5.2,1.2
1641772,Nae'Qwan,Tomlin,1610612739,CLE,Cavaliers,Cleveland,114155,-4.716,-4.0311989,4812,-9.3692777777,-6.6877217,66851,-3.772574074,-3.0124824,3178,-12.2591851851,-10.8503477,39314,-12.6075185185,-9.9792248,54,15.8,5.8,2.8,0.8
1642461,Spencer,Jones,1610612743,DEN,Nuggets,Denver,199782,-3.6952321428,-4.0689148,4613,-4.7679642857,-5.320251,116267,-1.8675178571,-1.9777875,2469,0.2018392857,-6.816782,76433,-4.962625,-5.5191363,56,23.2,5.9,3.3,0.8
1630194,Paul,Reed,1610612765,DET,Pistons,Detroit,95740,-4.5995686274,-4.0861043,6319,1.1220980392,2.1860968,36382,-2.6254509803,-2.046534,5559,-9.5218235294,-9.6994837,47480,-10.5145490196,-10.6443795,51,13.2,7.1,4.5,1.1
1641842,Ronald,Holland II,1610612765,DET,Pistons,Detroit,190377,-3.8433333333,-4.1236122,13766,-5.1998095238,-4.9696065,145117,-3.3203492063,-3.4624581,5823,-8.7914444444,-6.916261,25671,-7.1981904761,-7.4847391,63,20.1,8.5,4.3,1.3
1630549,Day'Ron,Sharpe,1610612751,BKN,Nets,Brooklyn,170977,-4.4998709677,-4.4565403,19179,0.5358870967,2.2576369,53421,-3.6558064516,-3.1474496,9246,-7.641032258,-9.888005,89131,-8.4651774193,-8.6696414,62,18.7,8.7,6.7,2.3
1628371,Jonathan,Isaac,1610612753,ORL,Magic,Orlando,76165,-4.2909591836,-4.4941363,2256,-2.4522857142,-4.38155,34931,-3.8862857142,-4.0907291,2207,-10.483755102,-11.0561925,36771,-8.6958979591,-7.1137456,49,10.4,2.7,2.7,0.4
203991,Clint,Capela,1610612745,HOU,Rockets,Houston,114844,-4.2977213114,-4.517324,3587,-3.5719180327,-4.9839425,32100,-3.980114754,-4.2409801,3609,-7.8715245901,-5.0386927,75548,-8.4678196721,-7.5402656,61,12.6,3.9,4.6,0.7
1629048,Goga,Bitadze,1610612753,ORL,Magic,Orlando,106183,-4.3833877551,-4.5188256,6792,-0.1272857142,0.4273116,39065,-3.8020816326,-3.0630411,4215,-3.6975306122,-7.8119886,56111,-6.2641836734,-8.9464187,49,14.6,5.6,4.6,1.1
1628976,Wendell,Carter Jr.,1610612753,ORL,Magic,Orlando,272909,-4.9364920634,-4.6978565,17095,-1.8161904761,-0.8702117,127119,-5.0134603174,-4.6893165,9641,-6.0278730158,-5.2736534,119054,-7.3764603174,-7.1225094,63,29.9,11.9,7.5,2.1
1630568,Luka,Garza,1610612738,BOS,Celtics,Boston,148837,-4.6851525423,-4.7331031,8224,1.4760847457,0.621301,70199,-2.454338983,-2.0693753,3424,-8.2404576271,-8.3926203,66990,-7.5957966101,-7.1309624,59,15.6,7.4,3.9,0.9
1641708,Amen,Thompson,1610612745,HOU,Rockets,Houston,371483,-5.1899545454,-4.9206558,75589,-7.5225757575,-6.2643533,130979,-2.4966666666,-2.5035349,27222,-15.6705,-14.1542874,137693,-14.2946515151,-12.9587958,66,37.2,17.9,7.8,5.3
1631230,Dominick,Barlow,1610612755,PHI,76ers,Philadelphia,194775,-4.7790338983,-5.0627767,7789,-7.086898305,-6.0553602,91494,-2.7753220338,-3.1242,6454,-8.2877966101,-6.8675887,89038,-9.6006101694,-8.1476923,59,24.5,8.3,4.8,1.2
1630543,Isaiah,Jackson,1610612746,LAC,Clippers,LA,129813,-6.67296,-5.0719111,5520,-5.94904,-4.2403824,39039,-2.8275,-1.2974111,6603,-6.58978,-8.8985306,78651,-10.06216,-8.4090446,50,16.4,6.6,5.3,0.9
1628963,Marvin,Bagley III,1610612742,DAL,Mavericks,Dallas,150528,-5.4821538461,-5.4078749,10725,-3.0819615384,-2.1720386,53702,-2.9345576923,-2.7444117,7630,-13.7246730769,-17.0324453,78471,-11.6450961538,-11.4720219,52,20.0,9.9,6.3,1.4
1642268,Isaiah,Collier,1610612762,UTA,Jazz,Utah,217112,-5.352637931,-5.4330469,86703,-6.4670517241,-6.2559208,101309,-1.5838275862,-1.7288044,16811,-22.1428793103,-21.071547,12289,-18.716137931,-19.0543013,58,25.6,11.5,2.5,7.2
1642270,Donovan,Clingan,1610612757,POR,Trail Blazers,Portland,253500,-5.4503692307,-5.4762015,17189,-4.9198307692,-4.1009656,114947,-5.7237692307,-6.0277643,10082,-5.8389692307,-6.9253782,111282,-6.4595230769,-5.7562994,65,27.3,12.2,11.6,2.2
1629011,Mitchell,Robinson,1610612752,NYK,Knicks,New York,133643,-5.619625,-5.5292772,4516,-4.3333958333,-0.843856,39293,-3.0699791666,-3.5994178,2492,-8.73425,0.1008683,87342,-11.128375,-10.9468315,48,19.6,5.5,8.6,1.0
1629028,Deandre,Ayton,1610612747,LAL,Lakers,Los Angeles,219591,-5.6144426229,-5.5582861,4653,-4.5029508196,-2.7215364,82741,-3.251409836,-3.0078281,9203,-3.1290983606,-3.5392087,122994,-5.6348688524,-5.8540456,61,27.6,12.4,8.2,0.9
1642875,Maxime,Raynaud,1610612758,SAC,Kings,Sacramento,217852,-4.8068412698,-5.6254535,10706,-0.9026349206,-1.0595274,84157,-4.8556825396,-5.571894,8485,-6.5749365079,-7.7370216,114504,-5.4588888888,-8.0971966,63,25.6,11.7,7.3,1.3
1630700,Dyson,Daniels,1610612737,ATL,Hawks,Atlanta,301178,-6.7844,-5.6807494,47615,-9.116276923,-6.1491367,139149,-2.8393076923,-1.9707217,22613,-20.3944307692,-19.9455058,91801,-17.6764153846,-16.9361512,65,33.4,11.6,6.7,6.0
1629637,Jaxson,Hayes,1610612747,LAL,Lakers,Los Angeles,136589,-6.1067413793,-5.9898615,3764,-5.0995517241,-5.9219399,48039,-4.0740344827,-4.4688013,3691,-4.5708965517,-6.8953603,81095,-9.5553793103,-9.2550816,58,17.6,6.7,3.9,0.9
1641709,Ausar,Thompson,1610612765,DET,Pistons,Detroit,210923,-6.4967413793,-6.0635961,26233,-10.3317586206,-7.8204182,108569,-4.848637931,-4.515259,14275,-12.0923103448,-10.4148287,61846,-12.2099482758,-11.5523642,58,25.6,9.9,5.7,2.9
1628404,Josh,Hart,1610612752,NYK,Knicks,New York,268707,-4.7398679245,-6.2132871,34162,-6.988735849,-9.0951833,175756,-1.7191320754,-2.7128826,10193,-21.5187924528,-27.091576,48596,-17.3281698113,-19.3463871,53,30.0,11.8,7.6,5.1
1629651,Nic,Claxton,1610612751,BKN,Nets,Brooklyn,265749,-6.558532258,-6.6870956,37364,-4.7822419354,-5.1002242,86898,-3.9632903225,-3.6951309,15448,-15.2011612903,-14.9787525,126039,-14.3545645161,-13.7410911,62,28.4,11.9,7.1,3.8
203110,Draymond,Green,1610612744,GSW,Warriors,Golden State,205986,-7.1636428571,-6.7693318,32600,-10.2665178571,-10.2342167,119976,-3.1008928571,-2.3578379,8292,-28.110625,-28.9329302,45118,-22.6835357142,-20.2578093,56,27.2,8.6,5.6,5.3
1628436,Luke,Kornet,1610612759,SAS,Spurs,San Antonio,170602,-6.4224482758,-6.7906762,9510,-7.7039655172,-5.7024401,50319,-5.5733275862,-5.7517697,6263,-5.6620689655,-7.2662342,104510,-7.3446034482,-8.6371236,58,21.1,6.6,6.2,1.8
1627780,Gary,Payton II,1610612744,GSW,Warriors,Golden State,122844,-6.3976290322,-6.8396276,11580,-13.3994354838,-12.5586713,63084,-2.4604838709,-3.0964143,5117,-19.6176774193,-24.8286738,43063,-18.9284677419,-18.3019511,62,14.6,6.8,3.5,1.7
1641737,Adem,Bona,1610612755,PHI,76ers,Philadelphia,139432,-6.5623898305,-6.8838745,2900,-6.6177457627,-10.4457165,38138,-5.6455423728,-6.3278721,3668,-2.8130338983,-0.5845117,94726,-7.167118644,-6.2699668,59,17.4,4.6,4.4,0.4
1630579,Jericho,Sims,1610612749,MIL,Bucks,Milwaukee,145733,-6.3094038461,-6.9314927,6005,0.2141346153,-3.5238792,47985,-4.0022115384,-4.8858349,3558,-5.1286730769,-5.7273752,88185,-7.8818076923,-8.8199406,52,18.3,4.2,5.0,1.1
1642274,Yves,Missi,1610612740,NOP,Pelicans,New Orleans,160012,-6.5386491228,-7.0248336,6934,-3.7040701754,-5.659646,72465,-5.7776842105,-6.341764,6852,-9.5069824561,-8.2646901,73761,-11.512122807,-12.0607294,57,19.2,5.6,5.8,1.2
1629020,Jarred,Vanderbilt,1610612747,LAL,Lakers,Los Angeles,139247,-7.7819818181,-7.286977,7449,-12.1161090909,-9.1481902,79547,-6.835,-5.9483635,2843,-9.3298363636,-9.4459324,49408,-10.4141454545,-11.3028812,55,17.8,4.5,4.6,1.2
202685,Jonas,Valančiūnas,1610612743,DEN,Nuggets,Denver,123885,-7.2997719298,-7.2870518,10581,-2.6745964912,-1.6028452,46238,-4.0046491228,-3.7798986,12626,-16.1904736842,-17.9245191,54440,-12.4247368421,-11.731561,57,13.5,8.4,4.9,1.2
1642345,Oso,Ighodaro,1610612756,PHX,Suns,Phoenix,219566,-7.1151285714,-7.379435,25153,-5.8344,-7.7256011,67117,-4.5923285714,-5.5449097,8721,-21.5511285714,-21.8633286,118575,-17.8877714285,-17.894866,70,21.6,6.2,4.9,2.2
1628386,Jarrett,Allen,1610612739,CLE,Cavaliers,Cleveland,180934,-7.83328,-7.526449,10404,0.41594,0.0562659,51912,-3.64234,-3.5516987,9637,-5.98182,-6.5878723,108981,-8.79798,-8.188945,50,27.7,15.4,8.5,1.9
1631217,Moussa,Diabaté,1610612766,CHA,Hornets,Charlotte,257624,-7.8298709677,-7.9215954,14971,-8.8482258064,-11.339825,65450,-4.9817741935,-5.9994407,12193,-8.5525,-9.1792027,165010,-12.2862580645,-12.3617597,62,25.8,8.0,8.7,1.9
1641750,Ryan,Kalkbrenner,1610612766,CHA,Hornets,Charlotte,195386,-8.9094561403,-7.9472147,10056,-5.7128245614,-3.835583,47824,-4.3972807017,-3.5484654,4344,-10.6118771929,-5.0131319,133162,-13.2575087719,-10.4047809,57,22.0,7.9,5.8,0.8
203083,Andre,Drummond,1610612755,PHI,76ers,Philadelphia,149107,-7.7471372549,-8.3573546,5251,-10.9785098039,-14.4182669,50137,-7.1305294117,-7.4163307,4694,-10.5180392156,-9.4329576,89025,-14.3699411764,-13.8484631,51,20.3,6.8,8.8,1.2
1629655,Daniel,Gafford,1610612742,DAL,Mavericks,Dallas,160822,-8.7560625,-8.5929237,6657,-9.6680625,-12.9138179,45831,-7.6347916666,-7.8973184,6087,-5.3789583333,-3.2478472,102247,-8.0956041666,-5.3279981,48,21.7,9.3,6.9,1.0
1629674,Neemias,Queta,1610612738,BOS,Celtics,Boston,252836,-8.9563692307,-8.7431875,14235,-2.4498615384,-2.8675936,102476,-5.7034461538,-5.3190499,8699,-14.3634923076,-15.8020485,127426,-14.7425076923,-14.2263845,65,25.2,9.9,8.3,1.5
203497,Rudy,Gobert,1610612750,MIN,Timberwolves,Minnesota,278874,-9.0881060606,-8.9325232,10851,-4.2898030303,-4.4700036,103162,-8.2707575757,-7.8492522,8270,-13.7638636363,-11.5260496,156591,-13.9865757575,-13.3212003,66,31.5,11.0,11.4,1.8
1631109,Mark,Williams,1610612756,PHX,Suns,Phoenix,191238,-9.3422678571,-9.1980821,10186,-3.68175,-3.0172135,62328,-5.7853035714,-5.6182469,7321,-17.0330535714,-17.7539556,111403,-16.5632321428,-15.5701977,56,23.6,11.6,8.1,1.0
203939,Dwight,Powell,1610612742,DAL,Mavericks,Dallas,96290,-9.8850980392,-9.585032,4808,-12.2456862745,-11.9321917,31278,-6.2115294117,-6.6166672,3163,-7.5375490196,-13.0354574,57041,-12.4128431372,-9.3455417,51,13.6,3.2,3.7,0.9
