PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,DIST_FEET,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
1630188,Jalen Smith,1610612741,CHI,51,25,26,1064.0,426143,80.7,43.1,37.7,4.44,4.84,4.06
1630591,Jalen Suggs,1610612753,ORL,46,27,19,1234.0,474777,89.9,48.7,41.2,4.27,4.64,3.9
1631114,Jalen Williams,1610612760,OKC,26,19,7,755.0,303490,57.5,30.8,26.7,4.43,4.93,3.95
1630592,Jalen Wilson,1610612751,BKN,45,8,37,638.0,258760,49.0,26.4,22.6,4.46,4.67,4.23
1631288,Jamal Cain,1610612753,ORL,27,15,12,215.0,88162,16.7,8.4,8.3,4.36,4.37,4.34
1627750,Jamal Murray,1610612743,DEN,65,38,27,2273.0,861685,163.2,91.3,71.9,4.2,4.59,3.79
1642347,Jamal Shead,1610612761,TOR,68,39,29,1494.0,570017,108.0,56.3,51.7,4.17,4.44,3.91
1631123,Jamaree Bouyea,1610612756,PHX,36,18,18,527.0,214355,40.6,21.8,18.8,4.47,4.74,4.18
201935,James Harden,1610612739,CLE,60,33,27,2097.0,678550,128.5,69.8,58.7,3.58,3.78,3.37
1630164,James Wiseman,1610612754,IND,4,0,4,58.0,24588,4.7,2.4,2.3,4.66,4.88,4.45
1642364,Jamir Watkins,1610612764,WAS,37,9,28,699.0,286734,54.3,27.6,26.7,4.39,4.53,4.26
1642419,Jamison Battle,1610612761,TOR,50,29,21,440.0,178108,33.7,17.5,16.3,4.38,4.71,4.1
1641716,Jarace Walker,1610612754,IND,69,14,55,1765.0,681354,129.0,68.6,60.5,4.27,4.6,3.95
1642272,Jared McCain,1610612760,OKC,55,37,18,958.0,391553,74.2,39.2,35.0,4.47,4.69,4.25
1628991,Jaren Jackson Jr.,1610612762,UTA,48,19,29,1455.0,531837,100.7,52.9,47.8,4.09,4.39,3.8
1629020,Jarred Vanderbilt,1610612747,LAL,55,33,22,978.0,398183,75.4,39.0,36.4,4.42,4.46,4.37
1628386,Jarrett Allen,1610612739,CLE,51,33,18,1405.0,538006,101.9,52.8,49.1,4.21,4.48,3.95
1642859,Jase Richardson,1610612753,ORL,46,21,25,519.0,226426,42.9,22.3,20.6,4.68,4.89,4.47
1642914,Javon Small,1610612763,MEM,33,12,21,626.0,264202,50.0,25.3,24.7,4.51,4.61,4.42
1631451,Javonte Cooke,1610612757,POR,19,6,13,94.0,40011,7.6,4.0,3.6,4.64,4.89,4.39
1629750,Javonte Green,1610612765,DET,69,50,19,1224.0,471377,89.3,45.8,43.5,4.28,4.39,4.17
1629637,Jaxson Hayes,1610612747,LAL,58,38,20,1019.0,360352,68.2,35.7,32.6,3.88,4.0,3.78
1630643,Jay Huff,1610612754,IND,70,15,55,1448.0,557346,105.6,55.3,50.3,4.28,4.53,4.03
1627759,Jaylen Brown,1610612738,BOS,62,40,22,2116.0,773170,146.4,82.5,64.0,4.06,4.38,3.72
1641740,Jaylen Clark,1610612750,MIN,60,35,25,749.0,291803,55.3,26.2,29.1,4.32,4.12,4.51
1642377,Jaylen Wells,1610612763,MEM,66,24,42,1756.0,695686,131.8,64.0,67.8,4.42,4.37,4.48
1631119,Jaylin Williams,1610612760,OKC,55,45,10,1120.0,394647,74.7,39.5,35.2,3.92,4.21,3.65
1642281,Jaylon Tyson,1610612739,CLE,64,40,24,1727.0,709870,134.4,68.4,66.0,4.54,4.81,4.28
1643257,Jayson Kent,1610612757,POR,1,1,0,3.0,1014,0.2,0.1,0.1,3.54,2.88,4.55
1628369,Jayson Tatum,1610612738,BOS,6,5,1,176.0,64871,12.3,6.9,5.4,3.95,4.21,3.66
201145,Jeff Green,1610612745,HOU,25,17,8,134.0,45698,8.7,4.5,4.1,3.69,3.67,3.63
203924,Jerami Grant,1610612757,POR,54,25,29,1610.0,616808,116.8,60.8,56.1,4.25,4.53,4.0
1642847,Jeremiah Fears,1610612740,NOP,71,25,46,1774.0,719296,136.2,73.0,63.2,4.5,4.84,4.17
1630526,Jeremiah Robinson-Earl,1610612742,DAL,22,8,14,361.0,150762,28.6,14.8,13.8,4.92,5.22,4.64
1631110,Jeremy Sochan,1610612752,NYK,39,27,12,416.0,166464,31.5,16.3,15.2,4.55,4.89,4.24
1630579,Jericho Sims,1610612749,MIL,54,21,33,956.0,381009,72.2,38.5,33.7,4.38,4.5,4.25
1641724,Jett Howard,1610612753,ORL,47,25,22,598.0,225511,42.7,22.2,20.5,4.07,4.18,3.96
1628975,Jevon Carter,1610612753,ORL,40,19,21,608.0,245061,46.4,24.0,22.4,4.43,4.68,4.2
202710,Jimmy Butler III,1610612744,GSW,38,23,15,1182.0,449929,85.2,46.0,39.2,4.29,4.49,4.09
1642866,Joan Beringer,1610612750,MIN,32,17,15,218.0,95123,18.0,9.2,8.8,4.67,4.83,4.51
1629111,Jock Landale,1610612737,ATL,62,31,31,1370.0,520656,98.6,51.1,47.5,4.24,4.41,4.07
204060,Joe Ingles,1610612750,MIN,24,12,12,98.0,36731,7.0,3.7,3.3,4.0,4.28,3.73
203954,Joel Embiid,1610612755,PHI,33,21,12,1029.0,345366,65.4,34.4,31.0,3.68,3.79,3.56
1628381,John Collins,1610612746,LAC,58,25,33,1596.0,622733,117.9,62.6,55.3,4.35,4.5,4.19
1629723,John Konchar,1610612762,UTA,44,17,27,759.0,315328,59.7,30.8,28.9,4.59,4.75,4.43
1642967,John Poulakidas,1610612742,DAL,3,1,2,47.0,20575,3.9,2.1,1.8,4.63,4.99,4.28
1642910,John Tonje,1610612738,BOS,3,3,0,11.0,4673,0.9,0.5,0.4,4.43,4.36,4.52
1641780,Johni Broome,1610612755,PHI,11,5,6,55.0,21395,4.1,2.1,1.9,4.42,4.43,4.18
1642277,Johnny Furphy,1610612754,IND,35,10,25,643.0,288617,54.7,29.0,25.7,4.87,5.24,4.51
1630548,Johnny Juzang,1610612750,MIN,21,13,8,88.0,39703,7.5,3.9,3.7,4.79,5.07,4.63
202685,Jonas Valančiūnas,1610612743,DEN,58,35,23,773.0,275151,52.1,28.1,24.0,3.97,4.01,3.92
1628371,Jonathan Isaac,1610612753,ORL,52,29,23,521.0,204564,38.7,20.3,18.4,4.32,4.52,4.12
1630228,Jonathan Kuminga,1610612737,ATL,26,15,11,612.0,240945,45.6,24.5,21.1,4.54,4.82,4.25
1642367,Jonathan Mogbo,1610612761,TOR,29,13,16,169.0,70420,13.3,6.5,6.9,4.4,4.57,4.3
203903,Jordan Clarkson,1610612752,NYK,60,37,23,1078.0,444459,84.2,45.4,38.8,4.6,4.88,4.31
1630692,Jordan Goodwin,1610612756,PHX,60,34,26,1339.0,552607,104.7,54.1,50.6,4.51,4.63,4.38
1641722,Jordan Hawkins,1610612740,NOP,43,12,31,517.0,206164,39.0,20.4,18.7,4.49,4.71,4.29
1629162,Jordan McLaughlin,1610612759,SAS,36,30,6,221.0,90748,17.2,9.1,8.1,4.5,4.65,4.34
1641757,Jordan Miller,1610612746,LAC,49,29,20,1063.0,440538,83.4,45.3,38.2,4.38,4.73,4.04
1629673,Jordan Poole,1610612740,NOP,35,15,20,843.0,311895,59.1,32.7,26.4,4.03,4.46,3.61
1641775,Jordan Walsh,1610612738,BOS,58,38,20,998.0,389743,73.8,38.2,35.6,4.37,4.35,4.38
1630631,Jose Alvarado,1610612752,NYK,59,22,37,1202.0,473367,89.7,47.0,42.7,4.38,4.6,4.16
1630581,Josh Giddey,1610612741,CHI,48,20,28,1533.0,601168,113.9,62.8,51.1,4.43,5.02,3.87
1630182,Josh Green,1610612766,CHA,46,29,17,765.0,328020,62.1,32.4,29.7,4.57,4.52,4.62
1628404,Josh Hart,1610612752,NYK,56,37,19,1678.0,645467,122.2,67.9,54.3,4.27,4.57,3.95
1631169,Josh Minott,1610612751,BKN,42,22,20,665.0,256531,48.6,24.7,23.9,4.45,4.5,4.39
1629006,Josh Okogie,1610612745,HOU,65,39,26,1199.0,454281,86.0,43.4,42.7,4.21,4.11,4.33
201950,Jrue Holiday,1610612757,POR,41,20,21,1186.0,469245,88.9,46.8,42.1,4.36,4.77,3.97
1630577,Julian Champagnie,1610612759,SAS,70,52,18,1949.0,753525,142.7,73.4,69.3,4.35,4.62,4.1
1641763,Julian Phillips,1610612750,MIN,42,16,26,363.0,148586,28.1,14.2,13.9,4.62,4.83,4.43
1642882,Julian Reese,1610612764,WAS,5,0,5,148.0,59003,11.2,5.9,5.3,4.22,4.41,4.03
1631124,Julian Strawther,1610612743,DEN,46,27,19,691.0,285246,54.0,29.3,24.7,4.46,4.74,4.17
203944,Julius Randle,1610612750,MIN,70,43,27,2309.0,818260,155.0,80.9,74.1,3.94,4.14,3.74
1630551,Justin Champagnie,1610612764,WAS,60,13,47,1167.0,470566,89.1,46.8,42.4,4.42,4.61,4.25
1642348,Justin Edwards,1610612755,PHI,52,30,22,794.0,311725,59.0,31.2,27.9,4.35,4.53,4.19
203994,Jusuf Nurkić,1610612762,UTA,41,14,27,1083.0,390635,74.0,39.5,34.5,4.08,4.3,3.85
1642354,KJ Simpson,1610612743,DEN,17,7,10,246.0,96006,18.2,9.9,8.3,4.54,4.74,4.32
1642955,Kadary Richmond,1610612764,WAS,3,2,1,67.0,26022,4.9,2.5,2.4,4.1,4.19,4.01
1642880,Kam Jones,1610612754,IND,30,4,26,463.0,199288,37.7,20.0,17.7,4.56,4.96,4.18
1626157,Karl-Anthony Towns,1610612752,NYK,65,42,23,2031.0,720858,136.5,70.8,65.7,3.95,3.99,3.91
1631255,Karlo Matković,1610612740,NOP,57,24,33,828.0,336008,63.6,33.1,30.5,4.38,4.61,4.16
1642857,Kasparas Jakučionis,1610612748,MIA,43,24,19,764.0,341491,64.7,34.5,30.2,4.76,5.35,4.23
202695,Kawhi Leonard,1610612746,LAC,54,30,24,1742.0,651977,123.5,67.4,56.1,4.12,4.41,3.81
1630811,Keaton Wallace,1610612737,ATL,47,27,20,478.0,190781,36.1,19.5,16.7,4.59,5.04,4.17
1631099,Keegan Murray,1610612758,SAC,23,5,18,793.0,308344,58.4,30.6,27.8,4.37,4.59,4.15
1642276,Kel'el Ware,1610612748,MIA,65,34,31,1480.0,586854,111.1,57.5,53.7,4.43,4.85,4.05
1629640,Keldon Johnson,1610612759,SAS,70,52,18,1621.0,630990,119.5,62.3,57.2,4.33,4.55,4.11
203482,Kelly Olynyk,1610612759,SAS,37,28,9,336.0,131193,24.8,13.6,11.3,4.37,4.73,4.03
1626162,Kelly Oubre Jr.,1610612755,PHI,41,22,19,1330.0,508313,96.3,49.6,46.6,4.18,4.28,4.07
1629026,Kenrich Williams,1610612760,OKC,46,33,13,731.0,281466,53.3,27.3,26.0,4.14,4.4,3.9
203484,Kentavious Caldwell-Pope,1610612763,MEM,51,20,31,1088.0,405690,76.8,39.8,37.0,4.2,4.41,4.0
1631165,Keon Ellis,1610612739,CLE,61,23,38,1200.0,482497,91.4,45.8,45.5,4.39,4.5,4.26
1642352,Keshad Johnson,1610612748,MIA,25,13,12,203.0,83311,15.8,8.6,7.2,4.65,5.14,4.17
1642933,Keshon Gilbert,1610612737,ATL,3,0,3,48.0,20807,3.9,2.1,1.8,4.5,4.66,4.33
201142,Kevin Durant,1610612745,HOU,65,38,27,2373.0,793232,150.2,83.8,66.5,3.67,3.89,3.43
1628989,Kevin Huerter,1610612765,DET,58,32,26,1278.0,518125,98.1,53.8,44.3,4.55,5.07,4.05
201567,Kevin Love,1610612762,UTA,37,10,27,613.0,224599,42.5,23.3,19.2,4.05,4.29,3.79
1641755,Kevin McCullar Jr.,1610612752,NYK,20,11,9,130.0,56900,10.8,5.7,5.1,4.61,4.93,4.3
1629645,Kevin Porter Jr.,1610612749,MIL,38,18,20,1261.0,521987,98.9,53.5,45.3,4.51,4.78,4.22
1626172,Kevon Looney,1610612740,NOP,18,2,16,251.0,92656,17.5,9.2,8.3,4.2,4.34,4.06
1641718,Keyonte George,1610612762,UTA,54,16,38,1786.0,673084,127.5,69.6,57.9,4.21,4.55,3.87
1642863,Khaman Maluach,1610612756,PHX,35,17,18,260.0,101380,19.2,10.4,8.8,4.21,4.34,4.06
203114,Khris Middleton,1610612742,DAL,52,16,36,1252.0,482518,91.4,48.7,42.7,4.28,4.67,3.91
1630165,Killian Hayes,1610612758,SAC,12,6,6,210.0,84698,16.0,8.4,7.7,4.28,4.58,4.04
202691,Klay Thompson,1610612742,DAL,60,18,42,1315.0,517096,97.9,54.5,43.4,4.35,4.83,3.87
1641738,Kobe Brown,1610612754,IND,51,15,36,707.0,279545,52.9,28.0,25.0,4.29,4.53,4.06
1641723,Kobe Bufkin,1610612747,LAL,11,7,4,90.0,36527,6.9,3.7,3.2,4.28,4.46,4.08
1642920,Kobe Sanders,1610612746,LAC,58,30,28,1192.0,475508,90.1,48.7,41.3,4.34,4.56,4.1
1642886,Koby Brea,1610612756,PHX,5,1,4,23.0,9370,1.8,1.0,0.8,4.48,5.02,3.95
1642851,Kon Knueppel,1610612766,CHA,69,36,33,2189.0,916753,173.6,97.9,75.8,4.64,5.04,4.22
1627739,Kris Dunn,1610612746,LAC,70,34,36,1931.0,770727,146.0,76.5,69.5,4.41,4.54,4.28
1631200,Kris Murray,1610612757,POR,45,20,25,1069.0,431409,81.7,40.7,41.0,4.53,4.6,4.46
204001,Kristaps Porziņģis,1610612744,GSW,23,10,13,544.0,194679,36.9,19.1,17.7,4.06,4.27,3.83
203937,Kyle Anderson,1610612750,MIN,32,10,22,625.0,240753,45.6,24.0,21.6,4.17,4.49,3.85
1642271,Kyle Filipowski,1610612762,UTA,68,21,47,1558.0,608077,115.2,60.6,54.5,4.28,4.48,4.08
1628398,Kyle Kuzma,1610612749,MIL,64,27,37,1691.0,658932,124.8,66.7,58.1,4.37,4.71,4.04
200768,Kyle Lowry,1610612755,PHI,11,6,5,99.0,34951,6.6,3.6,3.0,3.85,4.19,3.52
1642273,Kyshawn George,1610612764,WAS,48,10,38,1391.0,561224,106.3,56.7,49.6,4.55,5.03,4.11
1643018,LJ Cryer,1610612744,GSW,9,3,6,116.0,46399,8.8,4.7,4.0,4.24,4.3,4.06
1630163,LaMelo Ball,1610612766,CHA,60,33,27,1654.0,667304,126.4,72.0,54.4,4.43,4.83,4.0
1642950,Lachlan Olbrich,1610612741,CHI,26,7,19,164.0,72081,13.7,7.1,6.5,4.76,5.19,4.3
1629013,Landry Shamet,1610612752,NYK,45,29,16,1038.0,439797,83.3,46.3,37.0,4.64,5.02,4.23
1626204,Larry Nance Jr.,1610612739,CLE,29,21,8,353.0,136355,25.8,13.4,12.5,4.42,4.67,4.22
1628374,Lauri Markkanen,1610612762,UTA,42,17,25,1443.0,556280,105.4,57.3,48.0,4.35,4.65,4.02
1643133,Lawson Lovering,1610612763,MEM,2,1,1,49.0,20280,3.8,2.0,1.9,4.28,4.56,4.23
2544,LeBron James,1610612747,LAL,49,31,18,1635.0,548713,103.9,55.0,49.0,3.62,3.84,3.4
1641778,Leaky Black,1610612764,WAS,5,0,5,159.0,65844,12.5,6.6,5.9,4.39,4.64,4.14
1631159,Leonard Miller,1610612741,CHI,34,15,19,387.0,170961,32.4,16.9,15.5,4.69,5.17,4.26
1642862,Liam McNeeley,1610612766,CHA,28,10,18,342.0,133398,25.3,13.6,11.6,4.46,4.64,4.23
1630322,Lindy Waters III,1610612759,SAS,35,26,9,245.0,101735,19.3,10.2,9.0,4.63,4.83,4.37
1628366,Lonzo Ball,1610612739,CLE,35,19,16,728.0,280879,53.2,28.4,24.8,4.39,4.86,3.96
1629652,Luguentz Dort,1610612760,OKC,58,45,13,1612.0,606675,114.9,59.1,55.8,4.15,4.33,3.97
1629029,Luka Dončić,1610612747,LAL,58,39,19,2076.0,708633,134.2,74.1,60.1,3.76,4.14,3.38
1630568,Luka Garza,1610612738,BOS,59,39,20,923.0,388041,73.5,40.7,32.8,4.61,4.78,4.4
1628379,Luke Kennard,1610612747,LAL,66,37,29,1373.0,556675,105.4,56.9,48.5,4.46,4.84,4.08
1628436,Luke Kornet,1610612759,SAS,59,44,15,1244.0,481094,91.1,47.0,44.1,4.32,4.51,4.14
1631247,Luke Travers,1610612739,CLE,12,6,6,103.0,42399,8.0,4.3,3.8,4.81,5.18,4.55
1630644,Mac McClung,1610612741,CHI,4,0,4,47.0,19241,3.6,2.0,1.7,4.63,4.93,4.56
1641869,Malachi Smith,1610612751,BKN,3,0,3,45.0,19920,3.8,2.0,1.8,4.64,5.03,4.26
1631103,Malaki Branham,1610612764,WAS,28,7,21,275.0,113870,21.6,11.6,10.0,4.5,4.92,4.09
1642502,Malevy Leons,1610612744,GSW,16,5,11,146.0,64741,12.3,6.7,5.5,4.61,4.85,4.28
1628370,Malik Monk,1610612758,SAC,53,15,38,1165.0,436662,82.7,45.3,37.4,4.16,4.55,3.77
1630699,MarJon Beauchamp,1610612755,PHI,7,2,5,120.0,50610,9.6,4.8,4.8,4.52,4.88,4.21
1631204,Marcus Sasser,1610612765,DET,28,20,8,352.0,142462,27.0,13.9,13.1,4.26,4.46,4.07
203935,Marcus Smart,1610612747,LAL,59,38,21,1694.0,591178,112.0,58.4,53.5,3.82,4.0,3.64
1641813,Mark Sears,1610612749,MIL,7,1,6,26.0,11178,2.1,1.1,1.0,4.76,5.05,4.47
1631109,Mark Williams,1610612756,PHX,56,33,23,1322.0,506838,96.0,50.4,45.6,4.28,4.51,4.05
1628963,Marvin Bagley III,1610612742,DAL,52,14,38,1035.0,422759,80.1,42.0,38.0,4.54,4.76,4.32
203486,Mason Plumlee,1610612759,SAS,17,8,9,139.0,54119,10.2,5.8,4.4,4.47,4.8,4.1
1641824,Matas Buzelis,1610612741,CHI,69,27,42,2004.0,824852,156.2,83.5,72.7,4.58,5.03,4.16
1629680,Matisse Thybulle,1610612757,POR,18,9,9,224.0,93369,17.7,8.8,8.9,4.46,4.64,4.29
1631108,Max Christie,1610612742,DAL,65,21,44,1917.0,767332,145.3,80.3,65.0,4.45,4.88,4.02
1642917,Max Shulga,1610612738,BOS,5,4,1,8.0,3226,0.6,0.3,0.3,3.85,3.45,4.35
1629622,Max Strus,1610612739,CLE,3,2,1,70.0,31116,5.9,3.2,2.7,4.64,5.04,4.23
1628467,Maxi Kleber,1610612747,LAL,35,16,19,383.0,141722,26.8,14.3,12.5,3.99,4.14,3.84
1642875,Maxime Raynaud,1610612758,SAC,62,17,45,1574.0,644646,122.1,64.2,57.9,4.47,4.69,4.26
1642877,Micah Peavy,1610612740,NOP,52,16,36,706.0,291007,55.1,28.1,27.0,4.58,4.77,4.4
1630695,Micah Potter,1610612754,IND,35,7,28,652.0,274334,52.0,27.0,25.0,4.43,4.69,4.19
1629008,Michael Porter Jr.,1610612751,BKN,52,14,38,1689.0,633348,120.0,64.9,55.0,4.17,4.41,3.91
1628969,Mikal Bridges,1610612752,NYK,70,45,25,2334.0,967712,183.3,100.9,82.3,4.6,4.96,4.22
201144,Mike Conley,1610612750,MIN,47,29,18,838.0,336102,63.7,34.5,29.2,4.5,4.85,4.15
1628970,Miles Bridges,1610612766,CHA,65,34,31,2057.0,769309,145.7,79.7,66.0,4.18,4.43,3.9
1642939,Miles Kelly,1610612742,DAL,14,7,7,134.0,58988,11.2,6.0,5.2,4.72,5.01,4.42
1630540,Miles McBride,1610612752,NYK,35,22,13,981.0,395185,74.8,40.3,34.6,4.54,4.76,4.31
1629011,Mitchell Robinson,1610612752,NYK,51,34,17,992.0,375286,71.1,36.9,34.2,4.15,4.22,4.08
1628964,Mo Bamba,1610612762,UTA,4,3,1,44.0,16797,3.2,1.7,1.5,4.12,4.3,3.93
1642885,Mohamed Diawara,1610612752,NYK,59,36,23,505.0,212343,40.2,21.7,18.6,4.51,4.8,4.24
1628420,Monte Morris,1610612754,IND,6,0,6,65.0,25467,4.8,2.5,2.3,4.55,5.04,4.11
1629021,Moritz Wagner,1610612753,ORL,29,17,12,383.0,154589,29.3,15.5,13.8,4.31,4.5,4.11
1630541,Moses Moody,1610612744,GSW,59,29,30,1506.0,564769,107.0,58.4,48.6,4.17,4.38,3.94
1631243,Mouhamed Gueye,1610612737,ATL,65,36,29,994.0,405819,76.9,39.2,37.7,4.54,4.78,4.32
1630619,Moussa Cisse,1610612742,DAL,34,10,24,425.0,168629,31.9,16.5,15.4,4.41,4.67,4.16
1631217,Moussa Diabaté,1610612766,CHA,62,33,29,1603.0,651276,123.3,66.1,57.3,4.45,4.65,4.24
1626167,Myles Turner,1610612749,MIL,64,26,38,1748.0,657014,124.4,65.9,58.5,4.22,4.42,4.01
1642066,Myron Gardner,1610612748,MIA,37,22,15,349.0,159358,30.2,15.7,14.5,4.94,5.32,4.58
1642368,N'Faly Dante,1610612737,ATL,4,3,1,15.0,5668,1.1,0.6,0.5,4.42,4.49,4.34
1641772,Nae'Qwan Tomlin,1610612739,CLE,54,35,19,848.0,363130,68.8,34.8,33.9,4.72,4.97,4.47
1630230,Naji Marshall,1610612742,DAL,67,23,44,1973.0,753278,142.7,75.9,66.7,4.21,4.47,3.95
1631466,Nate Williams,1610612744,GSW,9,2,7,105.0,45055,8.5,4.5,4.0,4.48,4.57,4.4
1629675,Naz Reid,1610612750,MIN,68,42,26,1770.0,683686,129.5,68.5,61.0,4.27,4.56,3.98
1629674,Neemias Queta,1610612738,BOS,65,43,22,1637.0,626333,118.6,64.2,54.5,4.26,4.43,4.08
1629651,Nic Claxton,1610612751,BKN,62,16,46,1764.0,660000,125.0,65.0,60.0,4.18,4.27,4.08
1630208,Nick Richards,1610612741,CHI,46,19,27,665.0,271802,51.5,27.1,24.3,4.5,4.86,4.14
1641733,Nick Smith Jr.,1610612747,LAL,25,12,13,318.0,129524,24.5,14.1,10.5,4.41,4.81,4.01
1629638,Nickeil Alexander-Walker,1610612737,ATL,66,35,31,2195.0,936595,177.4,95.9,81.5,4.71,5.31,4.15
201587,Nicolas Batum,1610612746,LAC,64,33,31,1168.0,459759,87.1,46.5,40.6,4.31,4.44,4.17
1628502,Nigel Hayes-Davis,1610612756,PHX,27,15,12,195.0,71867,13.6,7.2,6.4,4.23,4.51,3.95
203999,Nikola Jokić,1610612743,DEN,54,32,22,1875.0,633939,120.1,64.3,55.8,3.78,4.07,3.48
1631107,Nikola Jović,1610612748,MIA,45,23,22,791.0,328620,62.2,32.7,29.5,4.6,5.2,4.07
1642260,Nikola Topić,1610612760,OKC,5,3,2,53.0,22290,4.2,2.3,1.9,4.44,5.09,3.85
202696,Nikola Vučević,1610612738,BOS,60,32,28,1740.0,617894,117.0,61.1,55.9,3.97,4.13,3.81
1642363,Nique Clifford,1610612758,SAC,66,17,49,1574.0,659522,124.9,65.2,59.7,4.55,4.78,4.31
1642855,Noa Essengue,1610612741,CHI,2,1,1,6.0,2419,0.5,0.3,0.2,5.32,5.26,5.43
1641730,Noah Clowney,1610612751,BKN,62,16,46,1695.0,653837,123.8,67.2,56.6,4.28,4.59,3.96
1642869,Noah Penda,1610612753,ORL,50,26,24,694.0,297168,56.3,29.9,26.4,4.56,4.78,4.33
1642849,Nolan Traore,1610612751,BKN,46,11,35,1015.0,443584,84.0,46.0,38.0,4.65,5.09,4.22
1641807,Norchad Omier,1610612746,LAC,3,3,0,14.0,5617,1.1,0.6,0.5,4.32,4.45,4.18
1626181,Norman Powell,1610612748,MIA,52,27,25,1564.0,604697,114.5,61.4,53.1,4.29,4.93,3.74
1628384,OG Anunoby,1610612752,NYK,56,37,19,1851.0,709530,134.4,70.4,64.0,4.19,4.3,4.07
1630167,Obi Toppin,1610612754,IND,12,0,12,198.0,83362,15.8,8.5,7.2,4.71,4.99,4.36
1630534,Ochai Agbaji,1610612751,BKN,55,26,29,860.0,365743,69.3,34.6,34.7,4.67,4.9,4.46
1641765,Olivier-Maxence Prosper,1610612763,MEM,44,15,29,773.0,332973,63.1,33.1,30.0,4.65,4.95,4.36
1630209,Omer Yurtseven,1610612744,GSW,3,1,2,20.0,8358,1.6,0.8,0.8,4.49,4.58,4.4
1630168,Onyeka Okongwu,1610612737,ATL,63,34,29,1976.0,749902,142.0,72.9,69.1,4.22,4.51,3.95
1631115,Orlando Robinson,1610612753,ORL,4,2,2,25.0,9530,1.8,0.9,0.9,4.45,4.51,4.39
1631131,Oscar Tshiebwe,1610612762,UTA,15,2,13,201.0,81422,15.4,8.0,7.4,4.29,4.57,4.02
1642345,Oso Ighodaro,1610612756,PHX,70,39,31,1511.0,582717,110.4,58.4,52.0,4.23,4.48,3.98
1631172,Ousmane Dieng,1610612749,MIL,44,29,15,685.0,260912,49.4,26.1,23.3,4.2,4.39,4.0
1629023,P.J. Washington,1610612742,DAL,51,14,37,1572.0,608451,115.2,61.3,53.9,4.31,4.62,4.01
1641790,PJ Hall,1610612766,CHA,19,7,12,213.0,86774,16.4,8.9,7.6,4.37,4.51,4.27
1642359,Pacôme Dadiet,1610612752,NYK,24,15,9,90.0,38699,7.3,3.9,3.4,4.55,5.03,4.1
1631094,Paolo Banchero,1610612753,ORL,59,31,28,2057.0,783538,148.4,81.5,66.9,4.15,4.53,3.78
1627783,Pascal Siakam,1610612754,IND,55,14,41,1844.0,724079,137.1,75.3,61.8,4.38,4.86,3.91
1626192,Pat Connaughton,1610612766,CHA,34,20,14,257.0,97975,18.6,10.8,7.7,4.23,4.55,3.8
1630311,Pat Spencer,1610612744,GSW,53,26,27,926.0,388491,73.6,41.4,32.2,4.6,4.9,4.27
1631116,Patrick Baldwin Jr.,1610612758,SAC,7,2,5,58.0,24394,4.6,2.3,2.3,4.43,4.83,4.09
1630172,Patrick Williams,1610612741,CHI,60,21,39,1180.0,458429,86.8,45.9,40.9,4.33,4.71,3.98
202331,Paul George,1610612755,PHI,27,16,11,824.0,313495,59.4,31.7,27.7,4.2,4.45,3.95
1630194,Paul Reed,1610612765,DET,52,37,15,680.0,274214,51.9,27.3,24.6,4.44,4.69,4.19
1630202,Payton Pritchard,1610612738,BOS,67,45,22,2184.0,832801,157.7,91.0,66.8,4.23,4.61,3.82
1642362,Payton Sandfort,1610612760,OKC,1,1,0,5.0,2162,0.4,0.2,0.2,4.65,4.38,4.94
1641796,Pelle Larsson,1610612748,MIA,59,34,25,1516.0,644840,122.1,64.2,57.9,4.72,5.33,4.19
1631250,Pete Nance,1610612749,MIL,36,11,25,422.0,169728,32.1,17.2,15.0,4.28,4.63,3.97
1631212,Peyton Watson,1610612743,DEN,49,31,18,1502.0,584168,110.6,58.2,52.4,4.32,4.45,4.17
1630173,Precious Achiuwa,1610612758,SAC,62,16,46,1418.0,544033,103.0,53.9,49.1,4.22,4.32,4.1
1629656,Quentin Grimes,1610612755,PHI,63,34,29,1888.0,724723,137.3,73.9,63.4,4.22,4.49,3.95
1631245,Quenton Jackson,1610612754,IND,38,7,31,663.0,290665,55.1,29.1,26.0,4.72,5.16,4.31
1642366,Quinten Post,1610612744,GSW,65,32,33,1140.0,457824,86.7,48.1,38.6,4.48,4.72,4.21
1629628,RJ Barrett,1610612761,TOR,44,27,17,1328.0,523443,99.1,51.3,47.8,4.36,4.68,4.07
1642853,Rasheer Fleming,1610612756,PHX,44,24,20,460.0,190371,36.1,18.7,17.3,4.47,4.58,4.34
1642484,RayJ Dennis,1610612737,ATL,16,3,13,180.0,76920,14.6,7.8,6.8,5.03,5.39,4.68
1641712,Rayan Rupert,1610612763,MEM,58,28,30,867.0,379126,71.8,36.9,34.9,4.71,4.84,4.58
1642263,Reed Sheppard,1610612745,HOU,68,41,27,1769.0,677995,128.4,72.8,55.6,4.22,4.5,3.9
1642434,Riley Minix,1610612739,CLE,5,4,1,19.0,8386,1.6,0.9,0.7,4.69,5.13,4.23
1642265,Rob Dillingham,1610612741,CHI,53,26,27,699.0,300035,56.8,30.5,26.3,4.73,5.29,4.21
