PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,POINTS,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,PTS_PER_TOUCH,ELBOW_TOUCHES,POST_TOUCHES,PAINT_TOUCHES,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH
1629048,Goga Bitadze,1610612753,ORL,51,27,24,761.0,286,1079,662,27.9,1.55,0.49,0.265,48,13,217,0.5,1.231,1.032
1641711,Gradey Dick,1610612761,TOR,64,36,28,959.0,400,1074,737,29.2,1.63,1.0,0.372,24,0,52,1.083,0.0,0.673
1641761,Grant Nelson,1610612751,BKN,4,0,4,35.0,17,59,46,1.7,1.75,0.75,0.288,15,1,15,0.067,0.0,0.533
1629684,Grant Williams,1610612766,CHA,26,18,8,508.0,186,706,430,19.6,1.67,0.52,0.263,13,7,39,0.462,0.429,0.462
1628960,Grayson Allen,1610612756,PHX,44,24,20,1312.0,756,2473,1317,143.7,3.49,2.73,0.306,19,0,27,0.526,0.0,0.444
1627824,Guerschon Yabusele,1610612741,CHI,59,30,29,808.0,294,1141,719,32.9,1.73,0.8,0.258,33,18,74,0.424,0.389,0.405
1630611,Gui Santos,1610612744,GSW,58,26,32,1099.0,473,2041,1168,77.0,2.26,1.38,0.232,40,14,145,0.35,0.143,0.752
203084,Harrison Barnes,1610612759,SAS,65,47,18,1723.0,661,2127,1327,75.5,2.13,1.02,0.311,42,11,61,0.286,0.636,0.705
1631127,Harrison Ingram,1610612759,SAS,5,4,1,17.0,9,27,14,0.8,1.73,0.92,0.333,1,0,4,2.0,0.0,1.0
1629312,Haywood Highsmith,1610612756,PHX,6,3,3,80.0,33,92,52,3.1,1.99,1.09,0.359,1,0,6,0.0,0.0,0.833
1630529,Herbert Jones,1610612740,NOP,48,22,26,1388.0,431,2228,1126,102.5,2.76,1.73,0.193,20,1,51,0.35,0.0,0.824
1642864,Hugo González,1610612738,BOS,64,43,21,980.0,258,1141,552,31.8,1.67,0.79,0.226,17,0,82,0.824,0.0,0.756
1630621,Hunter Dickinson,1610612740,NOP,1,0,1,5.0,2,7,7,0.1,1.25,0.57,0.286,1,0,1,0.0,0.0,0.0
1642282,Hunter Sallis,1610612755,PHI,7,3,4,26.0,7,62,20,4.5,4.35,4.05,0.113,0,0,0,0.0,0.0,0.0
1641816,Hunter Tyson,1610612743,DEN,21,15,6,162.0,46,212,127,8.3,2.34,1.21,0.217,2,0,6,0.0,0.0,0.333
1630193,Immanuel Quickley,1610612761,TOR,65,38,27,2114.0,1106,4799,1864,356.0,4.45,3.89,0.23,37,0,53,0.622,0.0,0.774
1642403,Isaac Jones,1610612765,DET,5,3,2,24.0,7,15,8,0.3,1.27,0.2,0.467,0,0,3,0.0,0.0,1.333
1630171,Isaac Okoro,1610612741,CHI,55,25,30,1480.0,496,1620,1068,50.4,1.87,1.15,0.306,33,7,117,0.545,0.286,0.735
1642268,Isaiah Collier,1610612762,UTA,59,16,43,1517.0,688,4024,1358,354.5,5.29,4.99,0.171,16,4,26,0.875,0.5,0.769
1642384,Isaiah Crawford,1610612745,HOU,11,5,6,67.0,15,51,22,1.3,1.58,1.02,0.294,0,0,3,0.0,0.0,0.0
1628392,Isaiah Hartenstein,1610612760,OKC,38,31,7,951.0,368,1791,1062,50.3,1.68,0.52,0.205,135,13,329,0.511,0.462,0.827
1630543,Isaiah Jackson,1610612746,LAC,51,16,35,838.0,338,1103,669,29.6,1.61,0.61,0.306,71,20,251,0.507,1.2,0.892
1630198,Isaiah Joe,1610612760,OKC,61,47,14,1335.0,670,1775,1150,64.7,2.19,1.57,0.377,20,0,34,0.5,0.0,0.471
1630587,Isaiah Livers,1610612756,PHX,34,20,14,333.0,65,363,190,11.4,1.89,1.14,0.179,6,0,30,0.333,0.0,0.433
1641815,Isaiah Stevens,1610612758,SAC,3,0,3,43.0,10,94,39,5.1,3.25,3.16,0.106,2,0,2,1.0,0.0,1.0
1630191,Isaiah Stewart,1610612765,DET,55,39,16,1273.0,552,1434,957,39.9,1.67,0.75,0.385,123,58,271,0.52,0.69,1.081
1627826,Ivica Zubac,1610612754,IND,48,17,31,1447.0,677,2304,1455,69.3,1.81,0.69,0.294,227,232,524,0.542,0.547,0.834
1631120,JD Davison,1610612745,HOU,25,20,5,184.0,55,341,136,27.2,4.78,4.38,0.161,2,0,3,0.0,0.0,0.0
1629630,Ja Morant,1610612763,MEM,20,7,13,568.0,389,1431,509,123.7,5.19,4.64,0.272,6,7,18,0.667,0.571,0.778
1642266,Ja'Kobe Walter,1610612761,TOR,58,34,24,1096.0,383,1311,723,41.2,1.88,1.08,0.292,24,0,77,1.0,0.0,0.74
1631095,Jabari Smith Jr.,1610612745,HOU,64,38,26,2238.0,993,3241,1620,115.2,2.13,1.25,0.306,80,33,163,0.638,0.606,0.902
1631133,Jabari Walker,1610612755,PHI,56,31,25,701.0,252,843,502,21.8,1.55,0.6,0.299,22,2,108,0.636,0.0,0.917
1631210,Jacob Toppin,1610612737,ATL,5,3,2,17.0,8,35,19,1.2,2.01,1.09,0.229,1,0,3,0.0,0.0,2.0
1630702,Jaden Hardy,1610612764,WAS,48,12,36,709.0,402,1026,485,55.8,3.26,2.91,0.392,3,0,5,0.667,0.0,1.2
1631093,Jaden Ivey,1610612741,CHI,37,23,14,670.0,316,1119,634,61.2,3.28,2.73,0.282,11,0,34,0.818,0.0,1.029
1630183,Jaden McDaniels,1610612750,MIN,68,41,27,2152.0,990,3166,1761,115.1,2.18,1.53,0.313,31,8,114,0.839,0.5,0.965
1630256,Jae'Sean Tate,1610612745,HOU,34,24,10,287.0,92,372,195,15.6,2.52,1.66,0.247,9,6,36,1.667,0.667,0.917
1642942,Jahmai Mashack,1610612763,MEM,24,9,15,449.0,119,641,357,23.2,2.17,1.51,0.186,17,0,42,0.588,0.0,0.571
1642443,Jahmir Young,1610612748,MIA,11,8,3,51.0,20,113,56,5.8,3.07,3.05,0.177,1,0,3,0.0,0.0,0.0
1643141,Jahmyl Telfort,1610612746,LAC,8,2,6,32.0,1,30,11,1.7,3.37,2.4,0.033,0,0,0,0.0,0.0,0.0
1631170,Jaime Jaquez Jr.,1610612748,MIA,64,36,28,1830.0,958,4261,1853,232.4,3.27,3.05,0.225,48,35,123,0.729,0.514,1.0
1631222,Jake LaRavia,1610612747,LAL,70,45,25,1732.0,601,2586,1348,92.2,2.14,1.3,0.232,37,3,175,1.0,0.667,0.92
1627751,Jakob Poeltl,1610612761,TOR,33,20,13,845.0,340,1236,748,32.2,1.56,0.33,0.275,113,14,243,0.752,0.357,0.914
1628973,Jalen Brunson,1610612752,NYK,64,43,21,2231.0,1684,5850,2216,506.7,5.2,4.83,0.288,26,38,30,0.538,0.605,0.467
1631105,Jalen Duren,1610612765,DET,59,41,18,1637.0,1128,2829,1455,94.8,2.01,1.09,0.399,228,67,617,0.75,0.821,1.084
1630224,Jalen Green,1610612756,PHX,22,12,10,561.0,378,1036,516,82.9,4.8,4.62,0.365,6,1,12,1.333,0.0,0.75
1630552,Jalen Johnson,1610612737,ATL,62,36,26,2187.0,1418,5590,2470,305.7,3.28,2.36,0.254,145,58,184,0.828,0.672,1.109
1629618,Jalen Pickett,1610612743,DEN,44,28,16,736.0,231,1312,610,89.1,4.08,3.52,0.176,16,4,26,0.375,0.0,0.538
1641771,Jalen Slawson,1610612754,IND,5,0,5,128.0,38,208,103,5.7,1.64,0.66,0.183,2,0,9,1.0,0.0,0.667
1630188,Jalen Smith,1610612741,CHI,51,25,26,1064.0,526,1789,1110,41.5,1.39,0.53,0.294,82,10,190,0.549,0.8,0.795
1630591,Jalen Suggs,1610612753,ORL,46,27,19,1234.0,636,2879,1192,180.7,3.77,3.08,0.221,10,4,40,0.2,0.5,1.0
1631114,Jalen Williams,1610612760,OKC,26,19,7,755.0,455,1453,634,100.7,4.16,3.91,0.313,20,0,38,0.7,0.0,0.895
1630592,Jalen Wilson,1610612751,BKN,45,8,37,638.0,245,858,483,39.1,2.74,1.84,0.286,6,2,17,0.0,0.0,0.765
1631288,Jamal Cain,1610612753,ORL,27,15,12,215.0,94,252,156,10.3,2.46,1.46,0.373,6,0,21,0.667,0.0,0.81
1627750,Jamal Murray,1610612743,DEN,65,38,27,2273.0,1629,4924,2187,421.1,5.13,4.76,0.331,59,38,59,0.847,0.868,0.966
1642347,Jamal Shead,1610612761,TOR,68,39,29,1494.0,450,3292,1259,243.0,4.43,3.79,0.137,20,0,38,0.3,0.0,0.526
1631123,Jamaree Bouyea,1610612756,PHX,36,18,18,527.0,213,984,457,66.6,4.06,3.53,0.216,5,0,11,0.4,0.0,0.636
201935,James Harden,1610612739,CLE,60,33,27,2097.0,1453,4571,1806,432.0,5.67,5.07,0.318,23,30,24,0.522,0.6,0.75
1630164,James Wiseman,1610612754,IND,4,0,4,58.0,13,61,38,1.5,1.51,0.59,0.213,1,2,13,1.0,0.0,0.769
1642364,Jamir Watkins,1610612764,WAS,37,9,28,699.0,229,828,435,25.0,1.81,0.96,0.277,27,0,42,0.556,0.0,0.762
1642419,Jamison Battle,1610612761,TOR,50,29,21,440.0,149,475,290,10.9,1.37,0.59,0.314,8,0,37,1.0,0.0,0.73
1641716,Jarace Walker,1610612754,IND,69,14,55,1765.0,781,2891,1599,110.2,2.29,1.61,0.27,47,13,78,0.489,0.231,0.615
1642272,Jared McCain,1610612760,OKC,55,37,18,958.0,460,1652,823,88.9,3.23,3.05,0.278,11,0,13,0.364,0.0,0.385
1628991,Jaren Jackson Jr.,1610612762,UTA,48,19,29,1455.0,931,2340,1463,91.0,2.33,1.49,0.398,44,152,124,0.614,0.645,0.887
1629020,Jarred Vanderbilt,1610612747,LAL,55,33,22,978.0,246,1257,599,39.6,1.89,0.99,0.196,24,0,135,0.417,0.0,0.637
1628386,Jarrett Allen,1610612739,CLE,51,33,18,1405.0,779,1968,1347,51.9,1.58,0.57,0.396,216,47,482,0.769,0.809,1.01
1642859,Jase Richardson,1610612753,ORL,46,21,25,519.0,210,804,418,48.1,3.59,3.29,0.261,7,0,16,0.571,0.0,1.0
1642914,Javon Small,1610612763,MEM,33,12,21,626.0,293,1239,587,87.0,4.21,3.96,0.236,13,0,27,0.538,0.0,0.778
1631451,Javonte Cooke,1610612757,POR,19,6,13,94.0,23,175,74,10.6,3.64,2.71,0.131,2,0,6,0.0,0.0,1.333
1629750,Javonte Green,1610612765,DET,69,50,19,1224.0,471,1708,876,43.9,1.54,0.62,0.276,40,0,109,0.775,0.0,0.761
1629637,Jaxson Hayes,1610612747,LAL,58,38,20,1019.0,389,1124,672,25.5,1.36,0.36,0.346,90,10,316,0.644,0.0,0.997
1630643,Jay Huff,1610612754,IND,70,15,55,1448.0,661,2006,1480,47.9,1.43,0.43,0.33,48,40,197,0.5,0.725,0.919
1627759,Jaylen Brown,1610612738,BOS,62,40,22,2116.0,1766,4254,2385,305.9,4.31,3.63,0.415,47,72,83,0.532,0.556,0.675
1641740,Jaylen Clark,1610612750,MIN,60,35,25,749.0,231,659,427,18.9,1.72,1.09,0.351,10,0,61,0.2,0.0,0.738
1642377,Jaylen Wells,1610612763,MEM,66,24,42,1756.0,846,2108,1465,90.9,2.59,2.02,0.401,30,1,87,1.067,0.0,0.966
1631119,Jaylin Williams,1610612760,OKC,55,45,10,1120.0,411,2375,1310,64.0,1.62,0.43,0.173,52,5,63,0.558,0.2,0.429
1642281,Jaylon Tyson,1610612739,CLE,64,40,24,1727.0,839,2578,1405,91.4,2.13,1.48,0.325,98,1,188,0.663,0.0,0.755
1643257,Jayson Kent,1610612757,POR,1,1,0,3.0,2,3,1,0.0,0.87,0.0,0.667,0,0,1,0.0,0.0,2.0
1628369,Jayson Tatum,1610612738,BOS,6,5,1,176.0,124,393,191,22.4,3.42,2.22,0.316,4,3,11,0.5,0.667,1.0
201145,Jeff Green,1610612745,HOU,25,17,8,134.0,59,133,88,3.9,1.76,0.47,0.444,3,5,11,0.667,0.8,0.727
203924,Jerami Grant,1610612757,POR,54,25,29,1610.0,997,2519,1520,121.1,2.88,2.08,0.396,39,30,58,0.41,0.5,1.138
1642847,Jeremiah Fears,1610612740,NOP,71,25,46,1774.0,926,3868,1265,301.2,4.67,4.73,0.239,25,4,68,0.84,0.0,0.721
1630526,Jeremiah Robinson-Earl,1610612742,DAL,22,8,14,361.0,101,477,224,11.4,1.44,0.73,0.212,4,0,40,1.0,0.0,0.875
1631110,Jeremy Sochan,1610612752,NYK,39,27,12,416.0,129,599,333,22.3,2.24,1.37,0.215,31,5,77,0.774,1.0,0.753
1630579,Jericho Sims,1610612749,MIL,54,21,33,956.0,219,1290,675,32.0,1.49,0.59,0.17,83,1,217,0.241,0.0,0.742
1641724,Jett Howard,1610612753,ORL,47,25,22,598.0,253,660,455,25.8,2.34,1.83,0.383,6,2,13,1.0,1.0,0.846
1628975,Jevon Carter,1610612753,ORL,40,19,21,608.0,255,1122,530,64.7,3.46,2.96,0.227,4,0,10,0.5,0.0,0.5
202710,Jimmy Butler III,1610612744,GSW,38,23,15,1182.0,760,2441,1544,151.4,3.72,2.58,0.311,64,67,246,0.703,0.433,0.813
1642866,Joan Beringer,1610612750,MIN,32,17,15,218.0,93,261,154,5.3,1.22,0.42,0.356,13,5,90,0.769,0.4,0.844
1629111,Jock Landale,1610612737,ATL,62,31,31,1370.0,662,1979,1371,45.0,1.36,0.37,0.335,104,114,458,0.577,0.64,0.782
204060,Joe Ingles,1610612750,MIN,24,12,12,98.0,19,168,88,7.4,2.66,1.43,0.113,1,0,1,2.0,0.0,0.0
203954,Joel Embiid,1610612755,PHI,33,21,12,1029.0,878,2278,1648,91.5,2.41,1.18,0.385,106,178,128,0.877,0.663,1.141
1628381,John Collins,1610612746,LAC,58,25,33,1596.0,801,2125,1061,64.8,1.83,0.83,0.377,56,65,211,1.107,1.031,1.109
1629723,John Konchar,1610612762,UTA,44,17,27,759.0,136,1053,537,27.5,1.56,0.79,0.129,22,0,57,0.5,0.0,0.719
1642967,John Poulakidas,1610612742,DAL,3,1,2,47.0,13,54,29,1.9,2.14,1.17,0.241,1,0,1,0.0,0.0,0.0
1642910,John Tonje,1610612738,BOS,3,3,0,11.0,2,15,9,0.6,2.44,1.2,0.133,0,0,0,0.0,0.0,0.0
1641780,Johni Broome,1610612755,PHI,11,5,6,55.0,10,99,60,2.7,1.65,0.76,0.101,8,4,13,0.0,0.5,0.308
1642277,Johnny Furphy,1610612754,IND,35,10,25,643.0,180,958,498,26.3,1.65,0.84,0.188,10,2,68,0.2,0.0,0.632
1630548,Johnny Juzang,1610612750,MIN,21,13,8,88.0,43,121,64,6.2,3.07,2.6,0.355,2,0,5,2.0,0.0,1.2
202685,Jonas Valančiūnas,1610612743,DEN,58,35,23,773.0,480,1559,973,54.1,2.08,0.66,0.308,130,119,226,0.631,0.815,1.027
1628371,Jonathan Isaac,1610612753,ORL,52,29,23,521.0,134,613,307,13.6,1.33,0.34,0.219,34,0,91,0.265,0.0,0.769
1630228,Jonathan Kuminga,1610612737,ATL,26,15,11,612.0,331,1148,647,61.3,3.2,2.38,0.288,33,19,67,0.515,0.526,0.925
1642367,Jonathan Mogbo,1610612761,TOR,29,13,16,169.0,35,227,107,7.5,1.99,1.05,0.154,14,0,37,0.429,0.0,0.568
203903,Jordan Clarkson,1610612752,NYK,60,37,23,1078.0,540,1403,868,65.2,2.79,2.1,0.385,19,0,58,0.632,0.0,0.914
1630692,Jordan Goodwin,1610612756,PHX,60,34,26,1339.0,516,2351,1142,106.8,2.72,2.08,0.219,21,0,111,0.286,0.0,0.712
1641722,Jordan Hawkins,1610612740,NOP,43,12,31,517.0,163,639,382,22.3,2.1,1.6,0.255,8,0,14,0.25,0.0,0.5
1629162,Jordan McLaughlin,1610612759,SAS,36,30,6,221.0,70,473,222,31.5,3.99,3.34,0.148,3,0,3,0.0,0.0,0.667
1641757,Jordan Miller,1610612746,LAC,49,29,20,1063.0,478,1614,765,92.0,3.42,3.0,0.296,27,5,71,0.815,1.2,1.113
1629673,Jordan Poole,1610612740,NOP,35,15,20,843.0,467,1587,717,108.7,4.11,3.58,0.294,3,0,8,1.333,0.0,1.0
1641775,Jordan Walsh,1610612738,BOS,58,38,20,998.0,308,1051,588,31.6,1.81,0.87,0.293,20,0,103,0.3,0.0,0.854
1630631,Jose Alvarado,1610612752,NYK,59,22,37,1202.0,435,2484,904,184.8,4.46,4.5,0.175,14,0,17,0.857,0.0,0.588
1630581,Josh Giddey,1610612741,CHI,48,20,28,1533.0,843,4495,1909,269.9,3.6,3.11,0.188,44,5,82,0.455,0.0,0.646
1630182,Josh Green,1610612766,CHA,46,29,17,765.0,221,686,418,20.6,1.8,1.02,0.322,17,0,24,0.353,0.0,0.333
1628404,Josh Hart,1610612752,NYK,56,37,19,1678.0,679,3373,1575,145.5,2.59,1.91,0.201,56,1,127,0.429,0.0,0.598
1631169,Josh Minott,1610612751,BKN,42,22,20,665.0,262,716,406,22.2,1.86,0.95,0.366,12,0,64,0.417,0.0,1.063
1629006,Josh Okogie,1610612745,HOU,65,39,26,1199.0,321,1241,689,39.2,1.9,1.08,0.259,35,1,92,0.171,0.0,0.446
201950,Jrue Holiday,1610612757,POR,41,20,21,1186.0,665,2786,1087,187.3,4.03,3.81,0.239,54,19,98,0.37,0.263,0.48
1630577,Julian Champagnie,1610612759,SAS,70,52,18,1949.0,785,2625,1360,63.4,1.45,0.56,0.299,21,0,80,0.667,0.0,0.95
1641763,Julian Phillips,1610612750,MIN,42,16,26,363.0,116,317,192,8.2,1.55,0.76,0.366,3,0,41,0.667,0.0,0.78
1642882,Julian Reese,1610612764,WAS,5,0,5,148.0,46,189,125,5.8,1.85,0.52,0.243,25,2,39,0.48,1.0,0.769
1631124,Julian Strawther,1610612743,DEN,46,27,19,691.0,317,966,532,44.9,2.79,2.24,0.328,9,0,16,0.333,0.0,1.063
203944,Julius Randle,1610612750,MIN,70,43,27,2309.0,1487,4249,2725,233.4,3.3,2.25,0.35,138,173,220,0.63,0.428,0.945
1630551,Justin Champagnie,1610612764,WAS,60,13,47,1167.0,502,1726,855,46.1,1.6,0.66,0.291,32,1,180,0.656,0.0,1.083
1642348,Justin Edwards,1610612755,PHI,52,30,22,794.0,294,1142,692,36.8,1.93,1.3,0.257,9,0,33,0.333,0.0,0.667
203994,Jusuf Nurkić,1610612762,UTA,41,14,27,1083.0,447,2372,1412,73.4,1.86,0.72,0.188,123,47,243,0.748,0.723,0.815
1642354,KJ Simpson,1610612743,DEN,17,7,10,246.0,89,540,239,40.5,4.5,4.31,0.165,4,0,8,0.5,0.0,1.0
1642955,Kadary Richmond,1610612764,WAS,3,2,1,67.0,25,85,38,2.7,1.89,1.23,0.294,1,0,4,2.0,0.0,1.5
1642880,Kam Jones,1610612754,IND,30,4,26,463.0,123,904,414,59.3,3.94,3.38,0.136,8,1,14,0.5,2.0,0.714
1626157,Karl-Anthony Towns,1610612752,NYK,65,42,23,2031.0,1302,3368,2304,122.5,2.18,0.8,0.387,131,164,320,0.702,0.561,0.944
1631255,Karlo Matković,1610612740,NOP,57,24,33,828.0,320,944,552,21.5,1.36,0.46,0.339,36,5,144,0.361,0.4,1.035
1642857,Kasparas Jakučionis,1610612748,MIA,43,24,19,764.0,261,1398,662,61.2,2.63,2.24,0.187,7,0,35,0.0,0.0,0.457
202695,Kawhi Leonard,1610612746,LAC,54,30,24,1742.0,1525,3133,1685,236.3,4.53,3.99,0.487,78,84,106,1.038,0.798,1.151
1630811,Keaton Wallace,1610612737,ATL,47,27,20,478.0,165,1097,429,77.6,4.24,3.97,0.15,2,0,3,1.0,0.0,0.0
1631099,Keegan Murray,1610612758,SAC,23,5,18,793.0,321,1055,594,41.2,2.34,1.58,0.304,23,6,43,0.609,0.667,0.674
1642276,Kel'el Ware,1610612748,MIA,65,34,31,1480.0,735,2041,998,44.0,1.29,0.31,0.36,33,28,406,0.515,0.5,1.067
1629640,Keldon Johnson,1610612759,SAS,70,52,18,1621.0,888,2530,1302,95.6,2.27,1.28,0.351,43,11,154,0.721,1.455,1.039
203482,Kelly Olynyk,1610612759,SAS,37,28,9,336.0,121,613,370,24.0,2.35,0.99,0.197,29,9,44,0.207,0.778,0.841
1626162,Kelly Oubre Jr.,1610612755,PHI,41,22,19,1330.0,602,1955,1122,78.3,2.4,1.47,0.308,12,4,70,0.667,0.5,1.1
1629026,Kenrich Williams,1610612760,OKC,46,33,13,731.0,307,1021,581,43.4,2.55,1.73,0.301,21,2,72,0.524,1.0,0.792
203484,Kentavious Caldwell-Pope,1610612763,MEM,51,20,31,1088.0,428,2061,1214,95.8,2.79,1.95,0.208,11,2,20,0.364,0.0,0.9
1631165,Keon Ellis,1610612739,CLE,61,23,38,1200.0,381,1466,761,53.1,2.17,1.51,0.26,27,0,45,0.704,0.0,0.556
1642352,Keshad Johnson,1610612748,MIA,25,13,12,203.0,96,365,210,12.7,2.09,1.16,0.263,8,1,30,0.25,0.0,0.767
1642933,Keshon Gilbert,1610612737,ATL,3,0,3,48.0,6,52,23,2.2,2.51,2.14,0.115,1,0,3,0.0,0.0,1.333
201142,Kevin Durant,1610612745,HOU,65,38,27,2373.0,1671,4176,2820,267.2,3.84,2.62,0.4,117,98,49,0.897,0.837,1.306
1628989,Kevin Huerter,1610612765,DET,58,32,26,1278.0,566,2149,1337,74.5,2.08,1.3,0.263,26,0,88,1.0,0.0,1.125
201567,Kevin Love,1610612762,UTA,37,10,27,613.0,248,1129,604,31.7,1.68,0.44,0.22,12,3,59,0.25,0.333,0.661
1641755,Kevin McCullar Jr.,1610612752,NYK,20,11,9,130.0,36,216,116,8.1,2.26,1.65,0.167,2,0,11,0.0,0.0,0.727
1629645,Kevin Porter Jr.,1610612749,MIL,38,18,20,1261.0,661,3025,1221,255.4,5.06,5.03,0.219,18,2,43,0.444,2.0,0.698
1626172,Kevon Looney,1610612740,NOP,18,2,16,251.0,52,407,262,10.7,1.58,0.6,0.128,21,0,53,0.19,0.0,0.792
1641718,Keyonte George,1610612762,UTA,54,16,38,1786.0,1275,4252,1869,317.6,4.48,3.9,0.3,28,0,35,1.179,0.0,1.114
1642863,Khaman Maluach,1610612756,PHX,35,17,18,260.0,79,309,165,8.3,1.61,0.5,0.256,12,3,69,0.833,0.0,0.841
203114,Khris Middleton,1610612742,DAL,52,16,36,1252.0,566,1745,1140,89.9,3.09,2.23,0.324,22,93,56,0.5,0.581,0.696
1630165,Killian Hayes,1610612758,SAC,12,6,6,210.0,61,444,155,32.9,4.45,3.9,0.137,3,0,5,0.667,0.0,0.8
202691,Klay Thompson,1610612742,DAL,60,18,42,1315.0,711,1528,1142,51.6,2.03,1.32,0.465,16,2,27,0.438,0.0,0.815
1641738,Kobe Brown,1610612754,IND,51,15,36,707.0,246,1026,538,43.8,2.56,1.77,0.24,12,8,70,0.333,0.25,0.714
1641723,Kobe Bufkin,1610612747,LAL,11,7,4,90.0,33,148,59,11.2,4.55,4.23,0.223,1,0,2,2.0,0.0,1.0
1642920,Kobe Sanders,1610612746,LAC,58,30,28,1192.0,399,1660,782,97.0,3.51,2.99,0.24,21,0,41,0.571,0.0,0.878
1642886,Koby Brea,1610612756,PHX,5,1,4,23.0,16,38,19,2.2,3.45,2.9,0.421,0,0,0,0.0,0.0,0.0
1642851,Kon Knueppel,1610612766,CHA,69,36,33,2189.0,1329,3593,2180,150.2,2.51,1.82,0.37,55,3,95,0.691,2.0,0.663
1627739,Kris Dunn,1610612746,LAC,70,34,36,1931.0,540,3665,1375,221.7,3.63,2.94,0.147,68,8,107,0.397,0.25,0.561
1631200,Kris Murray,1610612757,POR,45,20,25,1069.0,267,924,578,31.7,2.06,1.31,0.289,27,1,117,0.407,0.0,0.573
204001,Kristaps Porziņģis,1610612744,GSW,23,10,13,544.0,390,904,662,26.9,1.79,0.68,0.431,72,81,114,0.653,0.827,1.0
203937,Kyle Anderson,1610612750,MIN,32,10,22,625.0,210,1060,541,50.2,2.84,1.64,0.198,47,4,59,0.468,1.5,0.746
1642271,Kyle Filipowski,1610612762,UTA,68,21,47,1558.0,719,2687,1423,100.7,2.25,1.12,0.268,116,38,216,0.612,0.553,0.88
1628398,Kyle Kuzma,1610612749,MIL,64,27,37,1691.0,830,2807,1611,117.3,2.51,1.41,0.296,83,22,156,0.663,0.591,0.91
200768,Kyle Lowry,1610612755,PHI,11,6,5,99.0,14,150,81,4.9,1.98,1.19,0.093,1,0,0,0.0,0.0,0.0
1642273,Kyshawn George,1610612764,WAS,48,10,38,1391.0,710,2798,1372,159.2,3.41,2.67,0.254,27,32,50,0.37,0.469,0.82
1643018,LJ Cryer,1610612744,GSW,9,3,6,116.0,63,203,127,10.7,3.15,2.49,0.31,2,0,3,0.0,0.0,0.0
1630163,LaMelo Ball,1610612766,CHA,60,33,27,1654.0,1171,4335,1860,351.2,4.86,4.6,0.27,20,1,55,0.3,2.0,0.782
1642950,Lachlan Olbrich,1610612741,CHI,26,7,19,164.0,34,279,178,7.7,1.65,0.83,0.122,14,2,29,0.286,0.0,0.69
1629013,Landry Shamet,1610612752,NYK,45,29,16,1038.0,439,1252,767,45.5,2.18,1.67,0.351,11,0,34,1.182,0.0,0.824
1626204,Larry Nance Jr.,1610612739,CLE,29,21,8,353.0,95,450,298,13.7,1.82,0.89,0.211,18,3,52,0.111,0.0,0.462
1628374,Lauri Markkanen,1610612762,UTA,42,17,25,1443.0,1123,2223,1419,74.1,2.0,1.06,0.505,99,39,218,0.899,0.795,1.188
1643133,Lawson Lovering,1610612763,MEM,2,1,1,49.0,14,43,24,0.8,1.06,0.24,0.326,4,2,14,0.5,0.0,0.929
2544,LeBron James,1610612747,LAL,49,31,18,1635.0,1045,3410,1928,184.6,3.25,2.35,0.306,128,136,175,0.75,0.426,1.017
1641778,Leaky Black,1610612764,WAS,5,0,5,159.0,50,185,103,5.8,1.89,0.95,0.27,5,2,11,0.8,0.0,0.545
1631159,Leonard Miller,1610612741,CHI,34,15,19,387.0,175,583,267,16.6,1.71,0.86,0.3,8,3,47,0.875,0.667,1.128
1642862,Liam McNeeley,1610612766,CHA,28,10,18,342.0,115,434,224,14.6,2.02,1.27,0.265,5,0,9,0.4,0.0,0.444
1630322,Lindy Waters III,1610612759,SAS,35,26,9,245.0,82,343,208,12.4,2.17,1.49,0.239,0,0,4,0.0,0.0,0.5
1628366,Lonzo Ball,1610612739,CLE,35,19,16,728.0,160,1621,676,71.5,2.65,1.87,0.099,15,1,36,0.133,0.0,0.361
1629652,Luguentz Dort,1610612760,OKC,58,45,13,1612.0,491,1695,980,66.8,2.36,1.69,0.29,29,0,65,0.517,0.0,0.415
1629029,Luka Dončić,1610612747,LAL,58,39,19,2076.0,1940,5139,2037,439.6,5.13,4.26,0.378,45,130,56,1.0,0.838,0.804
1630568,Luka Garza,1610612738,BOS,59,39,20,923.0,435,1306,845,30.8,1.42,0.43,0.333,49,8,243,1.061,0.5,0.889
1628379,Luke Kennard,1610612747,LAL,66,37,29,1373.0,531,1754,1144,66.3,2.27,1.63,0.303,27,0,37,0.667,0.0,0.757
1628436,Luke Kornet,1610612759,SAS,59,44,15,1244.0,388,1594,1021,38.4,1.44,0.37,0.243,113,5,393,0.327,0.8,0.814
1631247,Luke Travers,1610612739,CLE,12,6,6,103.0,28,158,83,4.6,1.74,1.13,0.177,5,0,11,0.8,0.0,0.545
1630644,Mac McClung,1610612741,CHI,4,0,4,47.0,23,100,56,5.5,3.32,2.96,0.23,1,0,1,4.0,0.0,4.0
1641869,Malachi Smith,1610612751,BKN,3,0,3,45.0,7,79,37,4.7,3.59,3.57,0.089,1,0,3,0.0,0.0,0.0
