PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST,REB,REB_CONTEST,REB_UNCONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST
201935,James Harden,1610612739,CLE,59,33,26,2056.0,38,14,24,0.368,148,0.257,4,0.264,13.7,258,45,213,0.174,383,0.674,28,0.727,7.7,296,59,237,0.199,502,0.59,32,0.63,8.5
1630164,James Wiseman,1610612754,IND,3,0,3,47.0,5,5,0,1.0,7,0.714,0,0.714,4.4,3,2,1,0.667,15,0.2,3,0.25,2.7,8,7,1,0.875,22,0.364,3,0.421,3.8
1642364,Jamir Watkins,1610612764,WAS,31,7,24,678.0,35,9,26,0.257,77,0.455,3,0.473,10.8,94,22,72,0.234,159,0.591,15,0.653,6.6,129,31,98,0.24,227,0.568,18,0.617,7.7
1642419,Jamison Battle,1610612761,TOR,36,21,15,380.0,17,9,8,0.529,32,0.531,0,0.531,8.3,57,13,42,0.228,103,0.553,17,0.663,7.3,74,22,50,0.297,131,0.565,17,0.649,7.6
1641716,Jarace Walker,1610612754,IND,67,13,54,1732.0,46,14,32,0.304,120,0.383,6,0.404,11.7,310,57,253,0.184,464,0.668,34,0.721,5.5,356,71,285,0.199,558,0.638,40,0.687,6.3
1642272,Jared McCain,1610612760,OKC,46,31,15,873.0,18,7,11,0.389,59,0.305,1,0.31,14.6,99,16,83,0.162,175,0.566,7,0.589,8.0,117,23,94,0.197,230,0.509,8,0.527,9.0
1628991,Jaren Jackson Jr.,1610612762,UTA,48,19,29,1455.0,42,26,15,0.619,124,0.339,2,0.344,7.0,230,86,143,0.374,430,0.535,50,0.605,5.6,272,112,158,0.412,543,0.501,52,0.554,5.8
1629020,Jarred Vanderbilt,1610612747,LAL,51,30,21,929.0,74,43,31,0.581,175,0.423,7,0.44,7.3,178,44,132,0.247,288,0.618,27,0.682,5.4,252,87,163,0.345,447,0.564,34,0.61,6.0
1628386,Jarrett Allen,1610612739,CLE,51,33,18,1405.0,133,90,42,0.677,289,0.46,6,0.47,6.1,299,92,204,0.308,488,0.613,48,0.68,5.0,432,182,246,0.421,759,0.569,54,0.613,5.3
1642859,Jase Richardson,1610612753,ORL,25,9,16,401.0,19,7,11,0.368,39,0.487,2,0.514,11.8,35,6,29,0.171,56,0.625,3,0.66,9.6,54,13,40,0.241,93,0.581,5,0.614,10.4
1642914,Javon Small,1610612763,MEM,27,8,19,584.0,27,10,16,0.37,55,0.491,2,0.509,9.2,72,21,51,0.292,103,0.699,8,0.758,9.0,99,31,67,0.313,155,0.639,10,0.683,9.0
1631451,Javonte Cooke,1610612757,POR,11,3,8,66.0,4,2,2,0.5,11,0.364,0,0.364,10.8,15,1,14,0.067,21,0.714,2,0.789,6.1,19,3,16,0.158,31,0.613,2,0.655,7.1
1629750,Javonte Green,1610612765,DET,60,43,17,1119.0,55,30,25,0.545,116,0.474,5,0.495,10.1,133,36,95,0.271,235,0.566,19,0.616,7.5,188,66,120,0.351,340,0.553,24,0.595,8.2
1629637,Jaxson Hayes,1610612747,LAL,57,37,20,1007.0,86,61,25,0.709,186,0.462,1,0.465,5.1,142,52,90,0.366,235,0.604,21,0.664,6.0,228,113,115,0.496,410,0.556,22,0.588,5.7
1630643,Jay Huff,1610612754,IND,64,13,51,1394.0,62,39,23,0.629,152,0.408,4,0.419,6.4,204,64,140,0.314,465,0.439,67,0.513,5.5,266,103,163,0.387,597,0.446,71,0.506,5.7
1627759,Jaylen Brown,1610612738,BOS,62,40,22,2116.0,72,32,40,0.444,203,0.355,3,0.36,11.2,365,86,277,0.236,568,0.643,43,0.695,6.1,437,118,317,0.27,736,0.594,46,0.633,6.9
1641740,Jaylen Clark,1610612750,MIN,44,27,17,633.0,48,36,12,0.75,91,0.527,4,0.552,7.0,56,15,41,0.268,96,0.583,8,0.636,9.1,104,51,53,0.49,183,0.568,12,0.608,8.1
1642377,Jaylen Wells,1610612763,MEM,66,24,42,1756.0,61,25,35,0.41,138,0.442,10,0.477,10.7,157,24,132,0.153,294,0.534,31,0.597,7.9,218,49,167,0.225,428,0.509,41,0.563,8.7
1631119,Jaylin Williams,1610612760,OKC,54,44,10,1107.0,32,15,17,0.469,104,0.308,4,0.32,11.4,270,97,170,0.359,414,0.652,37,0.716,4.6,302,112,187,0.371,494,0.611,41,0.667,5.3
1642281,Jaylon Tyson,1610612739,CLE,62,38,24,1699.0,116,51,64,0.44,271,0.428,19,0.46,7.6,212,31,181,0.146,356,0.596,48,0.688,7.1,328,82,245,0.25,615,0.533,67,0.599,7.3
1643257,Jayson Kent,1610612757,POR,1,1,0,3.0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,0.0,1,1.0,0,1.0,6.2,1,0,1,0.0,1,1.0,0,1.0,6.2
1628369,Jayson Tatum,1610612738,BOS,6,5,1,176.0,5,2,3,0.4,14,0.357,1,0.385,8.4,46,9,37,0.196,66,0.697,6,0.767,6.1,51,11,40,0.216,77,0.662,7,0.729,6.3
201145,Jeff Green,1610612745,HOU,12,7,5,78.0,5,2,3,0.4,6,0.833,0,0.833,5.8,14,5,9,0.357,23,0.609,1,0.636,8.3,19,7,12,0.368,28,0.679,1,0.704,7.6
203924,Jerami Grant,1610612757,POR,53,24,29,1587.0,50,19,31,0.38,119,0.42,5,0.439,13.3,137,24,112,0.175,224,0.612,18,0.665,7.8,187,43,143,0.23,331,0.565,23,0.607,9.3
1642847,Jeremiah Fears,1610612740,NOP,66,24,42,1676.0,49,19,30,0.388,162,0.302,9,0.32,9.7,208,35,173,0.168,353,0.589,38,0.66,6.9,257,54,203,0.21,509,0.505,47,0.556,7.4
1630526,Jeremiah Robinson-Earl,1610612742,DAL,20,7,13,345.0,36,17,19,0.472,91,0.396,2,0.404,5.4,67,16,51,0.239,107,0.626,8,0.677,4.3,103,33,70,0.32,183,0.563,10,0.595,4.7
1631110,Jeremy Sochan,1610612752,NYK,30,21,9,371.0,29,19,10,0.655,89,0.326,2,0.333,7.2,57,13,44,0.228,107,0.533,10,0.588,6.2,86,32,54,0.372,192,0.448,12,0.478,6.5
1630579,Jericho Sims,1610612749,MIL,45,17,28,928.0,90,58,32,0.644,217,0.415,6,0.427,6.4,172,47,125,0.273,279,0.616,27,0.683,5.2,262,105,157,0.401,484,0.541,33,0.581,5.6
1641724,Jett Howard,1610612753,ORL,31,14,17,504.0,20,7,13,0.35,36,0.556,2,0.588,18.8,58,18,40,0.31,93,0.624,10,0.699,8.9,78,25,53,0.321,128,0.609,12,0.672,11.4
1628975,Jevon Carter,1610612753,ORL,29,14,15,539.0,12,1,11,0.083,21,0.571,2,0.632,18.9,55,7,48,0.127,88,0.625,4,0.655,11.7,67,8,59,0.119,109,0.615,6,0.65,13.0
202710,Jimmy Butler III,1610612744,GSW,38,23,15,1182.0,88,60,27,0.682,197,0.447,7,0.463,6.0,123,36,87,0.293,211,0.583,17,0.634,7.5,211,96,114,0.455,402,0.525,24,0.558,6.9
1642866,Joan Beringer,1610612750,MIN,22,11,11,187.0,32,25,7,0.781,75,0.427,3,0.444,4.3,32,9,23,0.281,67,0.478,9,0.552,6.1,64,34,30,0.531,135,0.474,12,0.52,5.2
1629111,Jock Landale,1610612737,ATL,61,31,30,1353.0,174,120,54,0.69,407,0.428,14,0.443,4.8,183,71,111,0.388,378,0.484,47,0.553,5.4,357,191,165,0.535,769,0.464,61,0.504,5.1
204060,Joe Ingles,1610612750,MIN,7,5,2,38.0,0,0,0,0.0,0,0.0,0,0.0,0.0,9,2,7,0.222,9,1.0,0,1.0,6.7,9,2,7,0.222,9,1.0,0,1.0,6.7
203954,Joel Embiid,1610612755,PHI,33,21,12,1029.0,67,44,23,0.657,138,0.486,4,0.5,5.3,182,69,113,0.379,330,0.552,31,0.609,4.5,249,113,136,0.454,452,0.551,35,0.597,4.7
1628381,John Collins,1610612746,LAC,56,25,31,1548.0,87,53,34,0.609,223,0.39,5,0.399,6.5,220,69,151,0.314,384,0.573,39,0.638,5.7,307,122,185,0.397,588,0.522,44,0.564,5.9
1629723,John Konchar,1610612762,UTA,42,16,26,738.0,41,17,23,0.415,95,0.432,3,0.446,8.2,110,25,85,0.227,183,0.601,21,0.679,6.9,151,42,108,0.278,274,0.551,24,0.604,7.3
1642967,John Poulakidas,1610612742,DAL,3,1,2,47.0,1,1,0,1.0,5,0.2,0,0.2,13.9,9,1,8,0.111,10,0.9,0,0.9,6.6,10,2,8,0.2,13,0.769,0,0.769,7.3
1642910,John Tonje,1610612738,BOS,1,1,0,5.0,0,0,0,0.0,1,0.0,0,0.0,0.0,2,1,1,0.5,2,1.0,0,1.0,3.7,2,1,1,0.5,2,1.0,0,1.0,3.7
1641780,Johni Broome,1610612755,PHI,6,2,4,42.0,7,3,4,0.429,11,0.636,0,0.636,4.5,9,4,5,0.444,12,0.75,1,0.818,3.7,16,7,9,0.438,22,0.727,1,0.762,4.0
1642277,Johnny Furphy,1610612754,IND,34,10,24,642.0,32,19,13,0.594,98,0.327,2,0.333,7.6,121,30,91,0.248,203,0.596,21,0.665,5.2,153,49,104,0.32,279,0.548,23,0.598,5.7
1630548,Johnny Juzang,1610612750,MIN,12,7,5,69.0,5,2,3,0.4,7,0.714,0,0.714,7.8,12,3,9,0.25,19,0.632,2,0.706,6.5,17,5,12,0.294,25,0.68,2,0.739,6.8
202685,Jonas Valančiūnas,1610612743,DEN,57,35,22,772.0,86,63,23,0.733,192,0.448,4,0.457,3.9,198,54,142,0.273,324,0.611,36,0.688,4.3,284,117,165,0.412,503,0.565,40,0.613,4.2
1628371,Jonathan Isaac,1610612753,ORL,44,26,18,483.0,43,30,13,0.698,131,0.328,4,0.339,4.4,89,24,65,0.27,152,0.586,17,0.659,4.8,132,54,78,0.409,265,0.498,21,0.541,4.7
1630228,Jonathan Kuminga,1610612737,ATL,26,15,11,612.0,42,22,20,0.524,91,0.462,3,0.477,8.6,120,32,88,0.267,176,0.682,7,0.71,6.4,162,54,108,0.333,258,0.628,10,0.653,7.0
1642367,Jonathan Mogbo,1610612761,TOR,16,7,9,133.0,16,8,8,0.5,31,0.516,0,0.516,5.2,30,7,23,0.233,48,0.625,3,0.667,5.2,46,15,31,0.326,75,0.613,3,0.639,5.2
203903,Jordan Clarkson,1610612752,NYK,44,28,16,872.0,48,20,28,0.417,99,0.485,8,0.527,10.2,53,13,40,0.245,114,0.465,16,0.541,10.5,101,33,68,0.327,213,0.474,24,0.534,10.3
1630692,Jordan Goodwin,1610612756,PHX,60,34,26,1339.0,114,64,50,0.561,275,0.415,11,0.432,8.6,172,41,131,0.238,313,0.55,31,0.61,6.4,286,105,181,0.367,564,0.507,42,0.548,7.3
1641722,Jordan Hawkins,1610612740,NOP,30,7,23,426.0,15,6,9,0.4,24,0.625,0,0.625,10.0,50,14,36,0.28,88,0.568,12,0.658,7.9,65,20,45,0.308,109,0.596,12,0.67,8.4
1629162,Jordan McLaughlin,1610612759,SAS,15,14,1,142.0,5,2,3,0.4,13,0.385,0,0.385,13.2,21,1,19,0.048,29,0.724,2,0.778,10.7,26,3,22,0.115,42,0.619,2,0.65,11.2
1641757,Jordan Miller,1610612746,LAC,44,26,18,1013.0,46,23,23,0.5,111,0.414,2,0.422,7.2,106,28,78,0.264,194,0.546,19,0.606,6.7,152,51,101,0.336,299,0.508,21,0.547,6.8
1629673,Jordan Poole,1610612740,NOP,31,13,18,760.0,8,3,5,0.375,33,0.242,2,0.258,16.5,62,7,55,0.113,109,0.569,11,0.633,10.6,70,10,60,0.143,140,0.5,13,0.551,11.3
1641775,Jordan Walsh,1610612738,BOS,51,33,18,954.0,77,43,34,0.558,161,0.478,7,0.5,7.6,160,41,119,0.256,264,0.606,23,0.664,6.1,237,84,153,0.354,414,0.572,30,0.617,6.6
1630631,Jose Alvarado,1610612752,NYK,52,21,31,1094.0,21,3,18,0.143,56,0.375,4,0.404,17.8,127,17,110,0.134,229,0.555,23,0.617,10.5,148,20,128,0.135,280,0.529,27,0.585,11.5
1630581,Josh Giddey,1610612741,CHI,47,20,27,1506.0,60,32,28,0.533,157,0.382,11,0.411,10.8,340,65,276,0.191,500,0.68,37,0.734,6.0,400,97,304,0.243,630,0.635,48,0.687,6.7
1630182,Josh Green,1610612766,CHA,38,25,13,637.0,41,14,27,0.341,69,0.594,1,0.603,14.1,51,13,38,0.255,88,0.58,9,0.646,10.2,92,27,65,0.293,152,0.605,10,0.648,11.9
1628404,Josh Hart,1610612752,NYK,56,37,19,1678.0,86,44,42,0.512,196,0.439,9,0.46,10.0,341,74,266,0.217,525,0.65,51,0.719,6.2,427,118,308,0.276,697,0.613,60,0.67,7.0
1631169,Josh Minott,1610612751,BKN,36,18,18,634.0,44,25,20,0.568,87,0.506,2,0.518,7.9,90,22,67,0.244,156,0.577,17,0.647,5.7,134,47,87,0.351,235,0.57,19,0.62,6.5
1629006,Josh Okogie,1610612745,HOU,52,32,20,1040.0,68,32,36,0.471,148,0.459,7,0.482,8.8,101,26,76,0.257,184,0.549,16,0.601,9.0,169,58,112,0.343,319,0.53,23,0.571,8.9
201950,Jrue Holiday,1610612757,POR,41,20,21,1186.0,57,20,37,0.351,131,0.435,5,0.452,11.4,129,18,111,0.14,200,0.645,7,0.668,8.7,186,38,148,0.204,328,0.567,12,0.589,9.5
1630577,Julian Champagnie,1610612759,SAS,69,51,18,1918.0,62,24,38,0.387,149,0.416,2,0.422,9.3,332,78,255,0.235,512,0.648,58,0.731,6.5,394,102,293,0.259,625,0.63,60,0.697,6.9
1641763,Julian Phillips,1610612750,MIN,25,8,17,294.0,22,12,10,0.545,47,0.468,3,0.5,5.5,24,7,17,0.292,42,0.571,2,0.6,7.5,46,19,27,0.413,86,0.535,5,0.568,6.5
1642882,Julian Reese,1610612764,WAS,5,0,5,148.0,19,11,7,0.579,25,0.76,2,0.826,6.2,28,9,17,0.321,29,0.966,3,1.077,4.1,47,20,24,0.426,52,0.904,5,1.0,5.0
1631124,Julian Strawther,1610612743,DEN,35,22,13,604.0,10,2,8,0.2,27,0.37,0,0.37,14.9,81,18,63,0.222,122,0.664,11,0.73,7.0,91,20,71,0.22,148,0.615,11,0.664,7.9
203944,Julius Randle,1610612750,MIN,69,42,27,2275.0,116,69,47,0.595,305,0.38,7,0.389,6.0,354,96,255,0.271,564,0.628,61,0.704,6.2,470,165,302,0.351,818,0.575,68,0.627,6.1
1630551,Justin Champagnie,1610612764,WAS,57,13,44,1158.0,128,72,55,0.563,236,0.542,4,0.552,5.7,208,46,161,0.221,334,0.623,28,0.68,5.2,336,118,216,0.351,544,0.618,32,0.656,5.4
1642348,Justin Edwards,1610612755,PHI,34,15,19,676.0,24,12,12,0.5,49,0.49,3,0.522,8.1,64,15,49,0.234,94,0.681,4,0.711,8.4,88,27,61,0.307,134,0.657,7,0.693,8.3
203994,Jusuf Nurkić,1610612762,UTA,41,14,27,1083.0,106,85,21,0.802,274,0.387,4,0.393,5.1,319,105,213,0.329,489,0.652,56,0.737,4.1,425,190,234,0.447,747,0.569,60,0.619,4.4
1642354,KJ Simpson,1610612743,DEN,12,5,7,206.0,8,2,6,0.25,19,0.421,0,0.421,8.4,26,6,20,0.231,39,0.667,4,0.743,8.7,34,8,26,0.235,58,0.586,4,0.63,8.6
1642955,Kadary Richmond,1610612764,WAS,3,2,1,67.0,1,1,0,1.0,3,0.333,0,0.333,1.7,9,5,4,0.556,13,0.692,1,0.75,5.1,10,6,4,0.6,15,0.667,1,0.714,4.8
1642880,Kam Jones,1610612754,IND,19,3,16,382.0,9,1,8,0.111,25,0.36,0,0.36,18.3,34,4,30,0.118,67,0.507,11,0.607,8.8,43,5,38,0.116,91,0.473,11,0.538,10.8
1626157,Karl-Anthony Towns,1610612752,NYK,65,42,23,2031.0,200,133,67,0.665,450,0.444,14,0.459,5.2,570,156,413,0.274,836,0.682,70,0.744,4.8,770,289,480,0.375,1242,0.62,84,0.665,4.9
1631255,Karlo Matković,1610612740,NOP,52,24,28,782.0,67,47,20,0.701,125,0.536,7,0.568,6.4,146,55,91,0.377,250,0.584,28,0.658,5.6,213,102,111,0.479,368,0.579,35,0.64,5.8
1642857,Kasparas Jakučionis,1610612748,MIA,37,21,16,719.0,34,10,24,0.294,87,0.391,4,0.41,8.6,81,18,62,0.222,136,0.596,15,0.669,9.1,115,28,86,0.243,223,0.516,19,0.564,8.9
202695,Kawhi Leonard,1610612746,LAC,54,30,24,1742.0,56,32,24,0.571,130,0.431,4,0.444,9.3,287,58,229,0.202,436,0.658,36,0.718,6.8,343,90,253,0.262,540,0.635,40,0.686,7.2
1630811,Keaton Wallace,1610612737,ATL,29,14,15,376.0,3,0,3,0.0,13,0.231,1,0.25,20.2,47,10,37,0.213,73,0.644,4,0.681,8.4,50,10,40,0.2,84,0.595,5,0.633,9.1
1631099,Keegan Murray,1610612758,SAC,23,5,18,793.0,33,20,13,0.606,68,0.485,1,0.493,10.0,99,24,75,0.242,181,0.547,22,0.623,6.5,132,44,88,0.333,244,0.541,23,0.597,7.4
1642276,Kel'el Ware,1610612748,MIA,65,34,31,1480.0,201,138,63,0.687,386,0.521,14,0.54,5.1,409,138,271,0.337,652,0.627,65,0.697,4.1,610,276,334,0.452,1009,0.605,79,0.656,4.5
1629640,Keldon Johnson,1610612759,SAS,69,51,18,1599.0,113,74,39,0.655,264,0.428,15,0.454,5.6,264,75,188,0.284,451,0.585,53,0.663,5.5,377,149,227,0.395,690,0.546,68,0.606,5.6
203482,Kelly Olynyk,1610612759,SAS,28,21,7,301.0,24,15,9,0.625,51,0.471,1,0.48,8.5,46,9,37,0.196,69,0.667,9,0.767,6.8,70,24,46,0.343,116,0.603,10,0.66,7.4
1626162,Kelly Oubre Jr.,1610612755,PHI,41,22,19,1330.0,41,20,21,0.488,112,0.366,7,0.39,8.4,158,33,125,0.209,279,0.566,19,0.608,6.1,199,53,146,0.266,369,0.539,26,0.58,6.6
1629026,Kenrich Williams,1610612760,OKC,41,30,11,696.0,44,26,18,0.591,124,0.355,5,0.37,7.0,106,27,79,0.255,174,0.609,9,0.642,6.0,150,53,97,0.353,285,0.526,14,0.554,6.3
203484,Kentavious Caldwell-Pope,1610612763,MEM,46,18,28,971.0,20,7,13,0.35,46,0.435,2,0.455,14.1,105,17,88,0.162,155,0.677,12,0.734,9.3,125,24,101,0.192,199,0.628,14,0.676,10.0
1631165,Keon Ellis,1610612739,CLE,48,19,29,1010.0,29,8,21,0.276,63,0.46,2,0.475,12.6,80,12,68,0.15,142,0.563,8,0.597,9.0,109,20,89,0.183,202,0.54,10,0.568,10.0
1642352,Keshad Johnson,1610612748,MIA,18,11,7,186.0,18,11,7,0.611,38,0.474,3,0.514,7.0,31,12,19,0.387,59,0.525,8,0.608,3.9,49,23,26,0.469,91,0.538,11,0.613,5.1
1642933,Keshon Gilbert,1610612737,ATL,3,0,3,48.0,2,1,1,0.5,4,0.5,0,0.5,2.4,3,0,3,0.0,10,0.3,1,0.333,12.9,5,1,4,0.2,14,0.357,1,0.385,8.7
201142,Kevin Durant,1610612745,HOU,64,38,26,2331.0,36,7,27,0.194,86,0.419,4,0.439,17.6,316,98,218,0.31,454,0.696,35,0.754,7.0,352,105,245,0.298,523,0.673,39,0.727,8.0
1628989,Kevin Huerter,1610612765,DET,51,27,24,1194.0,31,14,17,0.452,87,0.356,1,0.36,8.5,176,39,134,0.222,274,0.642,24,0.704,6.8,207,53,151,0.256,348,0.595,25,0.641,7.0
201567,Kevin Love,1610612762,UTA,37,10,27,613.0,55,39,16,0.709,119,0.462,7,0.491,6.5,160,61,99,0.381,273,0.586,33,0.667,4.3,215,100,115,0.465,383,0.561,40,0.627,4.9
1641755,Kevin McCullar Jr.,1610612752,NYK,10,5,5,105.0,10,4,6,0.4,21,0.476,1,0.5,6.3,16,4,12,0.25,24,0.667,1,0.696,7.1,26,8,18,0.308,41,0.634,2,0.667,6.8
1629645,Kevin Porter Jr.,1610612749,MIL,37,17,20,1252.0,34,12,22,0.353,92,0.37,1,0.374,13.2,164,27,137,0.165,274,0.599,23,0.653,7.4,198,39,159,0.197,360,0.55,24,0.589,8.4
1626172,Kevon Looney,1610612740,NOP,17,2,15,240.0,42,27,14,0.643,75,0.56,1,0.568,6.3,54,14,40,0.259,93,0.581,8,0.635,6.1,96,41,54,0.427,161,0.596,9,0.632,6.2
1641718,Keyonte George,1610612762,UTA,51,14,37,1695.0,23,4,19,0.174,81,0.284,3,0.295,18.4,176,24,151,0.136,259,0.68,19,0.733,8.9,199,28,170,0.141,332,0.599,22,0.642,10.0
1642863,Khaman Maluach,1610612756,PHX,23,9,14,206.0,25,20,5,0.8,68,0.368,5,0.397,5.7,43,11,32,0.256,84,0.512,10,0.581,4.4,68,31,37,0.456,150,0.453,15,0.504,4.9
203114,Khris Middleton,1610612742,DAL,52,16,36,1252.0,47,20,27,0.426,89,0.528,3,0.547,9.8,156,33,123,0.212,269,0.58,22,0.632,7.5,203,53,150,0.261,346,0.587,25,0.632,8.0
1630165,Killian Hayes,1610612758,SAC,10,5,5,190.0,2,0,2,0.0,5,0.4,0,0.4,6.9,26,3,23,0.115,36,0.722,0,0.722,6.8,28,3,25,0.107,41,0.683,0,0.683,6.8
202691,Klay Thompson,1610612742,DAL,54,17,37,1195.0,17,5,12,0.294,34,0.5,0,0.5,16.4,117,29,87,0.248,207,0.565,21,0.629,9.5,134,34,99,0.254,239,0.561,21,0.615,10.4
1641738,Kobe Brown,1610612754,IND,40,11,29,638.0,51,26,25,0.51,117,0.436,1,0.44,6.6,87,21,66,0.241,143,0.608,7,0.64,6.6,138,47,91,0.341,245,0.563,8,0.582,6.6
1641723,Kobe Bufkin,1610612747,LAL,6,3,3,77.0,1,0,1,0.0,5,0.2,0,0.2,7.1,8,1,7,0.125,16,0.5,2,0.571,8.5,9,1,8,0.111,21,0.429,2,0.474,8.3
1642920,Kobe Sanders,1610612746,LAC,50,25,25,1096.0,27,11,16,0.407,68,0.397,2,0.409,11.3,112,23,89,0.205,200,0.56,22,0.629,8.4,139,34,105,0.245,265,0.525,24,0.577,8.9
1642886,Koby Brea,1610612756,PHX,2,0,2,12.0,0,0,0,0.0,0,0.0,0,0.0,0.0,2,0,2,0.0,2,1.0,0,1.0,4.4,2,0,2,0.0,2,1.0,0,1.0,4.4
1642851,Kon Knueppel,1610612766,CHA,68,35,33,2171.0,83,33,50,0.398,217,0.382,9,0.399,11.4,283,56,226,0.198,526,0.538,55,0.601,6.5,366,89,276,0.243,728,0.503,64,0.551,7.6
1627739,Kris Dunn,1610612746,LAC,66,32,34,1842.0,52,22,30,0.423,109,0.477,4,0.495,11.1,183,37,146,0.202,341,0.537,40,0.608,6.5,235,59,176,0.251,448,0.525,44,0.582,7.5
1631200,Kris Murray,1610612757,POR,41,20,21,997.0,77,55,22,0.714,191,0.403,10,0.425,6.9,93,27,66,0.29,192,0.484,20,0.541,8.5,170,82,88,0.482,377,0.451,30,0.49,7.8
204001,Kristaps Porziņģis,1610612744,GSW,23,10,13,544.0,28,25,3,0.893,74,0.378,1,0.384,5.8,83,34,49,0.41,151,0.55,18,0.624,5.9,111,59,52,0.532,219,0.507,19,0.555,5.9
203937,Kyle Anderson,1610612750,MIN,29,9,20,574.0,25,13,12,0.52,61,0.41,0,0.41,7.6,81,25,56,0.309,142,0.57,12,0.623,6.2,106,38,68,0.358,194,0.546,12,0.582,6.6
1642271,Kyle Filipowski,1610612762,UTA,68,21,47,1558.0,128,75,52,0.586,296,0.432,3,0.437,7.4,344,107,233,0.311,498,0.691,26,0.729,4.9,472,182,285,0.386,747,0.632,29,0.657,5.6
1628398,Kyle Kuzma,1610612749,MIL,62,27,35,1653.0,54,30,24,0.556,148,0.365,5,0.378,6.0,239,60,179,0.251,378,0.632,43,0.713,6.5,293,90,203,0.307,503,0.583,48,0.644,6.4
200768,Kyle Lowry,1610612755,PHI,6,2,4,74.0,0,0,0,0.0,2,0.0,0,0.0,0.0,9,2,7,0.222,18,0.5,2,0.563,8.5,9,2,7,0.222,20,0.45,2,0.5,8.5
1642273,Kyshawn George,1610612764,WAS,48,10,38,1391.0,43,21,22,0.488,117,0.368,7,0.391,11.8,202,56,145,0.277,322,0.627,18,0.664,7.3,245,77,167,0.314,420,0.583,25,0.62,8.1
1643018,LJ Cryer,1610612744,GSW,6,1,5,91.0,3,0,3,0.0,3,1.0,0,1.0,12.2,9,3,6,0.333,16,0.563,1,0.6,8.7,12,3,9,0.25,19,0.632,1,0.667,9.6
1630163,LaMelo Ball,1610612766,CHA,60,33,27,1654.0,53,21,32,0.396,134,0.396,7,0.417,9.3,238,59,179,0.248,344,0.692,24,0.744,7.1,291,80,211,0.275,474,0.614,31,0.657,7.5
1642950,Lachlan Olbrich,1610612741,CHI,16,4,12,124.0,12,7,5,0.583,30,0.4,2,0.429,8.1,30,9,21,0.3,48,0.625,3,0.667,4.9,42,16,26,0.381,72,0.583,5,0.627,5.8
1629013,Landry Shamet,1610612752,NYK,39,25,14,925.0,19,7,12,0.368,46,0.413,4,0.452,12.0,63,8,55,0.127,128,0.492,13,0.548,11.0,82,15,67,0.183,168,0.488,17,0.543,11.3
1626204,Larry Nance Jr.,1610612739,CLE,26,19,7,337.0,25,15,10,0.6,57,0.439,0,0.439,9.5,50,9,41,0.18,99,0.505,12,0.575,5.8,75,24,51,0.32,150,0.5,12,0.543,7.0
1628374,Lauri Markkanen,1610612762,UTA,42,17,25,1443.0,84,55,29,0.655,185,0.454,5,0.467,6.5,205,62,143,0.302,307,0.668,21,0.717,6.3,289,117,172,0.405,473,0.611,26,0.647,6.3
1643133,Lawson Lovering,1610612763,MEM,2,1,1,49.0,6,4,2,0.667,8,0.75,0,0.75,4.4,9,3,6,0.333,15,0.6,0,0.6,8.9,15,7,8,0.467,23,0.652,0,0.652,7.1
2544,LeBron James,1610612747,LAL,48,31,17,1604.0,40,20,20,0.5,109,0.367,1,0.37,8.8,246,51,195,0.207,378,0.651,33,0.713,6.4,286,71,215,0.248,467,0.612,34,0.661,6.7
1641778,Leaky Black,1610612764,WAS,5,0,5,159.0,7,4,2,0.571,8,0.875,0,0.875,5.8,20,7,13,0.35,28,0.714,0,0.714,6.3,27,11,15,0.407,35,0.771,0,0.771,6.2
1631159,Leonard Miller,1610612741,CHI,26,13,13,363.0,26,11,15,0.423,55,0.473,0,0.473,10.0,67,16,44,0.239,111,0.604,10,0.663,4.7,93,27,59,0.29,157,0.592,10,0.633,6.3
1642862,Liam McNeeley,1610612766,CHA,25,7,18,335.0,11,6,5,0.545,34,0.324,3,0.355,13.1,49,8,41,0.163,90,0.544,11,0.62,5.9,60,14,46,0.233,119,0.504,14,0.571,7.2
1630322,Lindy Waters III,1610612759,SAS,17,12,5,169.0,3,2,1,0.667,9,0.333,0,0.333,5.2,23,9,14,0.391,38,0.605,4,0.676,6.7,26,11,15,0.423,45,0.578,4,0.634,6.5
1628366,Lonzo Ball,1610612739,CLE,34,19,15,722.0,26,13,13,0.5,63,0.413,0,0.413,9.1,114,30,84,0.263,180,0.633,14,0.687,6.8,140,43,97,0.307,229,0.611,14,0.651,7.2
