PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,OREB,OREB_CONTEST,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,OREB_CHANCE_PCT_ADJ,AVG_OREB_DIST,DREB,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,DREB_CHANCE_PCT_ADJ,AVG_DREB_DIST,REB,REB_CONTEST,REB_UNCONTEST,REB_CONTEST_PCT,REB_CHANCES,REB_CHANCE_PCT,REB_CHANCE_DEFER,REB_CHANCE_PCT_ADJ,AVG_REB_DIST
1629655,Daniel Gafford,1610612742,DAL,49,11,38,1062.0,118,85,32,0.72,320,0.369,13,0.384,3.8,218,67,150,0.307,410,0.532,56,0.616,4.3,336,152,182,0.452,713,0.471,69,0.522,4.1
1642450,Daniss Jenkins,1610612765,DET,46,36,10,900.0,33,10,23,0.303,69,0.478,3,0.5,12.1,78,11,67,0.141,146,0.534,5,0.553,11.5,111,21,90,0.189,213,0.521,8,0.541,11.7
1642874,Danny Wolf,1610612751,BKN,54,14,40,1148.0,57,25,32,0.439,121,0.471,2,0.479,9.0,214,70,144,0.327,340,0.629,34,0.699,4.9,271,95,176,0.351,451,0.601,36,0.653,5.7
203967,Dario Saric,1610612758,SAC,3,1,2,33.0,1,1,0,1.0,4,0.25,0,0.25,2.7,5,3,2,0.6,8,0.625,1,0.714,4.7,6,4,2,0.667,12,0.5,1,0.545,4.4
1642468,Darius Brown,1610612739,CLE,1,1,0,3.0,0,0,0,0.0,1,0.0,0,0.0,0.0,1,0,1,0.0,1,1.0,0,1.0,12.3,1,0,1,0.0,2,0.5,0,0.5,12.3
1629636,Darius Garland,1610612746,LAC,32,17,15,957.0,15,6,9,0.4,45,0.333,0,0.333,11.6,66,14,52,0.212,125,0.528,14,0.595,10.6,81,20,61,0.247,167,0.485,14,0.529,10.8
1642357,David Jones Garcia,1610612759,SAS,7,5,2,53.0,4,3,1,0.75,7,0.571,1,0.667,13.1,9,4,5,0.444,13,0.692,1,0.75,6.4,13,7,6,0.538,20,0.65,2,0.722,8.5
1631223,David Roddy,1610612743,DEN,1,1,0,6.0,1,1,0,1.0,1,1.0,0,1.0,3.7,3,1,2,0.333,4,0.75,0,0.75,4.4,4,2,2,0.5,5,0.8,0,0.8,4.2
1630558,Davion Mitchell,1610612748,MIA,56,31,25,1582.0,26,8,18,0.308,66,0.394,3,0.413,19.1,132,27,103,0.205,258,0.512,28,0.574,9.4,158,35,121,0.222,322,0.491,31,0.543,11.0
1630549,Day'Ron Sharpe,1610612751,BKN,62,17,45,1160.0,171,122,49,0.713,393,0.435,10,0.446,4.3,242,85,157,0.351,383,0.632,44,0.714,4.1,413,207,206,0.501,750,0.551,54,0.593,4.2
1628368,De'Aaron Fox,1610612759,SAS,60,45,15,1884.0,36,9,26,0.25,88,0.409,1,0.414,15.4,196,21,173,0.107,314,0.624,23,0.674,9.0,232,30,199,0.129,396,0.586,24,0.624,10.0
1629631,De'Andre Hunter,1610612758,SAC,43,23,20,1139.0,30,12,18,0.4,89,0.337,4,0.353,11.6,155,43,111,0.277,268,0.578,28,0.646,5.8,185,55,129,0.297,345,0.536,32,0.591,6.7
1629001,De'Anthony Melton,1610612744,GSW,34,17,17,793.0,28,16,10,0.571,85,0.329,0,0.329,6.6,87,18,66,0.207,155,0.561,15,0.621,7.6,115,34,76,0.296,231,0.498,15,0.532,7.3
201599,DeAndre Jordan,1610612740,NOP,10,6,4,163.0,21,13,8,0.619,36,0.583,0,0.583,5.0,43,20,23,0.465,72,0.597,8,0.672,4.7,64,33,31,0.516,106,0.604,8,0.653,4.8
1630610,DeJon Jarreau,1610612763,MEM,3,1,2,57.0,5,2,3,0.4,10,0.5,0,0.5,10.3,11,2,9,0.182,20,0.55,2,0.611,6.0,16,4,12,0.25,28,0.571,2,0.615,7.3
201942,DeMar DeRozan,1610612758,SAC,65,15,50,2082.0,30,11,18,0.367,101,0.297,4,0.309,14.2,176,48,129,0.273,298,0.591,27,0.649,8.7,206,59,147,0.286,392,0.526,31,0.571,9.5
1629731,Dean Wade,1610612739,CLE,53,31,22,1217.0,49,24,25,0.49,140,0.35,9,0.374,8.6,185,42,143,0.227,339,0.546,43,0.625,6.4,234,66,168,0.282,470,0.498,52,0.56,6.8
1629028,Deandre Ayton,1610612747,LAL,60,38,22,1665.0,155,109,45,0.703,336,0.461,4,0.467,5.3,347,104,242,0.3,560,0.62,57,0.69,4.7,502,213,287,0.424,857,0.586,61,0.631,4.9
1627749,Dejounte Murray,1610612740,NOP,9,5,4,246.0,2,1,1,0.5,19,0.105,1,0.111,3.1,46,4,42,0.087,73,0.63,8,0.708,6.3,48,5,43,0.104,90,0.533,9,0.593,6.2
1630166,Deni Avdija,1610612757,POR,53,26,27,1802.0,60,28,33,0.467,195,0.308,8,0.321,10.9,316,62,254,0.196,533,0.593,55,0.661,5.5,376,90,287,0.239,694,0.542,63,0.596,6.4
203471,Dennis Schröder,1610612739,CLE,56,20,36,1421.0,25,2,23,0.08,67,0.373,2,0.385,21.1,138,27,110,0.196,243,0.568,23,0.627,8.9,163,29,133,0.178,308,0.529,25,0.576,10.8
1641726,Dereck Lively II,1610612742,DAL,7,3,4,115.0,14,11,3,0.786,33,0.424,0,0.424,4.2,23,5,18,0.217,46,0.5,8,0.605,3.9,37,16,21,0.432,77,0.481,8,0.536,4.0
1642852,Derik Queen,1610612740,NOP,70,25,45,1731.0,113,83,30,0.735,261,0.433,10,0.45,5.9,368,122,246,0.332,635,0.58,70,0.651,4.6,481,205,276,0.426,873,0.551,80,0.607,4.9
1627884,Derrick Jones Jr.,1610612746,LAC,37,18,19,1012.0,41,24,16,0.585,76,0.539,3,0.562,5.9,76,23,53,0.303,148,0.514,15,0.571,7.8,117,47,69,0.402,224,0.522,18,0.568,7.2
1628401,Derrick White,1610612738,BOS,66,44,22,2260.0,73,32,41,0.438,150,0.487,2,0.493,12.3,223,35,189,0.157,420,0.531,41,0.588,7.9,296,67,230,0.226,559,0.53,43,0.574,9.0
1630217,Desmond Bane,1610612753,ORL,67,36,31,2304.0,85,41,44,0.482,209,0.407,7,0.421,8.6,202,43,158,0.213,367,0.55,42,0.622,8.2,287,84,202,0.293,564,0.509,49,0.557,8.3
1626164,Devin Booker,1610612756,PHX,51,31,20,1716.0,41,22,19,0.537,128,0.32,6,0.336,10.9,172,38,131,0.221,308,0.558,33,0.625,8.4,213,60,150,0.282,433,0.492,39,0.541,8.9
1642269,Devin Carter,1610612758,SAC,23,4,19,369.0,22,9,13,0.409,43,0.512,2,0.537,7.9,48,8,40,0.167,77,0.623,5,0.667,7.4,70,17,53,0.243,119,0.588,7,0.625,7.6
1630170,Devin Vassell,1610612759,SAS,55,42,13,1694.0,28,9,19,0.321,58,0.483,4,0.519,15.4,183,35,148,0.191,306,0.598,18,0.635,7.6,211,44,167,0.209,357,0.591,22,0.63,8.6
1628415,Dillon Brooks,1610612756,PHX,49,29,20,1506.0,39,13,26,0.333,112,0.348,6,0.368,10.6,144,24,119,0.167,267,0.539,26,0.598,7.7,183,37,145,0.202,371,0.493,32,0.54,8.3
1641794,Dillon Jones,1610612752,NYK,3,2,1,19.0,2,0,2,0.0,2,1.0,0,1.0,26.0,4,0,4,0.0,8,0.5,0,0.5,5.2,6,0,6,0.0,10,0.6,0,0.6,12.1
1627734,Domantas Sabonis,1610612758,SAC,19,3,16,564.0,64,50,14,0.781,168,0.381,4,0.39,4.3,152,44,108,0.289,246,0.618,24,0.685,3.7,216,94,122,0.435,396,0.545,28,0.587,3.9
1631230,Dominick Barlow,1610612755,PHI,57,32,25,1402.0,112,64,48,0.571,210,0.533,5,0.546,6.2,163,51,112,0.313,303,0.538,26,0.588,5.9,275,115,160,0.418,506,0.543,31,0.579,6.0
1642270,Donovan Clingan,1610612757,POR,65,33,32,1774.0,298,219,79,0.735,581,0.513,17,0.528,4.4,458,171,286,0.373,794,0.577,77,0.639,3.9,756,390,365,0.516,1344,0.563,94,0.605,4.1
1628378,Donovan Mitchell,1610612739,CLE,60,37,23,2011.0,44,16,27,0.364,102,0.431,6,0.458,13.6,229,36,193,0.157,378,0.606,31,0.66,8.7,273,52,220,0.19,476,0.574,37,0.622,9.5
1628978,Donte DiVincenzo,1610612750,MIN,68,42,26,2100.0,64,29,35,0.453,128,0.5,8,0.533,11.9,239,46,192,0.192,392,0.61,38,0.675,8.7,303,75,227,0.248,514,0.589,46,0.647,9.4
1627827,Dorian Finney-Smith,1610612745,HOU,30,18,12,533.0,30,14,16,0.467,65,0.462,1,0.469,8.6,55,17,38,0.309,99,0.556,11,0.625,6.2,85,31,54,0.365,158,0.538,12,0.582,7.1
203926,Doug McDermott,1610612758,SAC,10,2,8,150.0,2,0,2,0.0,7,0.286,1,0.333,11.8,15,4,11,0.267,25,0.6,1,0.625,8.7,17,4,13,0.235,31,0.548,2,0.586,9.1
1642962,Drake Powell,1610612751,BKN,44,11,33,894.0,16,3,13,0.188,35,0.457,1,0.471,16.6,69,14,55,0.203,127,0.543,18,0.633,9.0,85,17,68,0.2,159,0.535,19,0.607,10.5
203110,Draymond Green,1610612744,GSW,56,27,29,1524.0,46,24,23,0.522,115,0.4,2,0.407,7.9,266,90,174,0.338,463,0.575,44,0.635,4.5,312,114,197,0.365,553,0.564,46,0.615,5.0
1629234,Drew Eubanks,1610612758,SAC,40,10,30,546.0,39,19,20,0.487,89,0.438,2,0.448,5.3,88,34,53,0.386,175,0.503,26,0.591,4.2,127,53,73,0.417,257,0.494,28,0.555,4.5
1641809,Drew Peterson,1610612766,CHA,5,1,4,58.0,3,1,2,0.333,7,0.429,0,0.429,11.7,6,1,5,0.167,12,0.5,1,0.545,5.3,9,2,7,0.222,17,0.529,1,0.563,7.4
1631166,Drew Timme,1610612747,LAL,14,9,5,170.0,9,7,2,0.778,16,0.563,0,0.563,9.6,18,3,15,0.167,37,0.486,6,0.581,7.6,27,10,17,0.37,53,0.509,6,0.574,8.3
1630696,Dru Smith,1610612748,MIA,56,30,26,991.0,61,30,31,0.492,131,0.466,11,0.508,10.6,111,24,86,0.216,204,0.544,20,0.603,9.8,172,54,117,0.314,331,0.52,31,0.573,10.1
1629130,Duncan Robinson,1610612765,DET,62,48,14,1716.0,26,7,18,0.269,48,0.542,0,0.542,12.0,153,30,123,0.196,253,0.605,17,0.648,9.3,179,37,141,0.207,298,0.601,17,0.637,9.7
1641871,Duop Reath,1610612757,POR,18,9,9,188.0,10,5,5,0.5,27,0.37,1,0.385,9.7,28,9,19,0.321,59,0.475,10,0.571,5.8,38,14,24,0.368,82,0.463,11,0.535,6.8
203939,Dwight Powell,1610612742,DAL,44,15,29,679.0,75,36,38,0.48,172,0.436,2,0.441,6.2,121,33,88,0.273,204,0.593,10,0.624,5.7,196,69,126,0.352,372,0.527,12,0.544,5.9
1642928,Dylan Cardwell,1610612758,SAC,32,9,23,662.0,98,66,32,0.673,200,0.49,8,0.51,5.5,146,50,96,0.342,239,0.611,19,0.664,4.8,244,116,128,0.475,425,0.574,27,0.613,5.1
1642844,Dylan Harper,1610612759,SAS,54,41,13,1209.0,38,23,15,0.605,90,0.422,5,0.447,8.0,151,39,112,0.258,239,0.632,11,0.662,8.0,189,62,127,0.328,321,0.589,16,0.62,8.0
1630700,Dyson Daniels,1610612737,ATL,65,37,28,2164.0,152,82,70,0.539,319,0.476,11,0.494,7.1,283,64,218,0.226,456,0.621,39,0.679,6.7,435,146,288,0.336,754,0.577,50,0.618,6.9
1630604,E.J. Liddell,1610612751,BKN,12,1,11,108.0,5,3,2,0.6,17,0.294,0,0.294,6.1,24,10,14,0.417,33,0.727,1,0.75,4.6,29,13,16,0.448,47,0.617,1,0.63,4.8
1642856,Egor Dëmin,1610612751,BKN,46,12,34,1184.0,21,4,17,0.19,53,0.396,2,0.412,16.6,144,31,113,0.215,230,0.626,18,0.679,7.6,165,35,130,0.212,274,0.602,20,0.65,8.7
1641989,Elijah Harkless,1610612762,UTA,15,4,11,302.0,6,1,5,0.167,12,0.5,1,0.545,8.2,29,8,21,0.276,57,0.509,5,0.558,7.1,35,9,26,0.257,66,0.53,6,0.583,7.3
1641801,Emanuel Miller,1610612759,SAS,3,0,3,19.0,1,1,0,1.0,2,0.5,0,0.5,2.3,2,1,1,0.5,4,0.5,1,0.667,3.0,3,2,1,0.667,6,0.5,1,0.6,2.8
1642402,Enrique Freeman,1610612750,MIN,2,1,1,8.0,0,0,0,0.0,0,0.0,0,0.0,0.0,3,1,2,0.333,4,0.75,1,1.0,4.8,3,1,2,0.333,4,0.75,1,1.0,4.8
201569,Eric Gordon,1610612755,PHI,1,0,1,22.0,1,0,1,0.0,1,1.0,0,1.0,6.3,1,0,1,0.0,1,1.0,0,1.0,11.1,2,0,2,0.0,2,1.0,0,1.0,8.7
1630679,Ethan Thompson,1610612754,IND,15,4,11,346.0,12,4,8,0.333,22,0.545,2,0.6,9.4,32,5,27,0.156,62,0.516,8,0.593,6.6,44,9,35,0.205,83,0.53,10,0.603,7.4
1630596,Evan Mobley,1610612739,CLE,55,33,22,1785.0,133,79,52,0.594,288,0.462,6,0.472,6.7,359,142,216,0.396,630,0.57,85,0.659,4.9,492,221,268,0.449,886,0.555,91,0.619,5.4
1630532,Franz Wagner,1610612753,ORL,27,16,11,870.0,41,19,22,0.463,81,0.506,1,0.513,11.8,120,20,100,0.167,182,0.659,14,0.714,7.6,161,39,122,0.242,249,0.647,15,0.688,8.7
1641713,GG Jackson,1610612763,MEM,41,13,28,919.0,40,22,18,0.55,98,0.408,5,0.43,7.4,156,32,124,0.205,253,0.617,25,0.684,5.0,196,54,142,0.276,332,0.59,30,0.649,5.5
1629216,Gabe Vincent,1610612737,ATL,25,16,9,450.0,12,0,12,0.0,20,0.6,2,0.667,17.4,25,6,19,0.24,55,0.455,5,0.5,11.6,37,6,31,0.162,74,0.5,7,0.552,13.5
202066,Garrett Temple,1610612761,TOR,6,4,2,24.0,1,1,0,1.0,2,0.5,0,0.5,3.5,5,2,3,0.4,8,0.625,0,0.625,7.9,6,3,3,0.5,10,0.6,0,0.6,7.2
1629726,Garrison Mathews,1610612754,IND,11,3,8,167.0,2,0,2,0.0,6,0.333,1,0.4,29.0,15,2,13,0.133,35,0.429,4,0.484,8.2,17,2,15,0.118,38,0.447,5,0.515,10.6
203914,Gary Harris,1610612749,MIL,29,11,18,452.0,13,6,7,0.462,28,0.464,1,0.481,10.4,43,7,36,0.163,72,0.597,6,0.652,9.4,56,13,43,0.232,95,0.589,7,0.636,9.6
1627780,Gary Payton II,1610612744,GSW,53,25,28,836.0,85,41,44,0.482,143,0.594,2,0.603,6.0,131,24,107,0.183,222,0.59,14,0.63,5.1,216,65,151,0.301,359,0.602,16,0.63,5.5
1629018,Gary Trent Jr.,1610612749,MIL,35,18,17,807.0,7,0,7,0.0,18,0.389,0,0.389,20.0,52,9,43,0.173,76,0.684,1,0.693,9.2,59,9,50,0.153,93,0.634,1,0.641,10.5
203507,Giannis Antetokounmpo,1610612749,MIL,36,17,19,1039.0,98,68,29,0.694,194,0.505,4,0.516,5.2,254,51,203,0.201,351,0.724,25,0.779,5.1,352,119,232,0.338,511,0.689,29,0.73,5.1
1629048,Goga Bitadze,1610612753,ORL,51,27,24,761.0,101,68,31,0.673,217,0.465,5,0.476,4.2,141,56,85,0.397,253,0.557,29,0.629,4.1,242,124,116,0.512,456,0.531,34,0.573,4.1
1641711,Gradey Dick,1610612761,TOR,55,32,23,870.0,38,16,22,0.421,82,0.463,3,0.481,10.2,95,23,71,0.242,161,0.59,15,0.651,8.6,133,39,93,0.293,240,0.554,18,0.599,9.0
1641761,Grant Nelson,1610612751,BKN,2,0,2,30.0,1,1,0,1.0,9,0.111,1,0.125,2.3,5,3,2,0.6,9,0.556,1,0.625,4.6,6,4,2,0.667,17,0.353,2,0.4,4.2
1629684,Grant Williams,1610612766,CHA,25,18,7,490.0,31,21,10,0.677,62,0.5,3,0.525,7.4,70,28,42,0.4,143,0.49,23,0.583,5.6,101,49,52,0.485,201,0.502,26,0.577,6.2
1628960,Grayson Allen,1610612756,PHX,41,21,20,1234.0,30,5,25,0.167,83,0.361,6,0.39,16.5,100,21,78,0.21,212,0.472,25,0.535,9.1,130,26,103,0.2,289,0.45,31,0.504,10.8
1627824,Guerschon Yabusele,1610612741,CHI,52,26,26,756.0,47,24,23,0.511,126,0.373,8,0.398,8.2,144,37,102,0.257,247,0.583,35,0.679,5.9,191,61,125,0.319,361,0.529,43,0.601,6.5
1630611,Gui Santos,1610612744,GSW,51,21,30,1057.0,63,34,28,0.54,153,0.412,6,0.429,7.8,155,36,116,0.232,275,0.564,26,0.622,5.7,218,70,144,0.321,415,0.525,32,0.569,6.3
203084,Harrison Barnes,1610612759,SAS,59,43,16,1588.0,56,19,38,0.339,117,0.479,2,0.487,13.3,133,45,89,0.338,229,0.581,16,0.624,7.5,189,64,127,0.339,338,0.559,18,0.591,9.2
1631127,Harrison Ingram,1610612759,SAS,2,1,1,9.0,3,1,2,0.333,3,1.0,0,1.0,7.3,0,0,0,0.0,0,0.0,0,0.0,0.0,3,1,2,0.333,3,1.0,0,1.0,7.3
1629312,Haywood Highsmith,1610612756,PHX,5,2,3,80.0,6,3,3,0.5,15,0.4,0,0.4,11.5,7,0,7,0.0,14,0.5,2,0.583,10.2,13,3,10,0.231,27,0.481,2,0.52,10.8
1630529,Herbert Jones,1610612740,NOP,47,21,26,1363.0,44,19,25,0.432,79,0.557,0,0.557,10.3,128,34,94,0.266,249,0.514,21,0.561,8.7,172,53,119,0.308,324,0.531,21,0.568,9.1
1642864,Hugo González,1610612738,BOS,57,38,19,928.0,58,27,31,0.466,147,0.395,4,0.406,7.9,163,29,134,0.178,277,0.588,25,0.647,5.7,221,56,165,0.253,410,0.539,29,0.58,6.3
1642282,Hunter Sallis,1610612755,PHI,1,1,0,4.0,0,0,0,0.0,0,0.0,0,0.0,0.0,1,0,1,0.0,2,0.5,0,0.5,10.7,1,0,1,0.0,2,0.5,0,0.5,10.7
1641816,Hunter Tyson,1610612743,DEN,18,12,6,150.0,4,2,2,0.5,21,0.19,0,0.19,8.1,32,10,22,0.313,47,0.681,5,0.762,5.1,36,12,24,0.333,63,0.571,5,0.621,5.4
1630193,Immanuel Quickley,1610612761,TOR,64,38,26,2084.0,35,4,31,0.114,101,0.347,3,0.357,12.9,228,28,200,0.123,390,0.585,35,0.642,8.7,263,32,231,0.122,479,0.549,38,0.596,9.3
1642403,Isaac Jones,1610612765,DET,2,2,0,19.0,2,1,1,0.5,5,0.4,0,0.4,6.1,2,0,2,0.0,3,0.667,1,1.0,4.8,4,1,3,0.25,7,0.571,1,0.667,5.4
1630171,Isaac Okoro,1610612741,CHI,51,21,30,1389.0,61,28,34,0.459,142,0.43,9,0.459,10.2,88,23,65,0.261,196,0.449,26,0.518,10.7,149,51,99,0.342,330,0.452,35,0.505,10.5
1642268,Isaiah Collier,1610612762,UTA,52,15,37,1374.0,21,5,16,0.238,72,0.292,0,0.292,15.9,129,25,103,0.194,224,0.576,22,0.639,8.7,150,30,119,0.2,293,0.512,22,0.554,9.7
1642384,Isaiah Crawford,1610612745,HOU,5,2,3,53.0,2,2,0,1.0,7,0.286,0,0.286,3.5,8,3,5,0.375,11,0.727,0,0.727,6.7,10,5,5,0.5,17,0.588,0,0.588,6.1
1628392,Isaiah Hartenstein,1610612760,OKC,38,31,7,951.0,118,80,38,0.678,277,0.426,11,0.444,5.1,233,75,158,0.322,385,0.605,47,0.689,4.8,351,155,196,0.442,643,0.546,58,0.6,4.9
1630543,Isaiah Jackson,1610612746,LAC,47,13,34,825.0,107,74,32,0.692,232,0.461,6,0.473,4.5,163,56,108,0.344,291,0.56,22,0.606,4.6,270,130,140,0.481,508,0.531,28,0.563,4.6
1630198,Isaiah Joe,1610612760,OKC,57,44,13,1249.0,30,6,24,0.2,75,0.4,5,0.429,13.9,134,26,108,0.194,257,0.521,35,0.604,8.3,164,32,132,0.195,321,0.511,40,0.584,9.3
1630587,Isaiah Livers,1610612756,PHX,26,16,10,305.0,19,8,11,0.421,46,0.413,5,0.463,7.8,41,14,27,0.341,67,0.612,4,0.651,6.9,60,22,38,0.367,108,0.556,9,0.606,7.2
1641815,Isaiah Stevens,1610612758,SAC,2,0,2,39.0,2,0,2,0.0,3,0.667,0,0.667,14.6,1,0,1,0.0,3,0.333,1,0.5,27.1,3,0,3,0.0,6,0.5,1,0.6,18.7
1630191,Isaiah Stewart,1610612765,DET,54,38,16,1262.0,92,48,40,0.522,232,0.397,7,0.409,5.9,189,62,125,0.328,361,0.524,37,0.583,5.8,281,110,165,0.391,567,0.496,44,0.537,5.9
1627826,Ivica Zubac,1610612754,IND,48,17,31,1447.0,162,138,24,0.852,361,0.449,7,0.458,3.7,347,129,218,0.372,574,0.605,61,0.676,4.3,509,267,242,0.525,920,0.553,68,0.597,4.1
1631120,JD Davison,1610612745,HOU,12,8,4,126.0,2,2,0,1.0,9,0.222,1,0.25,5.8,21,2,19,0.095,35,0.6,3,0.656,7.1,23,4,19,0.174,44,0.523,4,0.575,7.0
1629630,Ja Morant,1610612763,MEM,19,7,12,541.0,8,4,4,0.5,34,0.235,4,0.267,8.8,57,6,50,0.105,83,0.687,8,0.76,7.3,65,10,54,0.154,116,0.56,12,0.625,7.5
1642266,Ja'Kobe Walter,1610612761,TOR,48,30,18,970.0,42,21,21,0.5,102,0.412,3,0.424,8.4,95,20,74,0.211,176,0.54,15,0.59,7.9,137,41,95,0.299,276,0.496,18,0.531,8.0
1631095,Jabari Smith Jr.,1610612745,HOU,63,38,25,2196.0,91,53,38,0.582,224,0.406,7,0.419,8.9,333,95,238,0.285,529,0.629,37,0.677,5.5,424,148,276,0.349,718,0.591,44,0.629,6.2
1631133,Jabari Walker,1610612755,PHI,49,25,24,668.0,64,42,22,0.656,158,0.405,4,0.416,5.0,112,34,78,0.304,196,0.571,18,0.629,4.9,176,76,100,0.432,339,0.519,22,0.555,4.9
1631210,Jacob Toppin,1610612737,ATL,1,1,0,3.0,0,1,0,0.0,1,0.0,0,0.0,3.5,1,0,1,0.0,1,1.0,0,1.0,2.6,1,1,1,1.0,2,0.5,0,0.5,3.1
1630702,Jaden Hardy,1610612764,WAS,40,9,31,627.0,14,4,10,0.286,30,0.467,3,0.519,14.9,58,10,48,0.172,108,0.537,12,0.604,9.3,72,14,58,0.194,136,0.529,15,0.595,10.4
1631093,Jaden Ivey,1610612741,CHI,32,21,11,599.0,24,8,16,0.333,61,0.393,3,0.414,12.9,67,15,52,0.224,113,0.593,9,0.644,9.9,91,23,68,0.253,173,0.526,12,0.565,10.7
1630183,Jaden McDaniels,1610612750,MIN,66,39,27,2098.0,72,23,49,0.319,146,0.493,2,0.5,10.1,212,50,162,0.236,409,0.518,49,0.589,6.8,284,73,211,0.257,538,0.528,51,0.583,7.7
1630256,Jae'Sean Tate,1610612745,HOU,22,17,5,230.0,22,12,10,0.545,45,0.489,1,0.5,7.1,25,7,18,0.28,53,0.472,6,0.532,6.5,47,19,28,0.404,97,0.485,7,0.522,6.8
1642942,Jahmai Mashack,1610612763,MEM,20,6,14,440.0,18,14,4,0.778,54,0.333,4,0.36,6.5,34,7,27,0.206,92,0.37,10,0.415,8.6,52,21,31,0.404,144,0.361,14,0.4,7.9
1642443,Jahmir Young,1610612748,MIA,4,3,1,33.0,2,1,1,0.5,3,0.667,0,0.667,21.8,2,0,2,0.0,3,0.667,0,0.667,6.6,4,1,3,0.25,6,0.667,0,0.667,14.2
1643141,Jahmyl Telfort,1610612746,LAC,3,0,3,17.0,0,0,0,0.0,0,0.0,0,0.0,0.0,3,0,3,0.0,3,1.0,0,1.0,11.9,3,0,3,0.0,3,1.0,0,1.0,11.9
1631170,Jaime Jaquez Jr.,1610612748,MIA,62,36,26,1776.0,83,42,41,0.506,229,0.362,9,0.377,9.5,246,48,198,0.195,435,0.566,48,0.636,7.1,329,90,239,0.274,638,0.516,57,0.566,7.7
1631222,Jake LaRavia,1610612747,LAL,65,43,22,1635.0,103,57,45,0.553,211,0.488,5,0.5,6.7,170,46,123,0.271,309,0.55,28,0.605,8.2,273,103,168,0.377,513,0.532,33,0.569,7.6
1627751,Jakob Poeltl,1610612761,TOR,31,19,12,800.0,88,67,21,0.761,193,0.456,8,0.476,4.8,159,69,90,0.434,274,0.58,31,0.654,4.2,247,136,111,0.551,454,0.544,39,0.595,4.4
1628973,Jalen Brunson,1610612752,NYK,61,42,19,2164.0,29,6,23,0.207,87,0.333,6,0.358,16.7,191,29,162,0.152,339,0.563,38,0.635,8.9,220,35,185,0.159,426,0.516,44,0.576,9.9
1631105,Jalen Duren,1610612765,DET,58,41,17,1625.0,226,151,76,0.668,522,0.433,20,0.45,4.7,393,133,260,0.338,679,0.579,67,0.642,4.1,619,284,336,0.459,1159,0.534,87,0.577,4.3
1630224,Jalen Green,1610612756,PHX,22,12,10,561.0,9,2,7,0.222,39,0.231,0,0.231,7.5,70,12,57,0.171,107,0.654,10,0.722,7.4,79,14,64,0.177,144,0.549,10,0.59,7.4
1630552,Jalen Johnson,1610612737,ATL,62,36,26,2187.0,91,45,45,0.495,267,0.341,10,0.354,7.9,557,152,406,0.273,798,0.698,56,0.751,5.2,648,197,451,0.304,1004,0.645,66,0.691,5.6
1629618,Jalen Pickett,1610612743,DEN,34,21,13,659.0,18,7,11,0.389,53,0.34,3,0.36,13.9,89,19,69,0.213,142,0.627,14,0.695,8.1,107,26,80,0.243,190,0.563,17,0.618,9.1
1641771,Jalen Slawson,1610612754,IND,5,0,5,128.0,4,3,1,0.75,10,0.4,1,0.444,3.9,19,4,15,0.211,37,0.514,6,0.613,6.1,23,7,16,0.304,45,0.511,7,0.605,5.7
1630188,Jalen Smith,1610612741,CHI,50,25,25,1051.0,97,67,30,0.691,193,0.503,4,0.513,5.9,251,92,159,0.367,419,0.599,47,0.675,4.3,348,159,189,0.457,594,0.586,51,0.641,4.7
1630591,Jalen Suggs,1610612753,ORL,45,27,18,1212.0,30,10,20,0.333,61,0.492,1,0.5,10.6,145,23,122,0.159,250,0.58,23,0.639,8.1,175,33,142,0.189,302,0.579,24,0.629,8.5
1631114,Jalen Williams,1610612760,OKC,25,18,7,725.0,17,6,11,0.353,55,0.309,2,0.321,10.0,104,32,72,0.308,165,0.63,14,0.689,6.9,121,38,83,0.314,214,0.565,16,0.611,7.3
1630592,Jalen Wilson,1610612751,BKN,32,5,27,544.0,9,4,5,0.444,33,0.273,3,0.3,9.8,65,20,45,0.308,110,0.591,10,0.65,8.2,74,24,50,0.324,142,0.521,13,0.574,8.4
1631288,Jamal Cain,1610612753,ORL,13,5,8,150.0,10,7,3,0.7,28,0.357,2,0.385,7.7,19,4,15,0.211,35,0.543,6,0.655,6.3,29,11,18,0.379,61,0.475,8,0.547,6.8
1627750,Jamal Murray,1610612743,DEN,63,36,27,2229.0,28,10,18,0.357,97,0.289,3,0.298,11.3,259,55,201,0.212,422,0.614,43,0.683,7.1,287,65,219,0.226,504,0.569,46,0.627,7.5
1642347,Jamal Shead,1610612761,TOR,58,34,24,1296.0,22,7,15,0.318,64,0.344,3,0.361,12.5,105,21,85,0.2,207,0.507,23,0.571,9.9,127,28,100,0.22,268,0.474,26,0.525,10.4
1631123,Jamaree Bouyea,1610612756,PHX,29,14,15,483.0,15,4,11,0.267,43,0.349,1,0.357,12.0,52,10,42,0.192,93,0.559,11,0.634,7.7,67,14,53,0.209,133,0.504,12,0.554,8.7
