PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_PTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
1630591,Jalen Suggs,1610612753,ORL,46,27,19,1234.0,2067,2101,241,30,34,373,594,297,0.117,0.144
1631114,Jalen Williams,1610612760,OKC,26,19,7,755.0,959,1107,141,7,4,229,362,151,0.147,0.157
1630592,Jalen Wilson,1610612751,BKN,45,8,37,638.0,573,603,27,6,3,72,82,36,0.047,0.063
1631288,Jamal Cain,1610612753,ORL,27,15,12,215.0,153,163,11,1,0,17,27,12,0.072,0.078
1627750,Jamal Murray,1610612743,DEN,65,38,27,2273.0,3281,4040,464,57,78,840,1219,598,0.141,0.182
1642347,Jamal Shead,1610612761,TOR,68,39,29,1494.0,2647,2719,347,44,41,642,889,433,0.131,0.164
1631123,Jamaree Bouyea,1610612756,PHX,36,18,18,527.0,724,748,62,1,5,115,163,68,0.086,0.094
201935,James Harden,1610612739,CLE,60,33,27,2097.0,2989,3767,481,43,53,809,1236,577,0.161,0.193
1630164,James Wiseman,1610612754,IND,4,0,4,58.0,43,34,3,0,0,5,8,3,0.07,0.07
1642364,Jamir Watkins,1610612764,WAS,37,9,28,699.0,583,488,42,3,5,66,111,50,0.072,0.086
1642419,Jamison Battle,1610612761,TOR,50,29,21,440.0,331,278,19,3,4,32,49,26,0.057,0.079
1641716,Jarace Walker,1610612754,IND,69,14,55,1765.0,1954,1843,166,16,24,304,425,206,0.085,0.105
1642272,Jared McCain,1610612760,OKC,55,37,18,958.0,1146,1195,77,10,14,152,211,101,0.067,0.088
1628991,Jaren Jackson Jr.,1610612762,UTA,48,19,29,1455.0,1396,1662,94,10,16,196,258,120,0.067,0.086
1629020,Jarred Vanderbilt,1610612747,LAL,55,33,22,978.0,952,597,68,5,7,114,168,80,0.071,0.084
1628386,Jarrett Allen,1610612739,CLE,51,33,18,1405.0,1267,1249,97,12,11,146,258,120,0.077,0.095
1642859,Jase Richardson,1610612753,ORL,46,21,25,519.0,581,612,51,8,4,87,131,63,0.088,0.108
1642914,Javon Small,1610612763,MEM,33,12,21,626.0,926,1033,123,8,5,197,319,136,0.133,0.147
1631451,Javonte Cooke,1610612757,POR,19,6,13,94.0,117,115,7,1,0,13,15,8,0.06,0.068
1629750,Javonte Green,1610612765,DET,69,50,19,1224.0,1223,944,46,8,10,101,115,63,0.038,0.052
1629637,Jaxson Hayes,1610612747,LAL,58,38,20,1019.0,820,653,52,3,4,86,137,59,0.063,0.072
1630643,Jay Huff,1610612754,IND,70,15,55,1448.0,1361,1436,92,5,14,142,237,111,0.068,0.082
1627759,Jaylen Brown,1610612738,BOS,62,40,22,2116.0,2286,3242,319,22,43,575,845,384,0.14,0.168
1641740,Jaylen Clark,1610612750,MIN,60,35,25,749.0,408,419,32,3,6,55,82,41,0.078,0.1
1642377,Jaylen Wells,1610612763,MEM,66,24,42,1756.0,1214,1642,108,3,23,194,274,134,0.089,0.11
1631119,Jaylin Williams,1610612760,OKC,55,45,10,1120.0,1935,1399,140,3,5,217,346,146,0.072,0.075
1642281,Jaylon Tyson,1610612739,CLE,64,40,24,1727.0,1758,1859,141,9,24,244,372,174,0.08,0.099
1643257,Jayson Kent,1610612757,POR,1,1,0,3.0,2,1,0,0,0,0,0,0,0.0,0.0
1628369,Jayson Tatum,1610612738,BOS,6,5,1,176.0,264,229,24,2,3,51,62,29,0.091,0.11
201145,Jeff Green,1610612745,HOU,25,17,8,134.0,73,95,4,0,0,7,10,4,0.055,0.055
203924,Jerami Grant,1610612757,POR,54,25,29,1610.0,1527,1871,121,9,12,239,323,142,0.079,0.093
1642847,Jeremiah Fears,1610612740,NOP,71,25,46,1774.0,2688,3005,228,22,31,379,581,282,0.085,0.105
1630526,Jeremiah Robinson-Earl,1610612742,DAL,22,8,14,361.0,356,199,15,0,3,31,34,17,0.042,0.048
1631110,Jeremy Sochan,1610612752,NYK,39,27,12,416.0,447,381,33,3,2,71,88,37,0.074,0.083
1630579,Jericho Sims,1610612749,MIL,54,21,33,956.0,1088,702,59,0,8,89,152,67,0.054,0.062
1641724,Jett Howard,1610612753,ORL,47,25,22,598.0,396,510,40,6,4,78,104,50,0.101,0.126
1628975,Jevon Carter,1610612753,ORL,40,19,21,608.0,812,844,64,6,11,106,159,77,0.079,0.095
202710,Jimmy Butler III,1610612744,GSW,38,23,15,1182.0,1722,1811,185,18,31,408,509,234,0.107,0.136
1642866,Joan Beringer,1610612750,MIN,32,17,15,218.0,170,130,8,0,3,11,21,11,0.047,0.065
1629111,Jock Landale,1610612737,ATL,62,31,31,1370.0,1348,1283,102,8,16,175,274,125,0.076,0.093
204060,Joe Ingles,1610612750,MIN,24,12,12,98.0,136,107,20,1,1,30,47,21,0.147,0.154
203954,Joel Embiid,1610612755,PHI,33,21,12,1029.0,1415,1696,130,18,15,245,352,163,0.092,0.115
1628381,John Collins,1610612746,LAC,58,25,33,1596.0,1408,1146,59,3,11,98,153,73,0.042,0.052
1629723,John Konchar,1610612762,UTA,44,17,27,759.0,876,559,67,6,12,135,177,85,0.076,0.097
1642967,John Poulakidas,1610612742,DAL,3,1,2,47.0,38,27,2,0,1,4,5,3,0.053,0.079
1642910,John Tonje,1610612738,BOS,3,3,0,11.0,11,10,1,0,0,1,3,1,0.091,0.091
1641780,Johni Broome,1610612755,PHI,11,5,6,55.0,66,57,4,0,2,7,8,6,0.061,0.091
1642277,Johnny Furphy,1610612754,IND,35,10,25,643.0,748,522,41,2,3,60,99,46,0.055,0.061
1630548,Johnny Juzang,1610612750,MIN,21,13,8,88.0,72,74,6,2,0,9,19,8,0.083,0.111
202685,Jonas Valančiūnas,1610612743,DEN,58,35,23,773.0,1056,955,68,7,3,93,177,78,0.064,0.074
1628371,Jonathan Isaac,1610612753,ORL,52,29,23,521.0,447,272,22,3,4,35,60,29,0.049,0.065
1630228,Jonathan Kuminga,1610612737,ATL,26,15,11,612.0,773,769,66,5,6,127,173,77,0.085,0.1
1642367,Jonathan Mogbo,1610612761,TOR,29,13,16,169.0,180,102,13,1,0,22,32,14,0.072,0.078
203903,Jordan Clarkson,1610612752,NYK,60,37,23,1078.0,815,1039,75,4,10,132,202,89,0.092,0.109
1630692,Jordan Goodwin,1610612756,PHX,60,34,26,1339.0,1736,1412,130,17,21,225,333,167,0.075,0.096
1641722,Jordan Hawkins,1610612740,NOP,43,12,31,517.0,414,430,27,3,7,46,69,37,0.065,0.089
1629162,Jordan McLaughlin,1610612759,SAS,36,30,6,221.0,383,379,31,5,7,74,85,43,0.081,0.112
1641757,Jordan Miller,1610612746,LAC,49,29,20,1063.0,1124,1099,104,11,16,177,283,131,0.093,0.117
1629673,Jordan Poole,1610612740,NOP,35,15,20,843.0,1030,1348,106,16,14,189,273,136,0.103,0.132
1641775,Jordan Walsh,1610612738,BOS,58,38,20,998.0,763,568,43,3,3,83,121,49,0.056,0.064
1630631,Jose Alvarado,1610612752,NYK,59,22,37,1202.0,1957,1986,200,17,17,322,502,233,0.102,0.119
1630581,Josh Giddey,1610612741,CHI,48,20,28,1533.0,3435,3347,433,34,49,800,1125,514,0.126,0.15
1630182,Josh Green,1610612766,CHA,46,29,17,765.0,481,389,42,1,6,66,104,49,0.087,0.102
1628404,Josh Hart,1610612752,NYK,56,37,19,1678.0,2617,2131,283,19,30,462,745,333,0.108,0.127
1631169,Josh Minott,1610612751,BKN,42,22,20,665.0,460,402,39,3,1,63,104,43,0.085,0.093
1629006,Josh Okogie,1610612745,HOU,65,39,26,1199.0,881,710,56,5,13,104,139,74,0.064,0.084
201950,Jrue Holiday,1610612757,POR,41,20,21,1186.0,2038,2265,255,34,20,515,671,309,0.125,0.152
1630577,Julian Champagnie,1610612759,SAS,70,52,18,1949.0,1934,1627,105,19,21,194,294,145,0.054,0.075
1641763,Julian Phillips,1610612750,MIN,42,16,26,363.0,196,172,8,0,2,15,18,10,0.041,0.051
1642882,Julian Reese,1610612764,WAS,5,0,5,148.0,134,104,9,1,2,20,21,12,0.067,0.09
1631124,Julian Strawther,1610612743,DEN,46,27,19,691.0,629,703,47,8,7,96,130,62,0.075,0.099
203944,Julius Randle,1610612750,MIN,70,43,27,2309.0,2693,3297,359,25,32,597,956,414,0.133,0.154
1630551,Justin Champagnie,1610612764,WAS,60,13,47,1167.0,1228,824,68,1,5,92,172,73,0.055,0.059
1642348,Justin Edwards,1610612755,PHI,52,30,22,794.0,828,809,68,6,6,94,189,80,0.082,0.097
203994,Jusuf Nurkić,1610612762,UTA,41,14,27,1083.0,1832,1508,196,18,8,311,500,221,0.107,0.121
1642354,KJ Simpson,1610612743,DEN,17,7,10,246.0,393,421,43,2,1,70,113,46,0.109,0.117
1642955,Kadary Richmond,1610612764,WAS,3,2,1,67.0,63,52,8,2,0,10,21,10,0.127,0.159
1642880,Kam Jones,1610612754,IND,30,4,26,463.0,722,744,80,2,11,171,205,92,0.111,0.127
1626157,Karl-Anthony Towns,1610612752,NYK,65,42,23,2031.0,2055,2215,188,10,22,275,458,220,0.091,0.107
1631255,Karlo Matković,1610612740,NOP,57,24,33,828.0,674,536,48,1,4,82,124,53,0.071,0.079
1642857,Kasparas Jakučionis,1610612748,MIA,43,24,19,764.0,1118,1008,104,7,13,185,266,123,0.093,0.11
202695,Kawhi Leonard,1610612746,LAC,54,30,24,1742.0,1684,2334,196,11,51,375,511,258,0.116,0.153
1630811,Keaton Wallace,1610612737,ATL,47,27,20,478.0,880,957,83,5,16,174,210,102,0.094,0.116
1631099,Keegan Murray,1610612758,SAC,23,5,18,793.0,680,616,38,10,2,81,104,50,0.056,0.074
1642276,Kel'el Ware,1610612748,MIA,65,34,31,1480.0,1351,859,37,4,9,57,103,50,0.027,0.037
1629640,Keldon Johnson,1610612759,SAS,70,52,18,1621.0,1729,1426,90,13,14,180,241,117,0.052,0.068
203482,Kelly Olynyk,1610612759,SAS,37,28,9,336.0,467,401,44,5,2,76,113,51,0.094,0.109
1626162,Kelly Oubre Jr.,1610612755,PHI,41,22,19,1330.0,1346,1237,71,4,11,108,172,86,0.053,0.064
1629026,Kenrich Williams,1610612760,OKC,46,33,13,731.0,700,596,65,3,6,107,171,74,0.093,0.106
203484,Kentavious Caldwell-Pope,1610612763,MEM,51,20,31,1088.0,1563,1442,139,18,18,246,367,175,0.089,0.112
1631165,Keon Ellis,1610612739,CLE,61,23,38,1200.0,1060,948,56,6,9,110,155,71,0.053,0.067
1642352,Keshad Johnson,1610612748,MIA,25,13,12,203.0,250,210,3,2,6,25,10,11,0.012,0.044
1642933,Keshon Gilbert,1610612737,ATL,3,0,3,48.0,40,32,3,0,0,5,7,3,0.075,0.075
201142,Kevin Durant,1610612745,HOU,65,38,27,2373.0,2514,3383,288,54,62,564,737,403,0.115,0.16
1628989,Kevin Huerter,1610612765,DET,58,32,26,1278.0,1533,1416,142,12,26,235,357,180,0.093,0.117
201567,Kevin Love,1610612762,UTA,37,10,27,613.0,857,597,67,6,4,89,170,77,0.078,0.09
1641755,Kevin McCullar Jr.,1610612752,NYK,20,11,9,130.0,164,135,19,0,2,27,48,21,0.116,0.128
1629645,Kevin Porter Jr.,1610612749,MIL,38,18,20,1261.0,2240,2537,280,25,31,522,731,336,0.125,0.15
1626172,Kevon Looney,1610612740,NOP,18,2,16,251.0,340,238,25,1,1,43,67,27,0.074,0.079
1641718,Keyonte George,1610612762,UTA,54,16,38,1786.0,2920,3505,332,29,48,604,841,409,0.114,0.14
1642863,Khaman Maluach,1610612756,PHX,35,17,18,260.0,218,155,6,0,0,9,16,6,0.028,0.028
203114,Khris Middleton,1610612742,DAL,52,16,36,1252.0,1064,1325,155,26,21,303,393,194,0.146,0.182
1630165,Killian Hayes,1610612758,SAC,12,6,6,210.0,351,352,45,3,1,63,111,49,0.128,0.14
202691,Klay Thompson,1610612742,DAL,60,18,42,1315.0,752,1236,81,18,8,152,213,106,0.108,0.141
1641738,Kobe Brown,1610612754,IND,51,15,36,707.0,743,638,49,6,5,86,123,59,0.066,0.079
1641723,Kobe Bufkin,1610612747,LAL,11,7,4,90.0,96,118,5,0,1,8,13,6,0.052,0.063
1642920,Kobe Sanders,1610612746,LAC,58,30,28,1192.0,1195,1230,96,10,16,177,252,122,0.08,0.102
1642886,Koby Brea,1610612756,PHX,5,1,4,23.0,26,26,3,0,0,6,8,3,0.115,0.115
1642851,Kon Knueppel,1610612766,CHA,69,36,33,2189.0,2327,2529,234,27,48,445,626,309,0.101,0.133
1627739,Kris Dunn,1610612746,LAC,70,34,36,1931.0,3020,2642,254,25,30,428,644,309,0.084,0.102
1631200,Kris Murray,1610612757,POR,45,20,25,1069.0,619,531,54,8,4,105,141,65,0.087,0.105
204001,Kristaps Porziņģis,1610612744,GSW,23,10,13,544.0,517,682,62,3,2,84,157,67,0.12,0.13
203937,Kyle Anderson,1610612750,MIN,32,10,22,625.0,833,646,88,5,4,133,215,97,0.106,0.116
1642271,Kyle Filipowski,1610612762,UTA,68,21,47,1558.0,1903,1441,161,12,15,269,402,188,0.085,0.099
1628398,Kyle Kuzma,1610612749,MIL,64,27,37,1691.0,1910,1787,166,12,25,308,435,203,0.087,0.106
200768,Kyle Lowry,1610612755,PHI,11,6,5,99.0,127,107,11,0,2,20,29,13,0.087,0.102
1642273,Kyshawn George,1610612764,WAS,48,10,38,1391.0,1965,1944,214,19,29,389,546,262,0.109,0.133
1643018,LJ Cryer,1610612744,GSW,9,3,6,116.0,145,178,5,0,3,20,13,8,0.034,0.055
1630163,LaMelo Ball,1610612766,CHA,60,33,27,1654.0,2917,3554,428,38,49,711,1131,513,0.147,0.176
1642950,Lachlan Olbrich,1610612741,CHI,26,7,19,164.0,228,176,17,1,3,33,49,21,0.075,0.092
1629013,Landry Shamet,1610612752,NYK,45,29,16,1038.0,834,956,66,2,7,118,177,76,0.079,0.091
1626204,Larry Nance Jr.,1610612739,CLE,29,21,8,353.0,331,285,27,2,2,53,73,31,0.082,0.094
1628374,Lauri Markkanen,1610612762,UTA,42,17,25,1443.0,1181,1446,89,3,10,160,232,102,0.075,0.086
1643133,Lawson Lovering,1610612763,MEM,2,1,1,49.0,30,19,3,0,1,2,7,4,0.1,0.133
2544,LeBron James,1610612747,LAL,49,31,18,1635.0,2290,2725,337,27,26,568,847,390,0.147,0.17
1641778,Leaky Black,1610612764,WAS,5,0,5,159.0,135,83,7,0,0,19,19,7,0.052,0.052
1631159,Leonard Miller,1610612741,CHI,34,15,19,387.0,410,271,19,1,2,26,47,22,0.046,0.054
1642862,Liam McNeeley,1610612766,CHA,28,10,18,342.0,308,242,23,1,5,26,61,29,0.075,0.094
1630322,Lindy Waters III,1610612759,SAS,35,26,9,245.0,251,252,16,3,3,41,44,22,0.064,0.088
1628366,Lonzo Ball,1610612739,CLE,35,19,16,728.0,1361,1068,136,12,19,226,352,167,0.1,0.123
1629652,Luguentz Dort,1610612760,OKC,58,45,13,1612.0,1128,1185,73,8,19,135,196,100,0.065,0.089
1629029,Luka Dončić,1610612747,LAL,58,39,19,2076.0,3139,3949,487,50,74,798,1211,611,0.155,0.195
1630568,Luka Garza,1610612738,BOS,59,39,20,923.0,936,741,55,0,7,82,138,62,0.059,0.066
1628379,Luke Kennard,1610612747,LAL,66,37,29,1373.0,1290,1284,131,12,21,238,344,164,0.102,0.127
1628436,Luke Kornet,1610612759,SAS,59,44,15,1244.0,1249,894,106,4,13,160,268,123,0.085,0.098
1631247,Luke Travers,1610612739,CLE,12,6,6,103.0,115,85,9,0,2,13,21,11,0.078,0.096
1630644,Mac McClung,1610612741,CHI,4,0,4,47.0,70,77,2,0,1,8,5,3,0.029,0.043
1641869,Malachi Smith,1610612751,BKN,3,0,3,45.0,60,58,5,1,0,10,14,6,0.083,0.1
1631103,Malaki Branham,1610612764,WAS,28,7,21,275.0,311,285,23,4,3,54,61,30,0.074,0.096
1642502,Malevy Leons,1610612744,GSW,16,5,11,146.0,146,114,9,0,3,18,22,12,0.062,0.082
1628370,Malik Monk,1610612758,SAC,53,15,38,1165.0,1261,1610,141,14,12,258,351,166,0.112,0.132
1630699,MarJon Beauchamp,1610612755,PHI,7,2,5,120.0,101,101,9,2,0,17,23,11,0.089,0.109
1631204,Marcus Sasser,1610612765,DET,28,20,8,352.0,454,532,58,5,4,94,151,67,0.128,0.148
203935,Marcus Smart,1610612747,LAL,59,38,21,1694.0,1950,2081,167,21,19,269,416,207,0.086,0.106
1641813,Mark Sears,1610612749,MIL,7,1,6,26.0,29,50,2,0,1,5,5,3,0.069,0.103
1631109,Mark Williams,1610612756,PHX,56,33,23,1322.0,1384,1010,56,5,3,92,148,63,0.04,0.046
1628963,Marvin Bagley III,1610612742,DAL,52,14,38,1035.0,1118,874,71,6,6,116,190,83,0.064,0.074
203486,Mason Plumlee,1610612759,SAS,17,8,9,139.0,174,98,17,3,2,24,50,22,0.098,0.126
1641824,Matas Buzelis,1610612741,CHI,69,27,42,2004.0,2379,2333,141,7,24,264,357,172,0.059,0.072
1629680,Matisse Thybulle,1610612757,POR,18,9,9,224.0,226,178,16,0,3,26,40,19,0.071,0.084
1631108,Max Christie,1610612742,DAL,65,21,44,1917.0,1752,1805,134,14,18,215,335,162,0.076,0.092
1642917,Max Shulga,1610612738,BOS,5,4,1,8.0,9,11,1,0,0,2,2,1,0.111,0.111
1629622,Max Strus,1610612739,CLE,3,2,1,70.0,88,66,6,0,0,8,14,6,0.068,0.068
1628467,Maxi Kleber,1610612747,LAL,35,16,19,383.0,329,232,22,1,0,36,61,23,0.067,0.07
1642875,Maxime Raynaud,1610612758,SAC,62,17,45,1574.0,1884,1254,78,6,5,124,192,89,0.041,0.047
1642877,Micah Peavy,1610612740,NOP,52,16,36,706.0,511,446,48,6,9,84,125,64,0.094,0.125
1630695,Micah Potter,1610612754,IND,35,7,28,652.0,721,605,50,4,6,64,130,60,0.069,0.083
1629008,Michael Porter Jr.,1610612751,BKN,52,14,38,1689.0,1832,2096,158,12,17,259,386,186,0.086,0.102
1628969,Mikal Bridges,1610612752,NYK,70,45,25,2334.0,2916,2851,270,16,45,429,726,330,0.093,0.113
201144,Mike Conley,1610612750,MIN,47,29,18,838.0,1487,1452,134,16,19,226,349,169,0.09,0.114
1628970,Miles Bridges,1610612766,CHA,65,34,31,2057.0,2250,2461,214,12,27,389,592,253,0.095,0.112
1642939,Miles Kelly,1610612742,DAL,14,7,7,134.0,100,111,12,0,2,16,32,14,0.12,0.14
1630540,Miles McBride,1610612752,NYK,35,22,13,981.0,1291,1279,97,10,19,182,260,126,0.075,0.098
1629011,Mitchell Robinson,1610612752,NYK,51,34,17,992.0,693,405,49,5,8,69,134,63,0.071,0.091
1628964,Mo Bamba,1610612762,UTA,4,3,1,44.0,47,21,1,1,1,3,5,3,0.021,0.064
1642885,Mohamed Diawara,1610612752,NYK,59,36,23,505.0,563,524,37,0,5,73,100,42,0.066,0.075
1628420,Monte Morris,1610612754,IND,6,0,6,65.0,124,123,9,1,1,27,24,11,0.073,0.089
1629021,Moritz Wagner,1610612753,ORL,29,17,12,383.0,392,404,23,1,5,36,53,27,0.059,0.069
1630541,Moses Moody,1610612744,GSW,59,29,30,1506.0,1153,1464,95,7,18,193,248,119,0.082,0.103
1631243,Mouhamed Gueye,1610612737,ATL,65,36,29,994.0,867,613,56,3,3,103,151,62,0.065,0.072
1630619,Moussa Cisse,1610612742,DAL,34,10,24,425.0,320,196,8,1,2,20,20,11,0.025,0.034
1631217,Moussa Diabaté,1610612766,CHA,62,33,29,1603.0,1777,1131,115,9,18,174,315,143,0.065,0.08
1626167,Myles Turner,1610612749,MIL,64,26,38,1748.0,1304,1496,97,7,15,143,258,119,0.074,0.091
1642066,Myron Gardner,1610612748,MIA,37,22,15,349.0,446,311,36,4,9,76,102,49,0.081,0.11
1642368,N'Faly Dante,1610612737,ATL,4,3,1,15.0,14,8,0,0,0,0,0,0,0.0,0.0
1641772,Nae'Qwan Tomlin,1610612739,CLE,54,35,19,848.0,613,583,43,7,8,78,117,58,0.07,0.095
1630230,Naji Marshall,1610612742,DAL,67,23,44,1973.0,2113,2201,215,14,17,344,534,240,0.102,0.114
1631466,Nate Williams,1610612744,GSW,9,2,7,105.0,64,84,7,0,2,14,17,9,0.109,0.141
1629675,Naz Reid,1610612750,MIN,68,42,26,1770.0,2427,1965,160,4,23,229,412,187,0.066,0.077
1629674,Neemias Queta,1610612738,BOS,65,43,22,1637.0,1684,1309,100,5,11,168,261,117,0.059,0.069
1629651,Nic Claxton,1610612751,BKN,62,16,46,1764.0,2288,2191,238,19,11,432,626,268,0.104,0.117
1630208,Nick Richards,1610612741,CHI,46,19,27,665.0,626,491,16,0,5,32,40,21,0.026,0.034
1641733,Nick Smith Jr.,1610612747,LAL,25,12,13,318.0,407,482,28,3,6,46,67,35,0.069,0.086
1629638,Nickeil Alexander-Walker,1610612737,ATL,66,35,31,2195.0,2599,3129,243,24,40,455,642,307,0.093,0.118
201587,Nicolas Batum,1610612746,LAC,64,33,31,1168.0,1280,659,58,11,9,99,161,78,0.045,0.061
1628502,Nigel Hayes-Davis,1610612756,PHX,27,15,12,195.0,167,135,7,1,0,22,21,8,0.042,0.048
203999,Nikola Jokić,1610612743,DEN,54,32,22,1875.0,3914,3765,569,65,50,955,1469,683,0.145,0.175
1631107,Nikola Jović,1610612748,MIA,45,23,22,791.0,1084,1054,100,11,15,181,256,124,0.092,0.114
1642260,Nikola Topić,1610612760,OKC,5,3,2,53.0,94,91,10,1,0,21,27,11,0.106,0.117
202696,Nikola Vučević,1610612738,BOS,60,32,28,1740.0,2703,2757,203,6,22,338,511,231,0.075,0.085
1642363,Nique Clifford,1610612758,SAC,66,17,49,1574.0,1754,1535,141,12,20,243,353,173,0.08,0.099
1642855,Noa Essengue,1610612741,CHI,2,1,1,6.0,5,8,0,0,0,0,0,0,0.0,0.0
1641730,Noah Clowney,1610612751,BKN,62,16,46,1695.0,1520,1511,104,9,8,192,285,121,0.068,0.08
1642869,Noah Penda,1610612753,ORL,50,26,24,694.0,893,628,60,4,7,115,151,71,0.067,0.08
1642849,Nolan Traore,1610612751,BKN,46,11,35,1015.0,1845,1996,167,14,27,350,452,208,0.091,0.113
1641807,Norchad Omier,1610612746,LAC,3,3,0,14.0,20,11,1,0,0,1,2,1,0.05,0.05
1626181,Norman Powell,1610612748,MIA,52,27,25,1564.0,1262,1937,135,11,22,235,342,168,0.107,0.133
1628384,OG Anunoby,1610612752,NYK,56,37,19,1851.0,1519,1586,125,11,23,244,335,158,0.082,0.104
1630167,Obi Toppin,1610612754,IND,12,0,12,198.0,309,261,21,1,3,35,54,25,0.068,0.081
1630534,Ochai Agbaji,1610612751,BKN,55,26,29,860.0,774,619,42,7,7,92,122,57,0.054,0.074
1641765,Olivier-Maxence Prosper,1610612763,MEM,44,15,29,773.0,722,646,41,2,6,70,103,49,0.057,0.068
1630209,Omer Yurtseven,1610612744,GSW,3,1,2,20.0,20,15,1,1,0,2,5,2,0.05,0.1
1630168,Onyeka Okongwu,1610612737,ATL,63,34,29,1976.0,2362,2216,204,15,23,290,523,242,0.086,0.102
1631115,Orlando Robinson,1610612753,ORL,4,2,2,25.0,39,27,3,1,0,7,8,4,0.077,0.103
1631131,Oscar Tshiebwe,1610612762,UTA,15,2,13,201.0,156,116,12,1,1,18,30,14,0.077,0.09
1642345,Oso Ighodaro,1610612756,PHX,70,39,31,1511.0,1797,1518,154,9,14,263,409,178,0.086,0.099
1631172,Ousmane Dieng,1610612749,MIL,44,29,15,685.0,723,670,65,3,8,127,170,76,0.09,0.105
1629023,P.J. Washington,1610612742,DAL,51,14,37,1572.0,1660,1309,95,12,15,151,251,120,0.057,0.072
1641790,PJ Hall,1610612766,CHA,19,7,12,213.0,206,155,10,1,2,20,25,12,0.049,0.058
1642359,Pacôme Dadiet,1610612752,NYK,24,15,9,90.0,101,84,10,0,1,13,22,11,0.099,0.109
1631094,Paolo Banchero,1610612753,ORL,59,31,28,2057.0,2940,3096,297,18,37,534,750,346,0.101,0.118
1627783,Pascal Siakam,1610612754,IND,55,14,41,1844.0,2470,2769,213,19,40,418,574,272,0.086,0.11
1626192,Pat Connaughton,1610612766,CHA,34,20,14,257.0,311,239,17,4,2,46,45,23,0.055,0.074
1630311,Pat Spencer,1610612744,GSW,53,26,27,926.0,1822,1894,182,16,28,379,490,226,0.1,0.124
1631116,Patrick Baldwin Jr.,1610612758,SAC,7,2,5,58.0,40,35,2,0,1,6,4,3,0.05,0.075
1630172,Patrick Williams,1610612741,CHI,60,21,39,1180.0,1305,1082,81,5,13,168,210,99,0.062,0.076
202331,Paul George,1610612755,PHI,27,16,11,824.0,1189,1097,100,16,15,178,268,131,0.084,0.11
1630194,Paul Reed,1610612765,DET,52,37,15,680.0,752,566,57,2,6,96,145,65,0.076,0.086
1630202,Payton Pritchard,1610612738,BOS,67,45,22,2184.0,3472,3994,359,25,50,649,937,433,0.103,0.125
1642362,Payton Sandfort,1610612760,OKC,1,1,0,5.0,2,5,0,0,0,0,0,0,0.0,0.0
1641796,Pelle Larsson,1610612748,MIA,59,34,25,1516.0,1542,1635,198,19,28,305,513,246,0.128,0.16
1631250,Pete Nance,1610612749,MIL,36,11,25,422.0,468,397,23,1,1,44,59,25,0.049,0.053
1631212,Peyton Watson,1610612743,DEN,49,31,18,1502.0,1803,1620,96,13,11,188,268,120,0.053,0.067
1630173,Precious Achiuwa,1610612758,SAC,62,16,46,1418.0,1191,949,81,2,4,107,194,87,0.068,0.073
1629656,Quentin Grimes,1610612755,PHI,63,34,29,1888.0,2147,2417,212,19,25,370,550,256,0.099,0.119
1631245,Quenton Jackson,1610612754,IND,38,7,31,663.0,1026,1068,93,4,14,160,238,112,0.091,0.109
1642366,Quinten Post,1610612744,GSW,65,32,33,1140.0,1567,1382,93,11,23,156,245,127,0.059,0.081
1629628,RJ Barrett,1610612761,TOR,44,27,17,1328.0,1543,1559,144,19,22,282,384,184,0.093,0.119
1642853,Rasheer Fleming,1610612756,PHX,44,24,20,460.0,216,254,10,1,4,25,25,15,0.046,0.069
1642484,RayJ Dennis,1610612737,ATL,16,3,13,180.0,368,410,30,5,8,68,80,43,0.082,0.117
1641712,Rayan Rupert,1610612763,MEM,58,28,30,867.0,797,580,44,8,4,97,127,56,0.055,0.07
1642263,Reed Sheppard,1610612745,HOU,68,41,27,1769.0,2606,2760,218,23,33,383,560,272,0.084,0.104
1642434,Riley Minix,1610612739,CLE,5,4,1,19.0,26,21,3,0,0,8,7,3,0.115,0.115
1642265,Rob Dillingham,1610612741,CHI,53,26,27,699.0,1028,1175,118,15,10,212,307,142,0.115,0.138
1629057,Robert Williams III,1610612757,POR,48,23,25,816.0,865,566,51,1,7,82,125,58,0.059,0.067
1642911,Rocco Zikarsky,1610612750,MIN,4,0,4,16.0,19,10,0,0,0,1,0,0,0.0,0.0
1631199,Ron Harper Jr.,1610612738,BOS,22,16,6,246.0,235,232,15,2,3,26,44,20,0.064,0.085
1641842,Ronald Holland II,1610612765,DET,65,46,19,1317.0,1439,1158,83,3,11,157,207,98,0.058,0.068
1626220,Royce O'Neale,1610612756,PHX,69,39,30,2007.0,3023,2051,192,9,27,349,484,227,0.064,0.075
203497,Rudy Gobert,1610612750,MIN,67,42,25,2107.0,2279,1385,117,6,19,156,307,140,0.051,0.061
1629060,Rui Hachimura,1610612747,LAL,58,40,18,1669.0,1157,1112,50,5,3,83,136,58,0.043,0.05
201566,Russell Westbrook,1610612758,SAC,63,16,47,1826.0,3113,3201,418,46,24,730,1006,487,0.134,0.156
1642346,Ryan Dunn,1610612756,PHX,61,35,26,1181.0,1136,895,85,6,7,136,219,98,0.075,0.086
