PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,TOUCHES,PAINT_TOUCHES,PAINT_TOUCH_FGM,PAINT_TOUCH_FGA,PAINT_TOUCH_FG_PCT,PAINT_TOUCH_FTM,PAINT_TOUCH_FTA,PAINT_TOUCH_FT_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_PTS_PCT,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCH_FOULS,PAINT_TOUCH_FOULS_PCT
1642368,N'Faly Dante,1610612737,ATL,4,3,1,15.0,20,3,0,2,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.333,0,0.0
1641772,Nae'Qwan Tomlin,1610612739,CLE,54,35,19,848.0,944,159,61,93,0.656,20,26,0.769,142,0.893,42,0.264,6,0.038,8,0.05,12,0.075
1630230,Naji Marshall,1610612742,DAL,67,23,44,1973.0,3162,113,45,67,0.672,15,16,0.938,109,0.965,32,0.283,7,0.062,3,0.027,8,0.071
1631466,Nate Williams,1610612744,GSW,9,2,7,105.0,116,21,5,10,0.5,2,2,1.0,12,0.571,8,0.381,1,0.048,1,0.048,1,0.048
1629675,Naz Reid,1610612750,MIN,68,42,26,1770.0,3390,111,44,65,0.677,9,16,0.563,100,0.901,31,0.279,4,0.036,4,0.036,8,0.072
1629674,Neemias Queta,1610612738,BOS,65,43,22,1637.0,2277,534,226,331,0.683,54,78,0.692,515,0.964,113,0.212,17,0.032,21,0.039,38,0.071
1629651,Nic Claxton,1610612751,BKN,62,16,46,1764.0,3084,450,179,265,0.675,30,53,0.566,398,0.884,112,0.249,24,0.053,21,0.047,28,0.062
1630208,Nick Richards,1610612741,CHI,46,19,27,665.0,922,210,72,134,0.537,26,45,0.578,172,0.819,29,0.138,1,0.005,14,0.067,23,0.11
1641733,Nick Smith Jr.,1610612747,LAL,25,12,13,318.0,593,6,2,5,0.4,0,0,0.0,4,0.667,1,0.167,0,0.0,0,0.0,0,0.0
1629638,Nickeil Alexander-Walker,1610612737,ATL,66,35,31,2195.0,3966,76,29,42,0.69,12,14,0.857,70,0.921,25,0.329,8,0.105,0,0.0,7,0.092
201587,Nicolas Batum,1610612746,LAC,64,33,31,1168.0,1544,12,1,3,0.333,0,0,0.0,2,0.167,7,0.583,1,0.083,2,0.167,0,0.0
1628502,Nigel Hayes-Davis,1610612756,PHX,27,15,12,195.0,230,13,5,9,0.556,0,0,0.0,10,0.769,3,0.231,1,0.077,1,0.077,0,0.0
203999,Nikola Jokić,1610612743,DEN,54,32,22,1875.0,5399,413,179,264,0.678,67,80,0.838,435,1.053,80,0.194,29,0.07,12,0.029,36,0.087
1631107,Nikola Jović,1610612748,MIA,45,23,22,791.0,1537,55,12,22,0.545,6,8,0.75,30,0.545,27,0.491,3,0.055,1,0.018,4,0.073
1642260,Nikola Topić,1610612760,OKC,5,3,2,53.0,126,5,1,2,0.5,0,0,0.0,2,0.4,1,0.2,0,0.0,2,0.4,0,0.0
202696,Nikola Vučević,1610612738,BOS,60,32,28,1740.0,3653,417,144,244,0.59,23,26,0.885,314,0.753,126,0.302,23,0.055,14,0.034,13,0.031
1642363,Nique Clifford,1610612758,SAC,66,17,49,1574.0,2406,70,25,36,0.694,3,6,0.5,53,0.757,25,0.357,4,0.057,5,0.071,2,0.029
1642855,Noa Essengue,1610612741,CHI,2,1,1,6.0,9,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1641730,Noah Clowney,1610612751,BKN,62,16,46,1695.0,2375,66,18,31,0.581,8,10,0.8,46,0.697,21,0.318,7,0.106,3,0.045,5,0.076
1642869,Noah Penda,1610612753,ORL,50,26,24,694.0,1165,75,15,28,0.536,3,4,0.75,33,0.44,36,0.48,6,0.08,6,0.08,2,0.027
1642849,Nolan Traore,1610612751,BKN,46,11,35,1015.0,2424,19,5,10,0.5,2,2,1.0,12,0.632,6,0.316,1,0.053,2,0.105,1,0.053
1641807,Norchad Omier,1610612746,LAC,3,3,0,14.0,26,6,3,3,1.0,0,0,0.0,6,1.0,2,0.333,0,0.0,0,0.0,0,0.0
1626181,Norman Powell,1610612748,MIA,52,27,25,1564.0,2385,24,12,15,0.8,1,2,0.5,26,1.083,8,0.333,1,0.042,0,0.0,1,0.042
1628384,OG Anunoby,1610612752,NYK,56,37,19,1851.0,2467,155,57,80,0.713,16,18,0.889,132,0.852,52,0.335,15,0.097,8,0.052,9,0.058
1630167,Obi Toppin,1610612754,IND,12,0,12,198.0,422,28,12,15,0.8,2,2,1.0,26,0.929,5,0.179,0,0.0,2,0.071,1,0.036
1630534,Ochai Agbaji,1610612751,BKN,55,26,29,860.0,1067,72,32,47,0.681,3,4,0.75,67,0.931,19,0.264,1,0.014,3,0.042,2,0.028
1641765,Olivier-Maxence Prosper,1610612763,MEM,44,15,29,773.0,1085,98,33,46,0.717,14,18,0.778,80,0.816,26,0.265,5,0.051,7,0.071,8,0.082
1630209,Omer Yurtseven,1610612744,GSW,3,1,2,20.0,28,5,2,4,0.5,0,0,0.0,4,0.8,1,0.2,0,0.0,0,0.0,0,0.0
1630168,Onyeka Okongwu,1610612737,ATL,63,34,29,1976.0,3350,350,124,193,0.642,49,64,0.766,301,0.86,96,0.274,16,0.046,13,0.037,32,0.091
1631115,Orlando Robinson,1610612753,ORL,4,2,2,25.0,45,4,2,3,0.667,0,0,0.0,4,1.0,1,0.25,0,0.0,0,0.0,0,0.0
1631131,Oscar Tshiebwe,1610612762,UTA,15,2,13,201.0,226,65,27,41,0.659,6,9,0.667,61,0.938,14,0.215,3,0.046,6,0.092,5,0.077
1642345,Oso Ighodaro,1610612756,PHX,70,39,31,1511.0,2266,276,102,150,0.68,18,25,0.72,225,0.815,88,0.319,14,0.051,13,0.047,13,0.047
1631172,Ousmane Dieng,1610612749,MIL,44,29,15,685.0,1007,30,6,12,0.5,1,2,0.5,13,0.433,13,0.433,1,0.033,4,0.133,1,0.033
1629023,P.J. Washington,1610612742,DAL,51,14,37,1572.0,2540,168,69,117,0.59,14,24,0.583,157,0.935,26,0.155,6,0.036,6,0.036,11,0.065
1641790,PJ Hall,1610612766,CHA,19,7,12,213.0,298,89,23,47,0.489,11,14,0.786,57,0.64,26,0.292,5,0.056,8,0.09,7,0.079
1642359,Pacôme Dadiet,1610612752,NYK,24,15,9,90.0,136,8,1,2,0.5,0,0,0.0,2,0.25,5,0.625,0,0.0,1,0.125,0,0.0
1631094,Paolo Banchero,1610612753,ORL,59,31,28,2057.0,4479,164,69,93,0.742,29,36,0.806,171,1.043,36,0.22,7,0.043,10,0.061,18,0.11
1627783,Pascal Siakam,1610612754,IND,55,14,41,1844.0,3870,166,74,105,0.705,8,14,0.571,162,0.976,37,0.223,5,0.03,12,0.072,8,0.048
1626192,Pat Connaughton,1610612766,CHA,34,20,14,257.0,411,14,2,3,0.667,0,0,0.0,4,0.286,9,0.643,2,0.143,1,0.071,0,0.0
1630311,Pat Spencer,1610612744,GSW,53,26,27,926.0,2310,67,20,33,0.606,2,2,1.0,43,0.642,29,0.433,9,0.134,3,0.045,1,0.015
1631116,Patrick Baldwin Jr.,1610612758,SAC,7,2,5,58.0,62,6,1,3,0.333,0,0,0.0,2,0.333,3,0.5,0,0.0,0,0.0,0,0.0
1630172,Patrick Williams,1610612741,CHI,60,21,39,1180.0,1808,50,11,27,0.407,3,6,0.5,25,0.5,12,0.24,4,0.08,6,0.12,3,0.06
202331,Paul George,1610612755,PHI,27,16,11,824.0,1667,26,5,10,0.5,4,4,1.0,15,0.577,11,0.423,3,0.115,1,0.038,2,0.077
1630194,Paul Reed,1610612765,DET,52,37,15,680.0,1088,199,74,117,0.632,10,12,0.833,163,0.819,57,0.286,12,0.06,16,0.08,6,0.03
1630202,Payton Pritchard,1610612738,BOS,67,45,22,2184.0,4666,48,14,19,0.737,0,0,0.0,30,0.625,25,0.521,4,0.083,2,0.042,0,0.0
1642362,Payton Sandfort,1610612760,OKC,1,1,0,5.0,6,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1641796,Pelle Larsson,1610612748,MIA,59,34,25,1516.0,2207,109,41,61,0.672,10,12,0.833,93,0.853,32,0.294,7,0.064,7,0.064,6,0.055
1631250,Pete Nance,1610612749,MIL,36,11,25,422.0,613,50,20,29,0.69,0,0,0.0,40,0.8,16,0.32,4,0.08,4,0.08,0,0.0
1631212,Peyton Watson,1610612743,DEN,49,31,18,1502.0,2574,149,47,85,0.553,20,28,0.714,117,0.785,40,0.268,7,0.047,7,0.047,14,0.094
1630173,Precious Achiuwa,1610612758,SAC,62,16,46,1418.0,1778,259,105,171,0.614,21,38,0.553,236,0.911,48,0.185,9,0.035,15,0.058,19,0.073
1629656,Quentin Grimes,1610612755,PHI,63,34,29,1888.0,3105,42,19,25,0.76,6,8,0.75,44,1.048,8,0.19,2,0.048,1,0.024,4,0.095
1631245,Quenton Jackson,1610612754,IND,38,7,31,663.0,1382,18,7,11,0.636,2,2,1.0,16,0.889,4,0.222,0,0.0,0,0.0,1,0.056
1642366,Quinten Post,1610612744,GSW,65,32,33,1140.0,2110,142,52,69,0.754,12,16,0.75,116,0.817,47,0.331,6,0.042,11,0.077,7,0.049
1629628,RJ Barrett,1610612761,TOR,44,27,17,1328.0,2403,105,60,77,0.779,13,18,0.722,135,1.286,12,0.114,4,0.038,1,0.01,10,0.095
1642853,Rasheer Fleming,1610612756,PHX,44,24,20,460.0,396,54,9,26,0.346,6,8,0.75,24,0.444,21,0.389,1,0.019,2,0.037,4,0.074
1642484,RayJ Dennis,1610612737,ATL,16,3,13,180.0,479,7,0,2,0.0,0,0,0.0,0,0.0,5,0.714,1,0.143,0,0.0,0,0.0
1641712,Rayan Rupert,1610612763,MEM,58,28,30,867.0,1111,58,15,28,0.536,1,2,0.5,31,0.534,24,0.414,3,0.052,4,0.069,1,0.017
1642263,Reed Sheppard,1610612745,HOU,68,41,27,1769.0,3615,13,3,6,0.5,0,0,0.0,6,0.462,5,0.385,2,0.154,2,0.154,0,0.0
1642434,Riley Minix,1610612739,CLE,5,4,1,19.0,36,4,3,3,1.0,0,0,0.0,6,1.5,1,0.25,0,0.0,0,0.0,0,0.0
1642265,Rob Dillingham,1610612741,CHI,53,26,27,699.0,1445,14,3,7,0.429,0,0,0.0,6,0.429,5,0.357,0,0.0,2,0.143,0,0.0
1629057,Robert Williams III,1610612757,POR,48,23,25,816.0,1133,257,118,154,0.766,14,22,0.636,250,0.973,71,0.276,14,0.054,15,0.058,10,0.039
1642911,Rocco Zikarsky,1610612750,MIN,4,0,4,16.0,25,4,2,3,0.667,0,0,0.0,4,1.0,0,0.0,0,0.0,0,0.0,0,0.0
1631199,Ron Harper Jr.,1610612738,BOS,22,16,6,246.0,327,13,3,5,0.6,0,0,0.0,6,0.462,6,0.462,1,0.077,2,0.154,0,0.0
1641842,Ronald Holland II,1610612765,DET,65,46,19,1317.0,2075,96,41,62,0.661,6,6,1.0,92,0.958,20,0.208,3,0.031,8,0.083,3,0.031
1626220,Royce O'Neale,1610612756,PHX,69,39,30,2007.0,3774,42,8,14,0.571,0,0,0.0,16,0.381,22,0.524,2,0.048,6,0.143,0,0.0
203497,Rudy Gobert,1610612750,MIN,67,42,25,2107.0,2965,571,252,324,0.778,84,150,0.56,598,1.047,100,0.175,18,0.032,39,0.068,70,0.123
1629060,Rui Hachimura,1610612747,LAL,58,40,18,1669.0,1745,104,50,75,0.667,8,12,0.667,108,1.038,18,0.173,2,0.019,4,0.038,6,0.058
201566,Russell Westbrook,1610612758,SAC,63,16,47,1826.0,4357,98,26,44,0.591,5,10,0.5,61,0.622,35,0.357,9,0.092,9,0.092,5,0.051
1642346,Ryan Dunn,1610612756,PHX,61,35,26,1181.0,1540,128,45,75,0.6,2,4,0.5,92,0.719,42,0.328,10,0.078,7,0.055,2,0.016
1641750,Ryan Kalkbrenner,1610612766,CHA,57,31,26,1252.0,1357,377,172,226,0.761,45,65,0.692,396,1.05,85,0.225,6,0.016,18,0.048,31,0.082
1642948,Ryan Nembhard,1610612742,DAL,49,18,31,908.0,2011,7,1,1,1.0,0,0,0.0,2,0.286,6,0.857,4,0.571,0,0.0,0,0.0
1631157,Ryan Rollins,1610612749,MIL,67,26,41,2158.0,4732,50,11,19,0.579,3,4,0.75,25,0.5,20,0.4,3,0.06,5,0.1,1,0.02
1630180,Saddiq Bey,1610612740,NOP,64,24,40,1987.0,2749,147,54,79,0.684,32,38,0.842,145,0.986,34,0.231,7,0.048,10,0.068,20,0.136
1630573,Sam Hauser,1610612738,BOS,66,45,21,1625.0,2411,53,18,28,0.643,4,4,1.0,43,0.811,19,0.358,3,0.057,3,0.057,1,0.019
1630241,Sam Merrill,1610612739,CLE,44,30,14,1145.0,1778,44,18,22,0.818,2,2,1.0,39,0.886,16,0.364,1,0.023,3,0.068,1,0.023
1630572,Sandro Mamukelashvili,1610612761,TOR,66,37,29,1446.0,2338,231,79,123,0.642,20,28,0.714,183,0.792,82,0.355,11,0.048,8,0.035,14,0.061
1630583,Santi Aldama,1610612763,MEM,43,19,24,1198.0,2326,140,57,95,0.6,12,18,0.667,128,0.914,26,0.186,4,0.029,6,0.043,7,0.05
1630703,Scoot Henderson,1610612757,POR,18,10,8,420.0,1020,14,3,4,0.75,1,2,0.5,6,0.429,7,0.5,1,0.071,1,0.071,1,0.071
1630567,Scottie Barnes,1610612761,TOR,66,38,28,2255.0,4639,353,112,180,0.622,38,46,0.826,273,0.773,117,0.331,35,0.099,21,0.059,22,0.062
1630590,Scotty Pippen Jr.,1610612763,MEM,10,2,8,212.0,497,9,3,7,0.429,1,2,0.5,7,0.778,0,0.0,0,0.0,0,0.0,0,0.0
1642951,Sean Pedulla,1610612746,LAC,2,1,1,11.0,26,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
203552,Seth Curry,1610612744,GSW,4,0,4,51.0,63,1,1,1,1.0,0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
1631101,Shaedon Sharpe,1610612757,POR,48,22,26,1439.0,2672,94,51,69,0.739,8,12,0.667,112,1.191,17,0.181,4,0.043,2,0.021,6,0.064
1628983,Shai Gilgeous-Alexander,1610612760,OKC,58,47,11,1943.0,3908,60,26,37,0.703,3,4,0.75,55,0.917,19,0.317,5,0.083,1,0.017,2,0.033
1630536,Sharife Cooper,1610612764,WAS,28,5,23,436.0,933,19,7,8,0.875,0,0,0.0,14,0.737,10,0.526,2,0.105,1,0.053,0,0.0
1631321,Sidy Cissoko,1610612757,POR,63,31,32,1306.0,1635,61,14,17,0.824,5,8,0.625,34,0.557,35,0.574,12,0.197,3,0.049,4,0.066
1631323,Simone Fontecchio,1610612748,MIA,62,33,29,1055.0,1590,62,21,32,0.656,6,8,0.75,49,0.79,17,0.274,2,0.032,3,0.048,4,0.065
1642883,Sion James,1610612766,CHA,70,36,34,1609.0,2404,52,10,21,0.476,5,6,0.833,25,0.481,28,0.538,5,0.096,0,0.0,3,0.058
1627746,Skal Labissiere,1610612764,WAS,3,2,1,38.0,67,8,4,4,1.0,0,0,0.0,8,1.0,4,0.5,0,0.0,0,0.0,0,0.0
1642461,Spencer Jones,1610612743,DEN,58,35,23,1326.0,1006,131,45,65,0.692,15,28,0.536,106,0.809,44,0.336,7,0.053,4,0.031,14,0.107
1630649,Stanley Umude,1610612759,SAS,2,2,0,7.0,8,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
201939,Stephen Curry,1610612744,GSW,39,23,16,1222.0,2591,61,30,38,0.789,15,16,0.938,77,1.262,12,0.197,5,0.082,2,0.033,7,0.115
1642264,Stephon Castle,1610612759,SAS,59,44,15,1759.0,3957,130,55,71,0.775,23,32,0.719,136,1.046,33,0.254,10,0.077,7,0.054,16,0.123
203500,Steven Adams,1610612745,HOU,32,21,11,730.0,901,238,56,116,0.483,29,48,0.604,142,0.597,76,0.319,10,0.042,9,0.038,23,0.097
1629004,Svi Mykhailiuk,1610612762,UTA,48,14,34,1123.0,1386,38,16,23,0.696,0,0,0.0,33,0.868,15,0.395,4,0.105,0,0.0,0,0.0
204456,T.J. McConnell,1610612754,IND,51,13,38,880.0,2538,43,15,24,0.625,4,4,1.0,34,0.791,14,0.326,3,0.07,2,0.047,2,0.047
1643007,Taelon Peter,1610612754,IND,31,4,27,348.0,587,8,4,5,0.8,0,0,0.0,8,1.0,1,0.125,0,0.0,1,0.125,0,0.0
201959,Taj Gibson,1610612763,MEM,3,1,2,29.0,30,7,0,2,0.0,1,2,0.5,1,0.143,4,0.571,1,0.143,0,0.0,1,0.143
1631106,Tari Eason,1610612745,HOU,46,27,19,1217.0,1849,97,32,56,0.571,4,8,0.5,68,0.701,30,0.309,7,0.072,6,0.062,2,0.021
1627752,Taurean Prince,1610612749,MIL,14,6,8,275.0,320,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1641707,Taylor Hendricks,1610612763,MEM,50,12,38,903.0,1001,92,31,52,0.596,7,10,0.7,77,0.837,28,0.304,5,0.054,2,0.022,6,0.065
1629611,Terance Mann,1610612751,BKN,58,14,44,1413.0,2402,85,23,39,0.59,10,12,0.833,57,0.671,30,0.353,13,0.153,7,0.082,5,0.059
1630545,Terrence Shannon Jr.,1610612750,MIN,31,18,13,363.0,445,7,2,2,1.0,0,0,0.0,4,0.571,5,0.714,0,0.0,0,0.0,0,0.0
203648,Thanasis Antetokounmpo,1610612749,MIL,28,8,20,94.0,134,16,4,5,0.8,3,4,0.75,10,0.625,10,0.625,1,0.063,0,0.0,1,0.063
1628418,Thomas Bryant,1610612739,CLE,52,31,21,590.0,960,118,48,68,0.706,31,36,0.861,130,1.102,21,0.178,3,0.025,4,0.034,16,0.136
1642275,Tidjane Salaün,1610612766,CHA,36,18,18,571.0,824,48,14,20,0.7,6,12,0.5,34,0.708,13,0.271,2,0.042,4,0.083,6,0.125
203501,Tim Hardaway Jr.,1610612743,DEN,69,41,28,1867.0,2210,31,19,25,0.76,8,8,1.0,46,1.484,2,0.065,0,0.0,0,0.0,4,0.129
202699,Tobias Harris,1610612765,DET,52,36,16,1464.0,2228,91,32,53,0.604,13,16,0.813,81,0.89,24,0.264,3,0.033,5,0.055,8,0.088
1642449,Tolu Smith,1610612765,DET,8,6,2,91.0,136,38,9,18,0.5,6,9,0.667,25,0.658,10,0.263,1,0.026,4,0.105,5,0.132
1628396,Tony Bradley,1610612754,IND,38,9,29,416.0,449,112,33,68,0.485,21,26,0.808,87,0.777,28,0.25,5,0.045,2,0.018,13,0.116
1641787,Tosan Evbuomwan,1610612766,CHA,5,4,1,8.0,8,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1641739,Toumani Camara,1610612757,POR,70,34,36,2334.0,3953,188,62,86,0.721,15,22,0.682,139,0.739,76,0.404,8,0.043,10,0.053,9,0.048
1629027,Trae Young,1610612764,WAS,15,2,13,384.0,935,2,1,1,1.0,0,0,0.0,2,1.0,1,0.5,0,0.0,0,0.0,0,0.0
1631218,Trayce Jackson-Davis,1610612761,TOR,45,24,21,454.0,763,146,47,81,0.58,20,36,0.556,116,0.795,34,0.233,3,0.021,9,0.062,17,0.116
1642848,Tre Johnson,1610612764,WAS,56,12,44,1348.0,1841,21,5,8,0.625,0,0,0.0,12,0.571,9,0.429,1,0.048,2,0.095,0,0.0
1630200,Tre Jones,1610612741,CHI,53,24,29,1431.0,3206,58,25,30,0.833,7,8,0.875,58,1.0,18,0.31,4,0.069,3,0.052,4,0.069
1630544,Tre Mann,1610612766,CHA,45,24,21,634.0,1329,13,1,2,0.5,1,2,0.5,3,0.231,8,0.615,0,0.0,2,0.154,1,0.077
1630570,Trendon Watford,1610612755,PHI,46,22,24,778.0,1839,61,22,32,0.688,2,4,0.5,47,0.77,22,0.361,6,0.098,3,0.049,2,0.033
1642280,Trentyn Flowers,1610612741,CHI,2,0,2,6.0,8,2,2,2,1.0,0,0,0.0,4,2.0,0,0.0,0,0.0,0,0.0,0,0.0
1631211,Trevor Keels,1610612748,MIA,4,4,0,5.0,12,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1641725,Trey Alexander,1610612740,NOP,5,1,4,42.0,51,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1641998,Trey Jemison III,1610612752,NYK,11,9,2,61.0,54,11,2,3,0.667,0,0,0.0,4,0.364,7,0.636,1,0.091,1,0.091,0,0.0
1630530,Trey Murphy III,1610612740,NOP,62,21,41,2196.0,3842,156,90,114,0.789,17,18,0.944,200,1.282,22,0.141,5,0.032,5,0.032,9,0.058
1642400,Tristan Enaruna,1610612739,CLE,6,6,0,34.0,50,8,5,8,0.625,0,0,0.0,10,1.25,0,0.0,0,0.0,0,0.0,0,0.0
1641774,Tristan Vukcevic,1610612764,WAS,44,8,36,589.0,1018,87,41,55,0.745,13,18,0.722,99,1.138,14,0.161,3,0.034,6,0.069,8,0.092
1641783,Tristan da Silva,1610612753,ORL,64,36,28,1559.0,1931,99,44,64,0.688,2,2,1.0,90,0.909,28,0.283,4,0.04,5,0.051,0,0.0
1629660,Ty Jerome,1610612763,MEM,13,3,10,290.0,665,4,2,3,0.667,0,0,0.0,4,1.0,0,0.0,0,0.0,1,0.25,0,0.0
1631102,TyTy Washington Jr.,1610612746,LAC,9,5,4,52.0,95,2,0,1,0.0,0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0
1631174,Tyler Burton,1610612763,MEM,4,1,3,91.0,117,3,0,0,0.0,2,2,1.0,2,0.667,2,0.667,0,0.0,0,0.0,1,0.333
1629639,Tyler Herro,1610612748,MIA,23,11,12,707.0,1360,16,6,9,0.667,2,2,1.0,14,0.875,5,0.313,0,0.0,1,0.063,0,0.0
1642278,Tyler Kolek,1610612752,NYK,56,35,21,683.0,1705,14,5,6,0.833,0,0,0.0,10,0.714,6,0.429,1,0.071,1,0.071,0,0.0
1641890,Tyler Smith,1610612742,DAL,2,0,2,11.0,20,2,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0
1631213,Tyrese Martin,1610612755,PHI,44,11,33,771.0,1504,36,10,15,0.667,2,2,1.0,23,0.639,18,0.5,0,0.0,2,0.056,1,0.028
1630178,Tyrese Maxey,1610612755,PHI,61,33,28,2334.0,5923,21,7,14,0.5,0,0,0.0,14,0.667,6,0.286,2,0.095,1,0.048,0,0.0
1642878,Tyrese Proctor,1610612739,CLE,42,28,14,436.0,787,17,3,5,0.6,0,0,0.0,6,0.353,11,0.647,3,0.176,1,0.059,0,0.0
1630623,Tyson Etienne,1610612751,BKN,14,2,12,135.0,211,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1626145,Tyus Jones,1610612743,DEN,61,31,30,925.0,2008,5,1,1,1.0,0,0,0.0,2,0.4,4,0.8,0,0.0,0,0.0,0,0.0
1642845,VJ Edgecombe,1610612755,PHI,62,35,27,2159.0,4314,117,36,61,0.59,13,14,0.929,85,0.726,43,0.368,13,0.111,3,0.026,6,0.051
1641705,Victor Wembanyama,1610612759,SAS,55,42,13,1615.0,3155,314,150,201,0.746,48,61,0.787,358,1.14,49,0.156,10,0.032,9,0.029,32,0.102
1631246,Vince Williams Jr.,1610612762,UTA,40,16,24,819.0,1976,44,11,16,0.688,6,6,1.0,28,0.636,22,0.5,3,0.068,1,0.023,3,0.068
1642884,Vladislav Goldin,1610612748,MIA,5,3,2,14.0,14,5,2,3,0.667,0,0,0.0,4,0.8,2,0.4,1,0.2,0,0.0,0,0.0
1630249,Vít Krejčí,1610612757,POR,64,31,33,1387.0,1957,38,9,13,0.692,0,0,0.0,19,0.5,25,0.658,3,0.079,0,0.0,0,0.0
1631117,Walker Kessler,1610612762,UTA,5,2,3,154.0,265,46,16,22,0.727,11,16,0.688,43,0.935,13,0.283,1,0.022,3,0.065,8,0.174
1642383,Walter Clayton Jr.,1610612763,MEM,58,16,42,1135.0,2504,22,7,8,0.875,0,0,0.0,14,0.636,12,0.545,2,0.091,2,0.091,0,0.0
1628976,Wendell Carter Jr.,1610612753,ORL,65,36,29,1925.0,2573,354,117,172,0.68,77,99,0.778,318,0.898,95,0.268,11,0.031,22,0.062,46,0.13
1631111,Wendell Moore Jr.,1610612765,DET,5,4,1,54.0,59,1,1,1,1.0,0,0,0.0,2,2.0,0,0.0,0,0.0,0,0.0,0,0.0
1642954,Will Richard,1610612744,GSW,59,31,28,1190.0,1473,143,50,73,0.685,23,28,0.821,126,0.881,47,0.329,11,0.077,4,0.028,13,0.091
1642860,Will Riley,1610612764,WAS,61,15,46,1227.0,1862,71,34,45,0.756,13,16,0.813,83,1.169,15,0.211,2,0.028,1,0.014,7,0.099
1630214,Xavier Tillman,1610612766,CHA,24,17,7,148.0,202,24,7,12,0.583,1,2,0.5,15,0.625,8,0.333,1,0.042,2,0.083,1,0.042
1642905,Yang Hansen,1610612757,POR,39,20,19,277.0,360,52,15,28,0.536,10,12,0.833,42,0.808,10,0.192,4,0.077,4,0.077,6,0.115
1642949,Yanic Konan Niederhäuser,1610612746,LAC,41,22,19,424.0,473,115,43,66,0.652,23,32,0.719,109,0.948,22,0.191,2,0.017,7,0.061,13,0.113
1642530,Yuki Kawamura,1610612741,CHI,11,4,7,121.0,262,2,0,0,0.0,0,0,0.0,0,0.0,2,1.0,1,0.5,0,0.0,0,0.0
1642274,Yves Missi,1610612740,NOP,58,19,39,1110.0,1369,250,78,141,0.553,14,26,0.538,174,0.696,70,0.28,18,0.072,15,0.06,13,0.052
1642258,Zaccharie Risacher,1610612737,ATL,55,31,24,1301.0,1515,111,52,77,0.675,11,18,0.611,120,1.081,19,0.171,2,0.018,4,0.036,8,0.072
1628380,Zach Collins,1610612741,CHI,10,6,4,184.0,300,49,21,29,0.724,7,8,0.875,51,1.041,14,0.286,3,0.061,0,0.0,4,0.082
1641744,Zach Edey,1610612763,MEM,11,7,4,284.0,401,144,54,83,0.651,18,21,0.857,127,0.882,32,0.222,6,0.042,5,0.035,11,0.076
203897,Zach LaVine,1610612758,SAC,39,9,30,1224.0,1999,32,11,16,0.688,0,0,0.0,22,0.688,12,0.375,4,0.125,3,0.094,0,0.0
1630192,Zeke Nnaji,1610612743,DEN,47,33,14,575.0,679,87,31,51,0.608,17,20,0.85,80,0.92,17,0.195,2,0.023,7,0.08,10,0.115
1630533,Ziaire Williams,1610612751,BKN,49,13,36,1116.0,1259,44,21,30,0.7,6,6,1.0,50,1.136,10,0.227,2,0.045,0,0.0,3,0.068
1629627,Zion Williamson,1610612740,NOP,54,22,32,1602.0,2696,210,91,133,0.684,31,44,0.705,218,1.038,36,0.171,10,0.048,13,0.062,20,0.095
1642389,Zyon Pullin,1610612750,MIN,1,1,0,5.0,14,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
