PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,TOUCHES,POST_TOUCHES,POST_TOUCH_FGM,POST_TOUCH_FGA,POST_TOUCH_FG_PCT,POST_TOUCH_FTM,POST_TOUCH_FTA,POST_TOUCH_FT_PCT,POST_TOUCH_PTS,POST_TOUCH_PTS_PCT,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCH_FOULS,POST_TOUCH_FOULS_PCT
201599,DeAndre Jordan,1610612740,NOP,10,6,4,163.0,190,1,0,0,0.0,1,2,0.5,1,1.0,0,0.0,0,0.0,0,0.0,1,1.0
1630610,DeJon Jarreau,1610612763,MEM,3,1,2,57.0,125,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
201942,DeMar DeRozan,1610612758,SAC,69,17,52,2184.0,2986,197,43,87,0.494,27,34,0.794,121,0.614,81,0.411,14,0.071,5,0.025,18,0.091
1629731,Dean Wade,1610612739,CLE,55,33,22,1235.0,1564,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1629028,Deandre Ayton,1610612747,LAL,61,39,22,1682.0,2285,62,25,40,0.625,2,2,1.0,53,0.855,12,0.194,1,0.016,4,0.065,1,0.016
1627749,Dejounte Murray,1610612740,NOP,9,5,4,246.0,604,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1630166,Deni Avdija,1610612757,POR,54,27,27,1802.0,4509,28,4,6,0.667,2,2,1.0,10,0.357,16,0.571,0,0.0,1,0.036,1,0.036
203471,Dennis Schröder,1610612739,CLE,59,21,38,1479.0,3498,3,0,0,0.0,0,0,0.0,0,0.0,2,0.667,0,0.0,1,0.333,0,0.0
1641726,Dereck Lively II,1610612742,DAL,7,3,4,115.0,170,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1642852,Derik Queen,1610612740,NOP,70,25,45,1731.0,3449,86,12,35,0.343,10,12,0.833,35,0.407,34,0.395,11,0.128,7,0.081,7,0.081
1627884,Derrick Jones Jr.,1610612746,LAC,38,18,20,1039.0,1296,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1628401,Derrick White,1610612738,BOS,66,44,22,2260.0,5264,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1630217,Desmond Bane,1610612753,ORL,69,38,31,2356.0,4194,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1626164,Devin Booker,1610612756,PHX,54,32,22,1810.0,3488,45,5,15,0.333,4,4,1.0,15,0.333,21,0.467,8,0.178,4,0.089,2,0.044
1642269,Devin Carter,1610612758,SAC,27,4,23,386.0,806,1,0,0,0.0,0,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0
1630170,Devin Vassell,1610612759,SAS,56,43,13,1724.0,2410,1,0,1,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1628415,Dillon Brooks,1610612756,PHX,50,30,20,1530.0,2156,58,22,38,0.579,7,10,0.7,52,0.897,10,0.172,4,0.069,2,0.034,6,0.103
1641794,Dillon Jones,1610612752,NYK,5,4,1,24.0,44,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1627734,Domantas Sabonis,1610612758,SAC,19,3,16,564.0,1212,42,5,16,0.313,5,6,0.833,15,0.357,16,0.381,4,0.095,7,0.167,3,0.071
1631230,Dominick Barlow,1610612755,PHI,58,32,26,1415.0,1661,2,1,1,1.0,0,0,0.0,2,1.0,1,0.5,0,0.0,0,0.0,0,0.0
1642270,Donovan Clingan,1610612757,POR,65,33,32,1774.0,2723,21,7,8,0.875,4,6,0.667,19,0.905,6,0.286,4,0.19,4,0.19,3,0.143
1628378,Donovan Mitchell,1610612739,CLE,61,38,23,2043.0,4395,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1628978,Donte DiVincenzo,1610612750,MIN,70,43,27,2155.0,3882,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
