PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,STL,BLK,DREB,DEF_RIM_FGM,DEF_RIM_FGA,DEF_RIM_FG_PCT
1631169,Josh Minott,1610612751,BKN,42,22,20,665.0,34,17,90,43,83,0.518
1629006,Josh Okogie,1610612745,HOU,65,39,26,1199.0,57,13,103,64,92,0.696
201950,Jrue Holiday,1610612757,POR,41,20,21,1186.0,47,5,129,62,75,0.827
1630577,Julian Champagnie,1610612759,SAS,70,52,18,1949.0,55,32,339,123,179,0.687
1641763,Julian Phillips,1610612750,MIN,42,16,26,363.0,21,7,24,19,27,0.704
1642882,Julian Reese,1610612764,WAS,5,0,5,148.0,5,2,28,20,32,0.625
1631124,Julian Strawther,1610612743,DEN,46,27,19,691.0,21,4,81,37,49,0.755
203944,Julius Randle,1610612750,MIN,70,43,27,2309.0,78,17,361,162,229,0.707
1630551,Justin Champagnie,1610612764,WAS,60,13,47,1167.0,51,38,208,115,161,0.714
1642348,Justin Edwards,1610612755,PHI,52,30,22,794.0,44,11,64,44,60,0.733
203994,Jusuf Nurkić,1610612762,UTA,41,14,27,1083.0,52,22,319,140,213,0.657
1642354,KJ Simpson,1610612743,DEN,17,7,10,246.0,16,0,26,13,18,0.722
1642955,Kadary Richmond,1610612764,WAS,3,2,1,67.0,8,1,9,2,3,0.667
1642880,Kam Jones,1610612754,IND,30,4,26,463.0,14,0,34,33,44,0.75
1626157,Karl-Anthony Towns,1610612752,NYK,65,42,23,2031.0,58,38,570,144,235,0.613
1631255,Karlo Matković,1610612740,NOP,57,24,33,828.0,22,50,146,109,182,0.599
1642857,Kasparas Jakučionis,1610612748,MIA,43,24,19,764.0,29,4,81,58,77,0.753
202695,Kawhi Leonard,1610612746,LAC,54,30,24,1742.0,107,23,287,120,157,0.764
1630811,Keaton Wallace,1610612737,ATL,47,27,20,478.0,21,5,47,23,28,0.821
1631099,Keegan Murray,1610612758,SAC,23,5,18,793.0,24,36,99,82,131,0.626
1642276,Kel'el Ware,1610612748,MIA,65,34,31,1480.0,55,72,409,208,320,0.65
1629640,Keldon Johnson,1610612759,SAS,70,52,18,1621.0,40,9,268,88,127,0.693
203482,Kelly Olynyk,1610612759,SAS,37,28,9,336.0,14,3,46,33,46,0.717
1626162,Kelly Oubre Jr.,1610612755,PHI,41,22,19,1330.0,54,22,158,92,132,0.697
1629026,Kenrich Williams,1610612760,OKC,46,33,13,731.0,29,5,106,22,35,0.629
203484,Kentavious Caldwell-Pope,1610612763,MEM,51,20,31,1088.0,43,8,105,44,50,0.88
1631165,Keon Ellis,1610612739,CLE,61,23,38,1200.0,72,43,80,75,118,0.636
1642352,Keshad Johnson,1610612748,MIA,25,13,12,203.0,10,7,31,16,30,0.533
1642933,Keshon Gilbert,1610612737,ATL,3,0,3,48.0,2,4,3,6,8,0.75
201142,Kevin Durant,1610612745,HOU,65,38,27,2373.0,55,58,322,140,222,0.631
1628989,Kevin Huerter,1610612765,DET,58,32,26,1278.0,47,32,176,80,119,0.672
201567,Kevin Love,1610612762,UTA,37,10,27,613.0,14,9,160,82,116,0.707
1641755,Kevin McCullar Jr.,1610612752,NYK,20,11,9,130.0,7,0,16,10,15,0.667
1629645,Kevin Porter Jr.,1610612749,MIL,38,18,20,1261.0,83,19,164,63,91,0.692
1626172,Kevon Looney,1610612740,NOP,18,2,16,251.0,6,9,54,35,45,0.778
1641718,Keyonte George,1610612762,UTA,54,16,38,1786.0,58,14,176,82,101,0.812
1642863,Khaman Maluach,1610612756,PHX,35,17,18,260.0,3,18,45,39,74,0.527
203114,Khris Middleton,1610612742,DAL,52,16,36,1252.0,39,9,156,68,92,0.739
1630165,Killian Hayes,1610612758,SAC,12,6,6,210.0,6,2,26,7,11,0.636
202691,Klay Thompson,1610612742,DAL,60,18,42,1315.0,31,16,117,59,95,0.621
1641738,Kobe Brown,1610612754,IND,51,15,36,707.0,16,10,87,38,65,0.585
1641723,Kobe Bufkin,1610612747,LAL,11,7,4,90.0,2,3,8,5,8,0.625
1642920,Kobe Sanders,1610612746,LAC,58,30,28,1192.0,39,7,112,48,78,0.615
1642886,Koby Brea,1610612756,PHX,5,1,4,23.0,0,0,2,3,5,0.6
1642851,Kon Knueppel,1610612766,CHA,69,36,33,2189.0,51,17,283,139,191,0.728
1627739,Kris Dunn,1610612746,LAC,70,34,36,1931.0,111,9,183,89,126,0.706
1631200,Kris Murray,1610612757,POR,45,20,25,1069.0,45,18,93,64,104,0.615
204001,Kristaps Porziņģis,1610612744,GSW,23,10,13,544.0,15,34,83,54,112,0.482
203937,Kyle Anderson,1610612750,MIN,32,10,22,625.0,32,17,84,48,63,0.762
1642271,Kyle Filipowski,1610612762,UTA,68,21,47,1558.0,65,34,344,211,297,0.71
1628398,Kyle Kuzma,1610612749,MIL,64,27,37,1691.0,42,24,239,88,142,0.62
200768,Kyle Lowry,1610612755,PHI,11,6,5,99.0,2,1,9,2,3,0.667
1642273,Kyshawn George,1610612764,WAS,48,10,38,1391.0,48,43,202,128,204,0.627
1643018,LJ Cryer,1610612744,GSW,9,3,6,116.0,1,0,12,1,2,0.5
1630163,LaMelo Ball,1610612766,CHA,60,33,27,1654.0,71,14,238,64,81,0.79
1642950,Lachlan Olbrich,1610612741,CHI,26,7,19,164.0,6,2,32,14,21,0.667
1629013,Landry Shamet,1610612752,NYK,45,29,16,1038.0,25,8,63,41,61,0.672
1626204,Larry Nance Jr.,1610612739,CLE,29,21,8,353.0,15,4,50,21,33,0.636
1628374,Lauri Markkanen,1610612762,UTA,42,17,25,1443.0,42,21,205,97,140,0.693
1643133,Lawson Lovering,1610612763,MEM,2,1,1,49.0,3,1,9,7,11,0.636
2544,LeBron James,1610612747,LAL,49,31,18,1635.0,55,30,246,77,125,0.616
1641778,Leaky Black,1610612764,WAS,5,0,5,159.0,2,4,20,19,27,0.704
1631159,Leonard Miller,1610612741,CHI,34,15,19,387.0,10,8,67,31,45,0.689
1642862,Liam McNeeley,1610612766,CHA,28,10,18,342.0,5,3,49,19,28,0.679
1630322,Lindy Waters III,1610612759,SAS,35,26,9,245.0,5,1,23,12,14,0.857
1628366,Lonzo Ball,1610612739,CLE,35,19,16,728.0,45,9,114,35,54,0.648
1629652,Luguentz Dort,1610612760,OKC,58,45,13,1612.0,48,24,171,62,104,0.596
1629029,Luka Dončić,1610612747,LAL,58,39,19,2076.0,91,32,424,174,239,0.728
1630568,Luka Garza,1610612738,BOS,59,39,20,923.0,24,24,98,108,160,0.675
1628379,Luke Kennard,1610612747,LAL,66,37,29,1373.0,44,8,116,87,108,0.806
1628436,Luke Kornet,1610612759,SAS,59,44,15,1244.0,27,62,202,158,291,0.543
1631247,Luke Travers,1610612739,CLE,12,6,6,103.0,7,4,15,6,9,0.667
1630644,Mac McClung,1610612741,CHI,4,0,4,47.0,5,2,5,4,8,0.5
1641869,Malachi Smith,1610612751,BKN,3,0,3,45.0,2,2,4,3,3,1.0
1631103,Malaki Branham,1610612764,WAS,28,7,21,275.0,10,3,32,19,26,0.731
1642502,Malevy Leons,1610612744,GSW,16,5,11,146.0,6,6,15,11,16,0.688
1628370,Malik Monk,1610612758,SAC,53,15,38,1165.0,31,19,88,59,85,0.694
1630699,MarJon Beauchamp,1610612755,PHI,7,2,5,120.0,7,3,18,7,11,0.636
1631204,Marcus Sasser,1610612765,DET,28,20,8,352.0,20,2,24,13,16,0.813
203935,Marcus Smart,1610612747,LAL,59,38,21,1694.0,83,22,129,65,102,0.637
1641813,Mark Sears,1610612749,MIL,7,1,6,26.0,0,0,1,2,3,0.667
1631109,Mark Williams,1610612756,PHX,56,33,23,1322.0,51,50,278,181,279,0.649
1628963,Marvin Bagley III,1610612742,DAL,52,14,38,1035.0,25,38,193,123,205,0.6
203486,Mason Plumlee,1610612759,SAS,17,8,9,139.0,8,0,32,12,21,0.571
1641824,Matas Buzelis,1610612741,CHI,69,27,42,2004.0,50,105,316,228,359,0.635
1629680,Matisse Thybulle,1610612757,POR,18,9,9,224.0,34,9,19,14,14,1.0
1631108,Max Christie,1610612742,DAL,65,21,44,1917.0,37,20,203,126,170,0.741
1642917,Max Shulga,1610612738,BOS,5,4,1,8.0,0,0,0,2,2,1.0
1629622,Max Strus,1610612739,CLE,3,2,1,70.0,2,0,16,5,6,0.833
1628467,Maxi Kleber,1610612747,LAL,35,16,19,383.0,13,10,40,51,72,0.708
1642875,Maxime Raynaud,1610612758,SAC,62,17,45,1574.0,29,34,332,196,293,0.669
1642877,Micah Peavy,1610612740,NOP,52,16,36,706.0,31,6,56,24,43,0.558
1630695,Micah Potter,1610612754,IND,35,7,28,652.0,16,12,117,107,160,0.669
1629008,Michael Porter Jr.,1610612751,BKN,52,14,38,1689.0,55,13,298,132,180,0.733
1628969,Mikal Bridges,1610612752,NYK,70,45,25,2334.0,97,59,216,123,193,0.637
201144,Mike Conley,1610612750,MIN,47,29,18,838.0,26,12,65,59,85,0.694
1628970,Miles Bridges,1610612766,CHA,65,34,31,2057.0,40,30,320,112,169,0.663
1642939,Miles Kelly,1610612742,DAL,14,7,7,134.0,4,1,19,10,12,0.833
1630540,Miles McBride,1610612752,NYK,35,22,13,981.0,30,6,69,49,79,0.62
1629011,Mitchell Robinson,1610612752,NYK,51,34,17,992.0,45,55,228,90,153,0.588
1628964,Mo Bamba,1610612762,UTA,4,3,1,44.0,0,3,12,3,11,0.273
1642885,Mohamed Diawara,1610612752,NYK,59,36,23,505.0,14,6,66,33,40,0.825
1628420,Monte Morris,1610612754,IND,6,0,6,65.0,1,1,6,2,3,0.667
1629021,Moritz Wagner,1610612753,ORL,29,17,12,383.0,14,1,75,33,50,0.66
1630541,Moses Moody,1610612744,GSW,59,29,30,1506.0,55,32,147,113,167,0.677
1631243,Mouhamed Gueye,1610612737,ATL,65,36,29,994.0,54,31,153,84,132,0.636
1630619,Moussa Cisse,1610612742,DAL,34,10,24,425.0,12,37,99,71,127,0.559
1631217,Moussa Diabaté,1610612766,CHA,62,33,29,1603.0,46,62,307,236,378,0.624
1626167,Myles Turner,1610612749,MIL,64,26,38,1748.0,44,97,275,222,367,0.605
1642066,Myron Gardner,1610612748,MIA,37,22,15,349.0,18,5,76,19,28,0.679
1642368,N'Faly Dante,1610612737,ATL,4,3,1,15.0,2,0,4,1,2,0.5
1641772,Nae'Qwan Tomlin,1610612739,CLE,54,35,19,848.0,39,29,80,46,73,0.63
1630230,Naji Marshall,1610612742,DAL,67,23,44,1973.0,68,6,259,111,151,0.735
1631466,Nate Williams,1610612744,GSW,9,2,7,105.0,2,0,2,3,7,0.429
1629675,Naz Reid,1610612750,MIN,68,42,26,1770.0,66,67,342,144,240,0.6
1629674,Neemias Queta,1610612738,BOS,65,43,22,1637.0,55,84,345,169,295,0.573
1629651,Nic Claxton,1610612751,BKN,62,16,46,1764.0,43,73,284,182,300,0.607
1630208,Nick Richards,1610612741,CHI,46,19,27,665.0,10,31,154,93,143,0.65
1641733,Nick Smith Jr.,1610612747,LAL,25,12,13,318.0,9,2,18,20,23,0.87
1629638,Nickeil Alexander-Walker,1610612737,ATL,66,35,31,2195.0,85,36,186,167,225,0.742
201587,Nicolas Batum,1610612746,LAC,64,33,31,1168.0,42,21,139,89,118,0.754
1628502,Nigel Hayes-Davis,1610612756,PHX,27,15,12,195.0,8,2,21,8,11,0.727
203999,Nikola Jokić,1610612743,DEN,54,32,22,1875.0,79,45,524,240,363,0.661
1631107,Nikola Jović,1610612748,MIA,45,23,22,791.0,26,17,127,87,140,0.621
1642260,Nikola Topić,1610612760,OKC,5,3,2,53.0,0,0,6,2,5,0.4
202696,Nikola Vučević,1610612738,BOS,60,32,28,1740.0,37,40,397,195,302,0.646
1642363,Nique Clifford,1610612758,SAC,66,17,49,1574.0,62,21,177,91,131,0.695
1642855,Noa Essengue,1610612741,CHI,2,1,1,6.0,1,0,0,0,0,0.0
1641730,Noah Clowney,1610612751,BKN,62,16,46,1695.0,46,41,204,170,263,0.646
1642869,Noah Penda,1610612753,ORL,50,26,24,694.0,29,17,111,76,115,0.661
1642849,Nolan Traore,1610612751,BKN,46,11,35,1015.0,30,17,61,60,89,0.674
1641807,Norchad Omier,1610612746,LAC,3,3,0,14.0,1,0,2,1,2,0.5
1626181,Norman Powell,1610612748,MIA,52,27,25,1564.0,61,13,167,69,98,0.704
1628384,OG Anunoby,1610612752,NYK,56,37,19,1851.0,93,39,220,100,160,0.625
1630167,Obi Toppin,1610612754,IND,12,0,12,198.0,6,0,45,9,11,0.818
1630534,Ochai Agbaji,1610612751,BKN,55,26,29,860.0,23,17,84,49,80,0.613
1641765,Olivier-Maxence Prosper,1610612763,MEM,44,15,29,773.0,28,12,99,86,132,0.652
1630209,Omer Yurtseven,1610612744,GSW,3,1,2,20.0,0,0,3,1,2,0.5
1630168,Onyeka Okongwu,1610612737,ATL,63,34,29,1976.0,71,68,376,207,323,0.641
1631115,Orlando Robinson,1610612753,ORL,4,2,2,25.0,1,0,2,9,9,1.0
1631131,Oscar Tshiebwe,1610612762,UTA,15,2,13,201.0,7,1,38,32,38,0.842
1642345,Oso Ighodaro,1610612756,PHX,70,39,31,1511.0,67,43,227,151,274,0.551
1631172,Ousmane Dieng,1610612749,MIL,44,29,15,685.0,15,14,89,50,78,0.641
1629023,P.J. Washington,1610612742,DAL,51,14,37,1572.0,51,59,282,129,224,0.576
1641790,PJ Hall,1610612766,CHA,19,7,12,213.0,3,10,42,20,38,0.526
1642359,Pacôme Dadiet,1610612752,NYK,24,15,9,90.0,3,1,17,8,12,0.667
1631094,Paolo Banchero,1610612753,ORL,59,31,28,2057.0,37,37,435,178,264,0.674
1627783,Pascal Siakam,1610612754,IND,55,14,41,1844.0,61,23,285,152,220,0.691
1626192,Pat Connaughton,1610612766,CHA,34,20,14,257.0,10,1,39,13,23,0.565
1630311,Pat Spencer,1610612744,GSW,53,26,27,926.0,39,3,81,72,97,0.742
1631116,Patrick Baldwin Jr.,1610612758,SAC,7,2,5,58.0,2,3,7,5,13,0.385
1630172,Patrick Williams,1610612741,CHI,60,21,39,1180.0,38,20,128,109,147,0.741
202331,Paul George,1610612755,PHI,27,16,11,824.0,40,13,125,47,89,0.528
1630194,Paul Reed,1610612765,DET,52,37,15,680.0,43,45,123,74,137,0.54
1630202,Payton Pritchard,1610612738,BOS,67,45,22,2184.0,52,8,214,65,87,0.747
1642362,Payton Sandfort,1610612760,OKC,1,1,0,5.0,0,0,1,0,0,0.0
1641796,Pelle Larsson,1610612748,MIA,59,34,25,1516.0,40,14,146,73,113,0.646
1631250,Pete Nance,1610612749,MIL,36,11,25,422.0,9,7,59,32,54,0.593
1631212,Peyton Watson,1610612743,DEN,49,31,18,1502.0,50,58,195,114,177,0.644
1630173,Precious Achiuwa,1610612758,SAC,62,16,46,1418.0,55,43,259,153,230,0.665
1629656,Quentin Grimes,1610612755,PHI,63,34,29,1888.0,58,23,189,101,131,0.771
1631245,Quenton Jackson,1610612754,IND,38,7,31,663.0,22,6,62,38,54,0.704
1642366,Quinten Post,1610612744,GSW,65,32,33,1140.0,26,33,199,133,228,0.583
1629628,RJ Barrett,1610612761,TOR,44,27,17,1328.0,35,14,198,87,125,0.696
1642853,Rasheer Fleming,1610612756,PHX,44,24,20,460.0,13,16,46,27,47,0.574
1642484,RayJ Dennis,1610612737,ATL,16,3,13,180.0,4,4,15,9,12,0.75
1641712,Rayan Rupert,1610612763,MEM,58,28,30,867.0,44,6,106,61,86,0.709
1642263,Reed Sheppard,1610612745,HOU,68,41,27,1769.0,98,44,167,125,167,0.749
1642434,Riley Minix,1610612739,CLE,5,4,1,19.0,1,0,3,4,5,0.8
1642265,Rob Dillingham,1610612741,CHI,53,26,27,699.0,38,4,79,45,58,0.776
1629057,Robert Williams III,1610612757,POR,48,23,25,816.0,31,76,219,87,163,0.534
1642911,Rocco Zikarsky,1610612750,MIN,4,0,4,16.0,0,3,3,4,5,0.8
1631199,Ron Harper Jr.,1610612738,BOS,22,16,6,246.0,4,8,22,17,22,0.773
1641842,Ronald Holland II,1610612765,DET,65,46,19,1317.0,78,20,203,61,86,0.709
1626220,Royce O'Neale,1610612756,PHX,69,39,30,2007.0,79,26,284,146,186,0.785
203497,Rudy Gobert,1610612750,MIN,67,42,25,2107.0,51,107,503,214,395,0.542
1629060,Rui Hachimura,1610612747,LAL,58,40,18,1669.0,32,17,153,132,176,0.75
201566,Russell Westbrook,1610612758,SAC,63,16,47,1826.0,82,10,265,91,120,0.758
1642346,Ryan Dunn,1610612756,PHX,61,35,26,1181.0,50,25,165,76,126,0.603
1641750,Ryan Kalkbrenner,1610612766,CHA,57,31,26,1252.0,30,84,184,156,287,0.544
1642948,Ryan Nembhard,1610612742,DAL,49,18,31,908.0,17,1,84,48,63,0.762
1631157,Ryan Rollins,1610612749,MIL,67,26,41,2158.0,98,29,255,142,197,0.721
1630180,Saddiq Bey,1610612740,NOP,64,24,40,1987.0,61,5,259,94,122,0.77
1630573,Sam Hauser,1610612738,BOS,66,45,21,1625.0,37,20,207,84,128,0.656
1630241,Sam Merrill,1610612739,CLE,44,30,14,1145.0,25,7,80,65,88,0.739
1630572,Sandro Mamukelashvili,1610612761,TOR,66,37,29,1446.0,50,36,231,184,273,0.674
1630583,Santi Aldama,1610612763,MEM,43,19,24,1198.0,37,31,220,112,176,0.636
1630703,Scoot Henderson,1610612757,POR,18,10,8,420.0,7,7,39,32,48,0.667
1630567,Scottie Barnes,1610612761,TOR,66,38,28,2255.0,90,102,383,207,330,0.627
1630590,Scotty Pippen Jr.,1610612763,MEM,10,2,8,212.0,19,4,14,13,14,0.929
1642951,Sean Pedulla,1610612746,LAC,2,1,1,11.0,0,0,1,0,0,0.0
203552,Seth Curry,1610612744,GSW,4,0,4,51.0,2,0,3,5,5,1.0
1631101,Shaedon Sharpe,1610612757,POR,48,22,26,1439.0,68,6,164,83,111,0.748
1628983,Shai Gilgeous-Alexander,1610612760,OKC,58,47,11,1943.0,84,46,228,94,159,0.591
1630536,Sharife Cooper,1610612764,WAS,28,5,23,436.0,8,2,48,20,28,0.714
1631321,Sidy Cissoko,1610612757,POR,63,31,32,1306.0,50,23,94,66,106,0.623
1631323,Simone Fontecchio,1610612748,MIA,62,33,29,1055.0,32,9,142,74,111,0.667
1642883,Sion James,1610612766,CHA,70,36,34,1609.0,40,20,202,78,123,0.634
1627746,Skal Labissiere,1610612764,WAS,3,2,1,38.0,2,1,6,11,14,0.786
1642461,Spencer Jones,1610612743,DEN,58,35,23,1326.0,49,27,123,77,116,0.664
1630649,Stanley Umude,1610612759,SAS,2,2,0,7.0,1,0,0,2,2,1.0
201939,Stephen Curry,1610612744,GSW,39,23,16,1222.0,44,16,122,39,54,0.722
1642264,Stephon Castle,1610612759,SAS,59,44,15,1759.0,71,19,218,82,120,0.683
203500,Steven Adams,1610612745,HOU,32,21,11,730.0,22,20,131,80,117,0.684
1629004,Svi Mykhailiuk,1610612762,UTA,48,14,34,1123.0,24,3,84,53,73,0.726
204456,T.J. McConnell,1610612754,IND,51,13,38,880.0,52,8,94,36,50,0.72
1643007,Taelon Peter,1610612754,IND,31,4,27,348.0,17,4,36,37,45,0.822
201959,Taj Gibson,1610612763,MEM,3,1,2,29.0,1,1,5,7,9,0.778
1631106,Tari Eason,1610612745,HOU,46,27,19,1217.0,59,24,199,81,111,0.73
1627752,Taurean Prince,1610612749,MIL,14,6,8,275.0,9,2,24,12,17,0.706
1641707,Taylor Hendricks,1610612763,MEM,50,12,38,903.0,37,24,121,83,126,0.659
1629611,Terance Mann,1610612751,BKN,58,14,44,1413.0,36,14,117,80,122,0.656
1630545,Terrence Shannon Jr.,1610612750,MIN,31,18,13,363.0,11,1,25,17,21,0.81
203648,Thanasis Antetokounmpo,1610612749,MIL,28,8,20,94.0,9,5,12,6,8,0.75
1628418,Thomas Bryant,1610612739,CLE,52,31,21,590.0,15,23,111,63,129,0.488
1642275,Tidjane Salaün,1610612766,CHA,36,18,18,571.0,16,7,123,42,62,0.677
203501,Tim Hardaway Jr.,1610612743,DEN,69,41,28,1867.0,35,9,166,106,139,0.763
202699,Tobias Harris,1610612765,DET,52,36,16,1464.0,46,19,222,71,116,0.612
1642449,Tolu Smith,1610612765,DET,8,6,2,91.0,2,5,21,6,16,0.375
1628396,Tony Bradley,1610612754,IND,38,9,29,416.0,6,7,51,41,63,0.651
1641787,Tosan Evbuomwan,1610612766,CHA,5,4,1,8.0,0,0,1,0,1,0.0
1641739,Toumani Camara,1610612757,POR,70,34,36,2334.0,75,30,257,172,241,0.714
1629027,Trae Young,1610612764,WAS,15,2,13,384.0,13,2,26,23,27,0.852
1631218,Trayce Jackson-Davis,1610612761,TOR,45,24,21,454.0,15,21,74,61,110,0.555
1642848,Tre Johnson,1610612764,WAS,56,12,44,1348.0,31,18,128,88,122,0.721
1630200,Tre Jones,1610612741,CHI,53,24,29,1431.0,66,10,122,64,87,0.736
1630544,Tre Mann,1610612766,CHA,45,24,21,634.0,24,5,69,47,61,0.77
1630570,Trendon Watford,1610612755,PHI,46,22,24,778.0,16,21,119,65,100,0.65
1642280,Trentyn Flowers,1610612741,CHI,2,0,2,6.0,0,0,0,0,0,0.0
1631211,Trevor Keels,1610612748,MIA,4,4,0,5.0,0,0,2,0,0,0.0
1641725,Trey Alexander,1610612740,NOP,5,1,4,42.0,1,1,4,3,3,1.0
1641998,Trey Jemison III,1610612752,NYK,11,9,2,61.0,1,2,8,3,4,0.75
1630530,Trey Murphy III,1610612740,NOP,62,21,41,2196.0,96,20,291,161,225,0.716
1642400,Tristan Enaruna,1610612739,CLE,6,6,0,34.0,1,0,4,1,1,1.0
1641774,Tristan Vukcevic,1610612764,WAS,44,8,36,589.0,17,31,105,91,148,0.615
1641783,Tristan da Silva,1610612753,ORL,64,36,28,1559.0,60,23,192,100,134,0.746
1629660,Ty Jerome,1610612763,MEM,13,3,10,290.0,14,3,30,22,28,0.786
1631102,TyTy Washington Jr.,1610612746,LAC,9,5,4,52.0,4,2,1,6,7,0.857
1631174,Tyler Burton,1610612763,MEM,4,1,3,91.0,5,2,13,9,10,0.9
1629639,Tyler Herro,1610612748,MIA,23,11,12,707.0,17,8,101,40,56,0.714
1642278,Tyler Kolek,1610612752,NYK,56,35,21,683.0,21,4,77,37,48,0.771
1641890,Tyler Smith,1610612742,DAL,2,0,2,11.0,1,0,2,0,1,0.0
1631213,Tyrese Martin,1610612755,PHI,44,11,33,771.0,25,6,81,46,64,0.719
1630178,Tyrese Maxey,1610612755,PHI,61,33,28,2334.0,124,50,233,95,131,0.725
1642878,Tyrese Proctor,1610612739,CLE,42,28,14,436.0,17,0,37,26,34,0.765
1630623,Tyson Etienne,1610612751,BKN,14,2,12,135.0,2,0,8,3,6,0.5
1626145,Tyus Jones,1610612743,DEN,61,31,30,925.0,36,3,55,44,50,0.88
1642845,VJ Edgecombe,1610612755,PHI,62,35,27,2159.0,89,36,243,143,216,0.662
1641705,Victor Wembanyama,1610612759,SAS,55,42,13,1615.0,57,163,509,166,315,0.527
1631246,Vince Williams Jr.,1610612762,UTA,40,16,24,819.0,29,16,116,51,77,0.662
1642884,Vladislav Goldin,1610612748,MIA,5,3,2,14.0,0,1,3,2,6,0.333
1630249,Vít Krejčí,1610612757,POR,64,31,33,1387.0,47,18,117,90,139,0.647
1631117,Walker Kessler,1610612762,UTA,5,2,3,154.0,7,9,31,22,34,0.647
1642383,Walter Clayton Jr.,1610612763,MEM,58,16,42,1135.0,38,15,98,65,97,0.67
1628976,Wendell Carter Jr.,1610612753,ORL,65,36,29,1925.0,52,42,352,164,275,0.596
1631111,Wendell Moore Jr.,1610612765,DET,5,4,1,54.0,2,2,5,0,5,0.0
1642954,Will Richard,1610612744,GSW,59,31,28,1190.0,74,7,92,54,77,0.701
1642860,Will Riley,1610612764,WAS,61,15,46,1227.0,38,6,109,80,113,0.708
1630214,Xavier Tillman,1610612766,CHA,24,17,7,148.0,7,3,19,20,26,0.769
1642905,Yang Hansen,1610612757,POR,39,20,19,277.0,3,9,39,38,62,0.613
1642949,Yanic Konan Niederhäuser,1610612746,LAC,41,22,19,424.0,5,30,80,58,102,0.569
1642530,Yuki Kawamura,1610612741,CHI,11,4,7,121.0,6,0,16,5,10,0.5
1642274,Yves Missi,1610612740,NOP,58,19,39,1110.0,19,86,172,129,232,0.556
1642258,Zaccharie Risacher,1610612737,ATL,55,31,24,1301.0,50,30,157,103,152,0.678
1628380,Zach Collins,1610612741,CHI,10,6,4,184.0,2,4,40,26,39,0.667
1641744,Zach Edey,1610612763,MEM,11,7,4,284.0,7,21,79,22,38,0.579
203897,Zach LaVine,1610612758,SAC,39,9,30,1224.0,28,10,100,75,92,0.815
1630192,Zeke Nnaji,1610612743,DEN,47,33,14,575.0,17,21,95,48,86,0.558
1630533,Ziaire Williams,1610612751,BKN,49,13,36,1116.0,60,19,90,69,92,0.75
1629627,Zion Williamson,1610612740,NOP,54,22,32,1602.0,55,30,196,88,137,0.642
1642389,Zyon Pullin,1610612750,MIN,1,1,0,5.0,1,0,0,1,2,0.5
