player_id,player_name,team_abbr,team_name
203954,Joel Embiid,PHI,Philadelphia 76ers
1641780,Johni Broome,PHI,Philadelphia 76ers
1642348,Justin Edwards,PHI,Philadelphia 76ers
1626162,Kelly Oubre Jr.,PHI,Philadelphia 76ers
200768,Kyle Lowry,PHI,Philadelphia 76ers
1630699,MarJon Beauchamp,PHI,Philadelphia 76ers
202331,Paul George,PHI,Philadelphia 76ers
1629656,Quentin Grimes,PHI,Philadelphia 76ers
1630570,Trendon Watford,PHI,Philadelphia 76ers
1631213,Tyrese Martin,PHI,Philadelphia 76ers
1630178,Tyrese Maxey,PHI,Philadelphia 76ers
1642845,VJ Edgecombe,PHI,Philadelphia 76ers
1629599,Amir Coffey,PHX,Phoenix Suns
1643047,CJ Huntley,PHX,Phoenix Suns
1631221,Collin Gillespie,PHX,Phoenix Suns
1626164,Devin Booker,PHX,Phoenix Suns
1628415,Dillon Brooks,PHX,Phoenix Suns
1628960,Grayson Allen,PHX,Phoenix Suns
1629312,Haywood Highsmith,PHX,Phoenix Suns
1630587,Isaiah Livers,PHX,Phoenix Suns
1630224,Jalen Green,PHX,Phoenix Suns
1631123,Jamaree Bouyea,PHX,Phoenix Suns
1630692,Jordan Goodwin,PHX,Phoenix Suns
1642863,Khaman Maluach,PHX,Phoenix Suns
1642886,Koby Brea,PHX,Phoenix Suns
1631109,Mark Williams,PHX,Phoenix Suns
1642345,Oso Ighodaro,PHX,Phoenix Suns
1642853,Rasheer Fleming,PHX,Phoenix Suns
1626220,Royce O'Neale,PHX,Phoenix Suns
1642346,Ryan Dunn,PHX,Phoenix Suns
1631104,Blake Wesley,POR,Portland Trail Blazers
1631126,Caleb Love,POR,Portland Trail Blazers
1642959,Chris Youngblood,POR,Portland Trail Blazers
203081,Damian Lillard,POR,Portland Trail Blazers
1630166,Deni Avdija,POR,Portland Trail Blazers
1642270,Donovan Clingan,POR,Portland Trail Blazers
1643257,Jayson Kent,POR,Portland Trail Blazers
203924,Jerami Grant,POR,Portland Trail Blazers
201950,Jrue Holiday,POR,Portland Trail Blazers
1631200,Kris Murray,POR,Portland Trail Blazers
1629680,Matisse Thybulle,POR,Portland Trail Blazers
1629057,Robert Williams III,POR,Portland Trail Blazers
1630703,Scoot Henderson,POR,Portland Trail Blazers
1631101,Shaedon Sharpe,POR,Portland Trail Blazers
1631321,Sidy Cissoko,POR,Portland Trail Blazers
1641739,Toumani Camara,POR,Portland Trail Blazers
1630249,Vít Krejčí,POR,Portland Trail Blazers
1642905,Yang Hansen,POR,Portland Trail Blazers
1631342,Daeqwon Plowden,SAC,Sacramento Kings
1629631,De'Andre Hunter,SAC,Sacramento Kings
201942,DeMar DeRozan,SAC,Sacramento Kings
1642269,Devin Carter,SAC,Sacramento Kings
1627734,Domantas Sabonis,SAC,Sacramento Kings
203926,Doug McDermott,SAC,Sacramento Kings
1629234,Drew Eubanks,SAC,Sacramento Kings
1642928,Dylan Cardwell,SAC,Sacramento Kings
1641815,Isaiah Stevens,SAC,Sacramento Kings
1631099,Keegan Murray,SAC,Sacramento Kings
1630165,Killian Hayes,SAC,Sacramento Kings
1628370,Malik Monk,SAC,Sacramento Kings
1642875,Maxime Raynaud,SAC,Sacramento Kings
1642363,Nique Clifford,SAC,Sacramento Kings
1631116,Patrick Baldwin Jr.,SAC,Sacramento Kings
1630173,Precious Achiuwa,SAC,Sacramento Kings
201566,Russell Westbrook,SAC,Sacramento Kings
203897,Zach LaVine,SAC,Sacramento Kings
202687,Bismack Biyombo,SAS,San Antonio Spurs
1642868,Carter Bryant,SAS,San Antonio Spurs
1642357,David Jones Garcia,SAS,San Antonio Spurs
1628368,De'Aaron Fox,SAS,San Antonio Spurs
1630170,Devin Vassell,SAS,San Antonio Spurs
1642844,Dylan Harper,SAS,San Antonio Spurs
1641801,Emanuel Miller,SAS,San Antonio Spurs
203084,Harrison Barnes,SAS,San Antonio Spurs
1631127,Harrison Ingram,SAS,San Antonio Spurs
1629162,Jordan McLaughlin,SAS,San Antonio Spurs
1630577,Julian Champagnie,SAS,San Antonio Spurs
1629640,Keldon Johnson,SAS,San Antonio Spurs
203482,Kelly Olynyk,SAS,San Antonio Spurs
1630322,Lindy Waters III,SAS,San Antonio Spurs
1628436,Luke Kornet,SAS,San Antonio Spurs
203486,Mason Plumlee,SAS,San Antonio Spurs
1642264,Stephon Castle,SAS,San Antonio Spurs
1641705,Victor Wembanyama,SAS,San Antonio Spurs
1630639,A.J. Lawson,TOR,Toronto Raptors
1642918,Alijah Martin,TOR,Toronto Raptors
1627742,Brandon Ingram,TOR,Toronto Raptors
1642935,Chucky Hepburn,TOR,Toronto Raptors
1642867,Collin Murray-Boyles,TOR,Toronto Raptors
202066,Garrett Temple,TOR,Toronto Raptors
1641711,Gradey Dick,TOR,Toronto Raptors
1630193,Immanuel Quickley,TOR,Toronto Raptors
1642266,Ja'Kobe Walter,TOR,Toronto Raptors
1627751,Jakob Poeltl,TOR,Toronto Raptors
1642347,Jamal Shead,TOR,Toronto Raptors
1642419,Jamison Battle,TOR,Toronto Raptors
1642367,Jonathan Mogbo,TOR,Toronto Raptors
1629628,RJ Barrett,TOR,Toronto Raptors
1630572,Sandro Mamukelashvili,TOR,Toronto Raptors
