player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1a_eff,C1b_events,C1b_pts,C1b_eff,C2_events,C2_pts,C2_eff,C3_events,C3_pts,C3_eff,C4_events,C4_pts,C4_eff,C5_events,C5_pts,C5_eff,C6a_events,C6a_pts,C6a_eff,C6b_events,C6b_pts,C6b_eff,C6c_events,C6c_pts,C6c_eff,C6d_events,C6d_pts,C6d_eff,C6e_events,C6e_pts,C6e_eff,C6f_events,C6f_pts,C6f_eff,total_fgm,total_fg3m,total_ftm
1495,Tim Duncan,SAS,24,593,412,405,7,232,519,55.79,57.68,-1.89,386,398,51.55,7,0,0.0,78,104,66.67,0,0,,19,52,91.23,0,0,,1,2,100.0,0,0,,0,0,,0,0,,1,1,100.0,27,36,66.67,218,0,157
1717,Dirk Nowitzki,DAL,17,430,313,252,61,113,365,53.75,59.27,-5.52,242,226,46.69,60,78,43.33,35,64,91.43,1,2,66.67,10,29,96.67,1,4,100.0,3,2,66.67,0,0,,0,0,,0,0,,0,0,,13,25,96.15,150,27,103
467,Jason Kidd,NJN,20,402,341,237,104,114,404,44.67,51.39,-6.72,232,196,42.24,104,102,32.69,23,36,78.26,1,2,66.67,5,15,100.0,0,0,,17,16,88.89,0,0,,1,1,100.0,0,0,,0,0,,21,34,80.95,137,34,94
89,Nick Van Exel,DAL,20,389,326,214,112,64,355,46.98,54.92,-7.94,210,204,48.57,112,132,39.29,20,26,65.0,2,6,100.0,4,11,91.67,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,10,71.43,150,44,45
977,Kobe Bryant,LAL,12,385,317,255,62,104,367,48.12,53.07,-4.94,249,212,42.57,60,69,38.33,33,51,77.27,1,3,100.0,6,17,94.44,2,8,100.0,5,5,100.0,0,0,,0,0,,0,0,,0,0,,11,20,90.91,137,25,86
1888,Richard Hamilton,DET,17,383,303,276,27,117,361,51.07,54.02,-2.96,271,240,44.28,27,27,33.33,33,59,89.39,0,0,,5,14,93.33,0,0,,4,3,75.0,1,2,100.0,0,0,,0,0,,0,0,,20,38,95.0,134,9,106
947,Allen Iverson,PHI,12,380,329,274,55,118,385,45.73,49.88,-4.15,266,220,41.35,55,57,34.55,31,41,66.13,0,0,,8,23,95.83,0,0,,2,2,100.0,0,0,,0,0,,0,0,,0,0,,23,37,80.43,137,19,87
2030,Kenyon Martin,NJN,20,378,329,318,11,114,379,48.28,49.85,-1.57,304,268,44.08,11,3,9.09,38,53,69.74,0,0,,14,38,90.48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,12,16,66.67,149,1,79
714,Michael Finley,DAL,20,366,301,187,114,66,334,46.8,55.45,-8.64,184,162,44.02,114,141,41.23,23,39,84.78,0,0,,3,8,88.89,0,0,,2,2,100.0,0,0,,1,1,100.0,0,0,,0,0,,7,13,92.86,131,47,57
2225,Tony Parker,SAS,24,352,335,279,56,94,384,42.93,46.76,-3.84,278,238,42.81,56,45,26.79,32,47,73.44,0,0,,1,3,100.0,0,0,,4,2,50.0,1,2,100.0,0,0,,0,0,,0,0,,12,15,62.5,135,15,67
406,Shaquille O'Neal,LAL,12,324,226,226,0,132,285,55.48,57.03,-1.55,212,214,50.47,0,0,,48,59,61.46,0,0,,14,39,92.86,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,11,12,54.55,121,0,82
959,Steve Nash,DAL,20,322,257,181,76,63,290,49.31,56.55,-7.24,176,146,41.48,75,108,48.0,12,22,91.67,1,3,100.0,5,13,86.67,1,3,75.0,10,9,90.0,0,0,,0,0,,0,0,,0,0,,10,18,90.0,115,37,55
