player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1a_eff,C1b_events,C1b_pts,C1b_eff,C2_events,C2_pts,C2_eff,C3_events,C3_pts,C3_eff,C4_events,C4_pts,C4_eff,C5_events,C5_pts,C5_eff,C6a_events,C6a_pts,C6a_eff,C6b_events,C6b_pts,C6b_eff,C6c_events,C6c_pts,C6c_eff,C6d_events,C6d_pts,C6d_eff,C6e_events,C6e_pts,C6e_eff,C6f_events,C6f_pts,C6f_eff,total_fgm,total_fg3m,total_ftm
1718,Paul Pierce,BOS,82,2144,1598,1078,520,643,1904,49.19,56.99,-7.81,1023,884,43.21,519,627,40.27,207,331,79.95,5,12,80.0,55,155,93.94,1,4,100.0,30,25,83.33,0,0,,0,0,,0,0,,0,0,,64,106,82.81,707,210,520
1495,Tim Duncan,SAS,82,2089,1504,1494,10,701,1823,56.17,57.63,-1.46,1424,1386,48.67,10,3,10.0,245,389,79.39,0,0,,70,198,94.29,0,0,,5,3,60.0,2,4,100.0,0,0,,0,0,,0,0,,67,106,79.7,764,1,560
977,Kobe Bryant,LAL,80,2016,1597,1465,132,586,1891,51.53,54.34,-2.81,1420,1342,47.25,131,96,24.43,169,289,85.5,0,0,,45,127,94.07,1,3,75.0,46,38,79.17,2,3,75.0,3,3,100.0,0,0,,1,1,100.0,73,114,78.08,749,33,485
1503,Tracy McGrady,ORL,76,1948,1586,1303,283,555,1832,48.58,53.22,-4.64,1245,1108,44.5,283,309,36.4,204,299,73.28,4,11,91.67,58,158,90.8,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,38,63,81.82,715,103,415
947,Allen Iverson,PHI,60,1883,1669,1401,268,585,1968,44.93,48.87,-3.94,1363,1098,40.28,268,234,29.1,170,276,81.18,1,1,33.33,38,105,92.11,0,0,,53,41,71.93,1,1,50.0,1,1,100.0,0,0,,0,0,,73,126,86.9,665,78,475
406,Shaquille O'Neal,LAL,67,1822,1229,1228,1,717,1534,57.37,58.98,-1.62,1121,1210,53.97,1,0,0.0,226,261,57.74,0,0,,107,274,85.36,0,0,,0,0,,1,1,50.0,0,0,,0,0,,0,0,,78,76,48.72,712,0,398
56,Gary Payton,SEA,82,1815,1578,1342,236,335,1740,48.7,52.6,-3.9,1308,1258,48.09,236,222,31.36,88,139,78.98,1,3,100.0,34,95,93.14,0,0,,22,16,72.73,0,0,,1,1,100.0,0,0,,0,0,,50,81,81.82,737,74,267
952,Antoine Walker,BOS,81,1794,1689,1044,645,324,1838,41.27,48.97,-7.7,1014,828,40.83,645,666,34.42,111,165,74.32,0,0,,30,82,91.11,0,0,,3,1,33.33,0,0,,1,0,0.0,0,0,,0,0,,34,52,76.47,666,222,240
252,Karl Malone,UTA,80,1788,1399,1374,25,639,1706,51.65,53.21,-1.56,1332,1168,43.84,25,27,36.0,205,335,81.71,1,3,100.0,42,118,93.65,0,0,,18,15,75.0,3,3,50.0,2,2,100.0,0,0,,0,0,,78,117,75.0,635,9,509
1717,Dirk Nowitzki,DAL,76,1779,1258,908,350,516,1495,52.6,59.9,-7.3,864,834,48.26,346,405,39.02,170,290,85.29,5,14,93.33,44,127,96.21,4,14,87.5,11,10,83.33,3,6,100.0,0,0,,0,0,,1,1,100.0,47,78,82.98,600,139,440
708,Kevin Garnett,MIN,81,1712,1401,1285,116,446,1607,50.89,53.59,-2.7,1252,1178,47.04,116,111,31.9,145,235,81.03,1,2,66.67,33,94,94.95,0,0,,0,0,,4,7,87.5,0,0,,0,0,,0,0,,56,85,75.89,659,37,357
147,Jalen Rose,IND,83,1696,1458,1212,246,335,1621,48.5,52.82,-4.32,1183,1090,46.07,246,267,36.18,91,151,82.97,0,0,,29,84,96.55,0,0,,20,17,80.95,0,0,,0,0,,0,0,,0,0,,52,87,83.65,663,89,281
950,Stephon Marbury,PHX,82,1674,1413,1165,248,452,1621,47.48,51.93,-4.45,1123,1024,45.59,248,213,28.63,152,238,78.29,2,3,50.0,42,114,90.48,0,0,,8,7,77.78,0,0,,0,0,,0,0,,0,0,,46,75,81.52,625,71,353
949,Shareef Abdur-Rahim,ATL,77,1636,1297,1227,70,523,1535,51.33,53.56,-2.23,1179,1058,44.87,70,63,30.0,178,282,79.21,1,2,66.67,48,137,95.14,0,0,,2,2,100.0,2,3,75.0,0,0,,0,0,,0,0,,55,89,80.91,598,21,419
711,Jerry Stackhouse,DET,76,1629,1319,1019,300,577,1614,46.34,51.78,-5.44,987,812,41.13,300,258,28.67,155,271,87.42,3,9,100.0,32,90,93.75,0,0,,48,39,79.59,3,5,100.0,0,0,,0,0,,0,0,,86,145,84.3,524,86,495
1712,Antawn Jamison,GSW,82,1619,1375,1165,210,440,1580,47.62,51.61,-3.99,1121,1004,44.78,210,204,32.38,120,174,72.5,2,6,100.0,44,115,87.12,0,0,,13,11,73.33,0,0,,0,0,,0,0,,1,1,100.0,69,104,75.91,614,68,323
1749,Cuttino Mobley,HOU,74,1606,1358,981,377,314,1527,47.14,53.67,-6.53,958,846,44.15,377,447,39.52,79,131,82.91,1,3,100.0,23,64,92.75,0,0,,46,37,80.43,0,0,,0,0,,0,0,,0,0,,43,78,91.76,595,149,267
84,Latrell Sprewell,NYK,81,1575,1419,1016,403,346,1591,43.91,50.12,-6.21,985,794,40.3,402,432,35.82,106,172,81.13,0,0,,31,89,95.7,1,4,100.0,27,21,77.78,1,2,100.0,3,3,100.0,0,0,,0,0,,35,58,82.86,573,145,284
275,Allan Houston,NYK,77,1567,1301,955,346,339,1481,47.67,54.03,-6.36,932,818,43.88,345,405,39.13,80,144,90.0,6,15,83.33,23,65,94.2,1,4,100.0,52,47,88.68,0,0,,0,0,,0,0,,0,0,,42,69,82.14,568,136,295
1890,Shawn Marion,PHX,81,1547,1395,1273,122,225,1509,49.31,51.77,-2.46,1253,1172,46.77,122,144,39.34,73,125,85.62,0,0,,20,57,95.0,0,0,,24,22,88.0,0,0,,0,0,,0,0,,0,0,,17,27,79.41,654,48,191
1887,Wally Szczerbiak,MIN,82,1531,1200,1009,191,272,1326,53.48,58.01,-4.53,984,994,50.51,191,261,45.55,71,117,82.39,3,9,100.0,25,70,93.33,0,0,,7,7,100.0,1,2,100.0,0,0,,0,0,,1,1,100.0,43,70,81.4,609,87,226
739,Rasheed Wallace,POR,79,1521,1287,970,317,274,1408,48.06,54.03,-5.97,937,912,48.67,316,339,35.76,95,145,76.32,0,0,,33,88,88.89,1,3,75.0,2,2,100.0,0,0,,0,0,,0,0,,0,0,,24,32,66.67,603,114,201
978,Peja Stojakovic,SAC,71,1506,1130,820,310,323,1291,52.06,59.19,-7.14,798,792,49.62,310,387,41.61,78,140,89.74,0,0,,22,60,90.91,0,0,,20,16,80.0,1,2,100.0,1,1,100.0,0,0,,0,0,,61,108,88.52,547,129,283
1891,Jason Terry,ATL,77,1504,1219,775,444,340,1403,46.68,54.95,-8.27,761,676,44.42,442,510,38.46,97,157,80.93,2,3,50.0,14,40,95.24,2,7,87.5,46,42,91.3,0,0,,0,0,,0,0,,0,0,,39,69,88.46,524,172,284
951,Ray Allen,MIL,69,1500,1147,620,527,245,1265,48.92,59.77,-10.85,606,574,47.36,524,675,42.94,61,107,87.7,2,6,100.0,14,42,100.0,3,11,91.67,10,6,60.0,2,3,75.0,0,0,,0,0,,0,0,,43,76,88.37,529,228,214
