player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1a_eff,C1b_events,C1b_pts,C1b_eff,C2_events,C2_pts,C2_eff,C3_events,C3_pts,C3_eff,C4_events,C4_pts,C4_eff,C5_events,C5_pts,C5_eff,C6a_events,C6a_pts,C6a_eff,C6b_events,C6b_pts,C6b_eff,C6c_events,C6c_pts,C6c_eff,C6d_events,C6d_pts,C6d_eff,C6e_events,C6e_pts,C6e_eff,C6f_events,C6f_pts,C6f_eff,total_fgm,total_fg3m,total_ftm
977,Kobe Bryant,LAL,21,633,463,357,106,194,556,51.63,57.72,-6.09,342,350,51.17,105,93,29.52,44,68,77.27,3,6,66.67,15,43,95.56,1,3,75.0,14,17,94.44,0,0,,0,0,,0,0,,0,0,,32,53,84.13,222,32,157
708,Kevin Garnett,BOS,26,530,438,430,8,116,493,53.0,54.19,-1.19,424,418,49.29,8,6,25.0,36,59,81.94,0,0,,6,17,94.44,0,0,,0,0,,1,2,100.0,0,0,,0,0,,0,0,,18,28,77.78,217,2,94
1718,Paul Pierce,BOS,26,511,370,251,119,177,454,49.32,57.05,-7.72,242,222,45.87,118,126,35.59,49,78,79.59,0,0,,9,26,96.3,1,4,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,34,54,79.41,163,43,142
951,Ray Allen,BOS,26,403,311,172,139,90,363,47.36,57.47,-10.12,170,152,44.71,139,165,39.57,16,28,87.5,2,6,100.0,2,6,100.0,0,0,,20,20,90.91,0,0,,0,0,,0,0,,0,0,,14,26,92.86,133,55,82
2225,Tony Parker,SAS,17,381,306,286,20,93,348,52.55,54.91,-2.36,277,272,49.1,20,21,35.0,38,56,73.68,0,0,,9,25,92.59,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,4,7,87.5,152,7,70
1888,Richard Hamilton,DET,17,368,285,259,26,101,337,52.8,55.85,-3.05,255,244,47.84,26,24,30.77,20,37,92.5,0,0,,4,11,91.67,0,0,,7,7,87.5,0,0,,0,0,,0,0,,1,1,100.0,24,44,91.67,134,8,92
2544,LeBron James,CLE,13,366,275,205,70,167,355,46.51,52.51,-6.01,194,168,43.3,70,54,25.71,51,73,71.57,1,2,66.67,11,31,93.94,0,0,,5,3,50.0,4,7,87.5,0,0,,0,0,,1,1,100.0,18,27,75.0,113,18,122
2200,Pau Gasol,LAL,21,354,266,266,0,104,315,55.66,56.77,-1.11,260,270,51.92,0,0,,32,45,70.31,0,0,,6,17,94.44,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,17,22,64.71,141,0,72
1495,Tim Duncan,SAS,17,343,301,296,5,115,352,47.51,48.78,-1.27,283,242,42.76,5,3,20.0,45,58,64.44,0,0,,13,32,82.05,0,0,,0,0,,1,1,50.0,0,0,,0,0,,0,0,,5,7,70.0,135,1,72
1938,Manu Ginobili,SAS,17,303,232,130,102,77,267,47.12,56.98,-9.86,119,98,41.18,101,111,36.63,14,23,82.14,1,3,100.0,11,33,100.0,1,4,100.0,6,4,66.67,0,0,,0,0,,0,0,,0,0,,14,27,96.43,98,38,69
1885,Lamar Odom,LAL,21,301,218,207,11,127,275,52.44,54.95,-2.51,194,182,46.91,11,9,27.27,48,60,62.5,0,0,,13,37,94.87,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,9,13,72.22,107,3,84
101108,Chris Paul,NOP,12,289,221,200,21,79,256,53.32,56.5,-3.18,191,194,50.79,21,15,23.81,21,31,73.81,1,3,100.0,9,23,85.19,0,0,,1,1,100.0,1,2,100.0,0,0,,0,0,,0,0,,11,20,90.91,111,5,62
200765,Rajon Rondo,BOS,26,266,263,243,20,68,295,43.32,45.4,-2.08,240,198,41.25,20,15,25.0,19,24,63.16,1,3,100.0,3,8,88.89,0,0,,0,0,,2,3,75.0,0,0,,0,0,,0,0,,10,15,75.0,107,5,47
101114,Deron Williams,UTA,12,259,183,127,56,66,215,53.07,61.07,-8.0,125,120,48.0,56,84,50.0,23,38,82.61,0,0,,2,5,83.33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,9,12,66.67,90,28,51
2561,David West,NOP,12,254,219,217,2,55,244,51.31,52.22,-0.91,211,190,45.02,2,3,50.0,18,32,88.89,0,0,,6,17,94.44,0,0,,1,0,0.0,0,0,,0,0,,0,0,,0,0,,6,12,100.0,102,1,49
1497,Chauncey Billups,DET,15,239,172,108,64,93,217,47.7,56.12,-8.42,103,80,38.83,64,72,37.5,27,46,85.19,2,5,83.33,5,14,93.33,0,0,,5,6,100.0,0,0,,0,0,,0,0,,0,0,,11,16,72.73,69,24,77
2419,Tayshaun Prince,DET,17,235,208,183,25,34,224,49.47,52.7,-3.23,181,180,49.72,25,24,32.0,10,15,75.0,0,0,,2,5,83.33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,11,91.67,100,8,27
739,Rasheed Wallace,DET,17,225,203,128,75,39,222,43.27,51.1,-7.83,127,122,48.03,75,72,32.0,13,17,65.38,0,0,,1,3,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,11,91.67,86,24,29
965,Derek Fisher,LAL,21,215,146,96,50,73,182,51.81,60.35,-8.55,91,78,42.86,50,66,44.0,18,31,86.11,1,3,100.0,5,15,100.0,0,0,,5,2,40.0,0,0,,0,0,,0,0,,0,0,,12,20,83.33,66,22,61
1740,Rashard Lewis,ORL,10,195,163,95,68,39,182,45.03,54.12,-9.08,93,96,51.61,68,63,30.88,10,16,80.0,0,0,,2,5,83.33,0,0,,1,0,0.0,0,0,,0,0,,0,0,,0,0,,8,15,93.75,71,21,32
2430,Carlos Boozer,UTA,12,192,183,183,0,56,209,45.5,46.23,-0.74,179,144,40.22,0,0,,23,35,76.09,0,0,,4,10,83.33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,3,3,50.0,76,0,40
2730,Dwight Howard,ORL,10,189,124,124,0,83,162,57.1,58.87,-1.77,117,130,55.56,0,0,,31,34,54.84,0,0,,7,18,85.71,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,7,50.0,72,0,45
2246,Mehmet Okur,UTA,12,185,156,105,51,44,176,45.45,52.75,-7.29,101,86,42.57,51,57,37.25,14,22,78.57,1,2,66.67,4,10,83.33,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,4,7,87.5,66,19,34
2045,Hedo Turkoglu,ORL,10,175,141,106,35,46,162,48.21,54.27,-6.06,102,98,48.04,35,30,28.57,13,22,84.62,0,0,,4,10,83.33,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,15,93.75,63,10,39
1899,James Posey,BOS,26,174,119,31,88,40,139,47.54,63.69,-16.15,31,34,54.84,88,105,39.77,14,24,85.71,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,6,11,91.67,52,35,35
2756,Sasha Vujacic,LAL,21,171,138,59,79,35,154,43.85,55.74,-11.89,58,46,39.66,78,90,38.46,2,3,75.0,1,3,100.0,1,3,100.0,1,4,100.0,0,0,,1,2,100.0,0,0,,0,0,,0,0,,12,20,83.33,55,31,30
980,Zydrunas Ilgauskas,CLE,13,170,140,140,0,44,162,52.47,53.34,-0.87,139,132,47.48,0,0,,19,32,84.21,0,0,,1,3,100.0,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,2,2,50.0,67,0,36
978,Peja Stojakovic,NOP,12,169,133,82,51,27,147,49.13,58.32,-9.2,82,60,36.59,51,84,54.9,6,12,100.0,0,0,,0,0,,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,7,12,85.71,58,28,25
