player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1a_eff,C1b_events,C1b_pts,C1b_eff,C2_events,C2_pts,C2_eff,C3_events,C3_pts,C3_eff,C4_events,C4_pts,C4_eff,C5_events,C5_pts,C5_eff,C6a_events,C6a_pts,C6a_eff,C6b_events,C6b_pts,C6b_eff,C6c_events,C6c_pts,C6c_eff,C6d_events,C6d_pts,C6d_eff,C6e_events,C6e_pts,C6e_eff,C6f_events,C6f_pts,C6f_eff,total_fgm,total_fg3m,total_ftm
406,Shaquille O'Neal,LAL,79,2344,1665,1664,1,824,2023,56.41,57.8,-1.39,1554,1692,54.44,1,0,0.0,236,243,51.48,0,0,,110,283,85.76,0,0,,0,0,,3,4,66.67,0,0,,0,0,,0,0,,119,122,51.26,956,0,432
1713,Vince Carter,TOR,82,2106,1696,1460,236,550,1952,50.41,54.33,-3.93,1419,1304,45.95,236,285,40.25,173,274,79.19,1,2,66.67,41,115,93.5,0,0,,0,0,,3,4,80.0,0,0,,0,0,,0,0,,79,122,77.22,788,95,435
252,Karl Malone,UTA,82,2094,1476,1468,8,738,1809,56.63,58.14,-1.52,1393,1350,48.46,8,6,25.0,228,366,80.26,0,0,,75,207,92.0,0,0,,0,0,,3,4,80.0,0,0,,0,0,,1,1,100.0,101,160,79.21,752,2,588
947,Allen Iverson,PHI,70,1989,1733,1472,261,620,2027,45.76,49.58,-3.83,1416,1168,41.24,259,261,33.59,188,279,74.2,2,5,83.33,56,151,89.88,2,7,87.5,28,18,60.0,3,5,83.33,0,0,,0,0,,2,1,50.0,71,94,66.2,729,89,442
56,Gary Payton,SEA,82,1982,1666,1146,520,423,1869,46.36,53.51,-7.14,1117,1082,48.43,519,528,33.91,94,128,68.09,0,0,,29,78,89.66,1,3,75.0,13,12,85.71,1,1,50.0,0,0,,0,0,,0,0,,95,150,79.37,747,177,311
711,Jerry Stackhouse,DET,82,1939,1447,1159,288,758,1819,49.21,54.45,-5.24,1119,992,44.33,288,249,28.82,215,359,83.49,4,10,83.33,40,113,94.17,0,0,,30,21,70.0,2,4,100.0,0,0,,0,0,,0,0,,121,191,78.93,619,83,618
255,Grant Hill,DET,74,1906,1422,1324,98,604,1701,53.75,56.47,-2.71,1254,1184,47.21,98,102,34.69,185,297,80.27,0,0,,70,194,92.38,0,0,,26,26,89.66,0,0,,0,0,,0,0,,0,0,,68,103,75.74,696,34,480
708,Kevin Garnett,MIN,81,1857,1526,1445,81,404,1715,52.5,54.5,-1.99,1417,1402,49.47,81,90,37.04,120,182,75.83,0,0,,28,75,89.29,0,0,,2,2,100.0,1,2,100.0,0,0,,0,0,,0,0,,66,104,78.79,759,30,309
714,Michael Finley,DAL,82,1855,1636,1389,247,317,1790,48.36,52.24,-3.88,1367,1254,45.87,247,297,40.08,95,160,84.21,1,2,66.67,22,64,96.97,0,0,,15,8,50.0,1,2,100.0,0,0,,0,0,,0,0,,42,68,80.95,748,99,260
185,Chris Webber,SAC,75,1834,1548,1453,95,414,1728,50.87,53.0,-2.13,1399,1334,47.68,95,81,28.42,136,202,74.26,0,0,,54,149,91.98,0,0,,1,1,50.0,1,2,100.0,0,0,,0,0,,0,0,,42,65,77.38,748,27,311
