player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1a_eff,C1b_events,C1b_pts,C1b_eff,C2_events,C2_pts,C2_eff,C3_events,C3_pts,C3_eff,C4_events,C4_pts,C4_eff,C5_events,C5_pts,C5_eff,C6a_events,C6a_pts,C6a_eff,C6b_events,C6b_pts,C6b_eff,C6c_events,C6c_pts,C6c_eff,C6d_events,C6d_pts,C6d_eff,C6e_events,C6e_pts,C6e_eff,C6f_events,C6f_pts,C6f_eff,total_fgm,total_fg3m,total_ftm
202691,Klay Thompson,GSW,24,582,452,220,232,96,497,47.24,58.88,-11.64,213,192,45.07,232,294,42.24,25,41,82.0,2,5,83.33,7,20,95.24,0,0,,4,4,80.0,0,0,,0,0,,0,0,,0,0,,14,26,92.86,201,98,82
2544,LeBron James,CLE,21,552,417,323,94,124,471,52.47,58.53,-6.06,309,346,55.99,94,96,34.04,38,48,63.16,3,7,77.78,14,36,85.71,0,0,,0,0,,2,4,100.0,0,0,,0,0,,0,0,,11,15,71.43,219,32,82
202681,Kyrie Irving,CLE,21,530,423,307,116,88,467,50.48,57.39,-6.92,296,278,46.96,116,153,43.97,21,36,85.71,0,0,,11,33,100.0,0,0,,12,11,84.62,0,0,,0,0,,0,0,,0,0,,11,19,86.36,201,51,77
201142,Kevin Durant,OKC,18,511,407,297,110,146,477,47.76,54.22,-6.46,288,270,46.88,110,93,28.18,39,68,87.18,7,19,90.48,9,25,92.59,0,0,,12,14,100.0,0,0,,0,0,,0,0,,0,0,,12,22,91.67,175,31,130
201566,Russell Westbrook,OKC,18,468,393,288,105,140,457,45.39,51.47,-6.08,279,232,41.58,105,102,32.38,45,75,83.33,3,7,77.78,9,26,96.3,0,0,,0,0,,1,1,50.0,0,0,,0,0,,0,0,,15,25,83.33,159,34,116
201939,Stephen Curry,GSW,18,452,338,142,196,83,374,47.33,60.34,-13.01,134,120,44.78,195,237,40.51,12,20,83.33,4,11,91.67,8,24,100.0,1,4,100.0,4,6,100.0,0,0,,0,0,,0,0,,0,0,,16,30,93.75,148,80,76
201942,DeMar DeRozan,TOR,20,418,398,371,27,123,458,44.19,46.23,-2.04,362,288,39.78,27,12,14.81,41,68,82.93,0,0,,9,24,88.89,0,0,,6,4,66.67,0,0,,0,0,,0,0,,0,0,,13,22,84.62,157,4,100
200768,Kyle Lowry,TOR,20,382,330,192,138,104,376,42.35,50.83,-8.48,185,164,44.32,138,126,30.43,34,48,70.59,6,16,88.89,7,19,90.48,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,5,8,80.0,131,42,78
203110,Draymond Green,GSW,23,355,276,172,104,107,325,46.53,54.94,-8.41,163,144,44.17,104,114,36.54,41,59,71.95,1,3,100.0,9,26,96.3,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,0.0,6,9,75.0,119,38,79
2548,Dwyane Wade,MIA,14,300,254,231,23,64,284,50.42,53.16,-2.74,227,206,45.37,23,36,52.17,23,38,82.61,0,0,,4,12,100.0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,8,57.14,119,12,50
