player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,total_fgm,total_fg3m,total_ftm
893,Michael Jordan,CHI,82,3041,2279,2213,66,972,0,54.34,56.18,-1.84,1098,12,833
76673,Alex English,DEN,82,2345,1920,1905,15,487,0,54.01,54.94,-0.93,965,4,411
1122,Dominique Wilkins,ATL,79,2294,1787,1681,106,742,0,51.88,54.27,-2.39,828,31,607
78404,Kiki Vandeweghe,POR,79,2122,1545,1464,81,527,0,57.38,59.71,-2.33,808,39,467
1449,Larry Bird,BOS,74,2076,1497,1272,225,455,0,56.51,61.16,-4.65,786,90,414
76016,Mark Aguirre,DAL,80,2056,1590,1440,150,557,0,52.89,56.02,-3.13,787,53,429
107,Dale Ellis,SEA,82,2041,1520,1280,240,489,0,54.15,58.81,-4.66,785,86,385
1450,Kevin McHale,BOS,77,2008,1307,1303,4,512,0,64.15,65.52,-1.37,790,0,428
77142,Magic Johnson,LAL,80,1909,1308,1269,39,631,0,58.09,60.2,-2.11,683,8,535
1472,Tom Chambers,SEA,82,1909,1446,1301,145,630,0,52.06,55.39,-3.33,660,54,535
1365,Xavier McDaniel,SEA,82,1890,1583,1569,14,395,0,52.87,53.79,-0.92,806,3,275
166,Ron Harper,CLE,82,1874,1614,1520,94,564,0,48.22,50.32,-2.1,734,20,386
1453,Walter Davis,PHX,79,1867,1515,1434,81,334,0,54.19,56.17,-1.98,779,21,288
17,Clyde Drexler,POR,82,1782,1408,1361,47,470,0,53.47,55.18,-1.71,707,11,357
252,Karl Malone,UTH,82,1779,1422,1415,7,540,0,52.46,53.6,-1.14,728,0,323
77449,Moses Malone,WAS,73,1760,1311,1300,11,692,0,52.93,54.47,-1.54,595,0,570
117,Jeff Malone,WAS,80,1758,1509,1483,26,425,0,50.68,51.83,-1.15,689,4,376
165,Hakeem Olajuwon,HOU,75,1755,1332,1327,5,570,0,54.18,55.44,-1.26,677,1,400
76504,Adrian Dantley,DET,81,1742,1126,1120,6,664,0,59.62,61.42,-1.8,601,1,539
76353,Joe Barry Carroll,GOS,81,1720,1461,1461,0,432,0,51.28,52.09,-0.81,690,0,340
187,Terry Cummings,MIL,82,1707,1426,1423,3,376,0,52.83,53.63,-0.8,729,0,249
76176,Rolando Blackman,DAL,80,1676,1264,1249,15,474,0,55.55,56.91,-1.36,626,5,419
78318,Isiah Thomas,DET,81,1671,1353,1255,98,521,0,50.26,52.8,-2.54,626,19,400
78310,Reggie Theus,SAC,79,1600,1223,1145,78,495,0,53.0,55.52,-2.52,577,17,429
1460,James Worthy,LAL,82,1594,1207,1194,13,389,0,56.61,57.83,-1.22,651,0,292
787,Charles Barkley,PHL,68,1564,937,833,104,564,0,61.53,65.98,-4.45,557,21,429
77376,Lafayette Lever,DEN,82,1552,1370,1278,92,312,0,49.36,51.48,-2.12,643,22,244
77685,Larry Nance,PHX,69,1552,1062,1057,5,493,0,59.19,60.68,-1.49,585,1,381
78615,Orlando Woolridge,NJN,75,1551,1067,1059,8,564,0,57.32,58.97,-1.65,556,1,438
901,Otis Thorpe,SAC,82,1547,1050,1047,3,543,0,58.47,60.01,-1.54,567,0,413
456,Chuck Person,IND,82,1541,1358,1220,138,297,0,48.91,51.76,-2.85,635,49,222
76726,Sleepy Floyd,GOS,82,1541,1030,840,190,537,0,55.29,60.85,-5.56,503,73,462
894,Ricky Pierce,MIL,79,1540,1077,1049,28,440,0,58.73,60.6,-1.87,575,3,387
786,Gerald Wilkins,NYK,80,1527,1302,1228,74,335,0,50.68,52.68,-2.0,633,26,235
698,Eddie Johnson,SAC,81,1516,1309,1191,118,322,0,49.57,52.25,-2.68,606,37,267
433,Buck Williams,NJN,82,1472,936,935,1,588,0,59.81,61.6,-1.79,521,0,430
926,Alvin Robertson,SAN,81,1435,1264,1216,48,324,0,49.48,51.01,-1.53,589,13,244
305,Robert Parish,BOS,80,1403,1057,1056,1,309,0,57.88,58.8,-0.92,588,0,227
2,Byron Scott,LAL,82,1397,1134,985,149,251,0,52.36,56.13,-3.77,554,65,224
76003,Kareem Abdul-Jabbar,LAL,78,1366,993,990,3,343,0,58.58,59.71,-1.13,560,1,245
121,Patrick Ewing,NYK,63,1356,1053,1046,7,415,0,53.64,54.87,-1.23,530,0,296
77134,Steve Johnson,POR,79,1330,889,889,0,490,0,58.64,60.2,-1.56,494,0,342
