player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1a_eff,C1b_events,C1b_pts,C1b_eff,C2_events,C2_pts,C2_eff,C3_events,C3_pts,C3_eff,C4_events,C4_pts,C4_eff,C5_events,C5_pts,C5_eff,C6a_events,C6a_pts,C6a_eff,C6b_events,C6b_pts,C6b_eff,C6c_events,C6c_pts,C6c_eff,C6d_events,C6d_pts,C6d_eff,C6e_events,C6e_pts,C6e_eff,C6f_events,C6f_pts,C6f_eff
201942,DeMar DeRozan,SAC,76,1684,1293,1038,255,427,1485,51.53,56.86,-5.33,984,962,48.88,253,243,32.02,153,264,86.27,7,15,71.43,54,154,95.06,2,8,100.0,20,21,100.0,0,0,,0,0,,1,1,100.0,0,0,,11,16,72.73
1628378,Donovan Mitchell,CLE,71,1701,1320,687,633,362,1484,46.8,57.49,-10.7,658,646,49.09,631,693,36.61,97,163,84.02,20,48,80.0,29,80,91.95,2,8,100.0,13,11,84.62,0,0,,0,0,,2,1,50.0,2,2,100.0,30,49,81.67
2544,LeBron James,LAL,70,1710,1270,874,396,331,1420,52.34,60.4,-8.06,841,938,55.77,396,447,37.63,116,179,77.16,3,8,88.89,33,90,90.91,0,0,,5,5,100.0,0,0,,1,2,100.0,0,0,,0,0,,25,41,82.0
1628973,Jalen Brunson,NYK,65,1690,1200,803,397,448,1407,52.08,60.48,-8.4,761,782,51.38,393,444,37.66,122,193,79.1,9,23,85.19,42,119,94.44,4,16,100.0,20,17,85.0,1,3,100.0,0,0,,2,2,100.0,0,0,,53,91,85.85
1628991,Jaren Jackson Jr.,MEM,72,1624,1202,816,386,392,1373,51.04,59.08,-8.04,768,786,51.17,385,432,37.4,137,215,78.47,1,3,100.0,48,135,93.75,1,4,100.0,0,0,,1,2,66.67,0,0,,0,0,,1,0,0.0,31,47,75.81
1626157,Karl-Anthony Towns,NYK,71,1728,1195,862,333,396,1367,55.4,63.1,-7.7,798,848,53.13,333,423,42.34,148,245,82.77,1,3,100.0,64,181,94.27,0,0,,12,8,66.67,0,0,,0,0,,0,0,,0,0,,11,20,95.24
203897,Zach LaVine,SAC,74,1724,1223,687,536,285,1354,52.77,63.93,-11.16,653,704,53.91,536,717,44.59,101,167,82.67,3,8,88.89,34,93,91.18,0,0,,13,13,100.0,0,0,,0,0,,1,1,100.0,0,0,,13,21,80.77
201939,Stephen Curry,GSW,67,1627,1203,452,751,269,1329,47.49,61.57,-14.08,429,436,50.82,746,879,39.28,60,115,95.83,8,22,91.67,23,65,94.2,5,20,100.0,14,12,85.71,0,0,,0,0,,4,2,50.0,1,1,100.0,39,75,96.15
1630578,Alperen Sengun,HOU,75,1421,1127,1037,90,411,1316,51.54,54.33,-2.78,998,994,49.8,90,63,23.33,142,195,68.66,0,0,,39,100,85.47,0,0,,0,0,,2,2,50.0,0,0,,1,1,100.0,1,0,0.0,43,66,78.57
1630532,Franz Wagner,ORL,60,1449,1161,809,352,311,1311,48.53,55.82,-7.3,790,828,52.41,352,312,29.55,117,204,87.18,2,4,66.67,19,55,96.49,0,0,,7,5,71.43,2,3,75.0,0,0,,1,1,100.0,1,1,100.0,20,36,90.0
1628368,De'Aaron Fox,SAS,62,1459,1163,782,381,318,1307,48.23,55.99,-7.76,755,788,52.19,381,354,30.97,122,201,82.38,4,9,75.0,27,78,96.3,0,0,,0,0,,1,2,100.0,0,0,,0,0,,1,1,100.0,16,26,81.25
1631114,Jalen Williams,OKC,69,1490,1168,828,340,299,1303,50.08,57.33,-7.24,794,814,51.26,340,372,36.47,120,188,78.33,0,0,,34,95,93.14,0,0,,4,4,100.0,1,2,100.0,0,0,,1,0,0.0,0,0,,9,15,83.33
1627783,Pascal Siakam,IND,77,1560,1161,842,319,306,1297,52.9,60.2,-7.3,805,884,54.91,318,375,39.31,112,159,70.98,1,2,66.67,37,102,91.89,1,3,75.0,0,0,,0,0,,0,0,,2,2,100.0,1,1,100.0,20,32,80.0
1629636,Darius Garland,CLE,75,1544,1174,645,529,255,1293,49.25,60.02,-10.77,621,636,51.21,528,633,39.96,77,140,90.91,4,9,75.0,24,68,94.44,1,4,100.0,9,8,80.0,3,3,37.5,0,0,,3,3,100.0,0,0,,23,40,86.96
1629632,Coby White,CHI,74,1509,1121,537,584,307,1262,48.16,60.07,-11.9,502,514,51.2,582,642,36.77,89,160,89.89,6,17,94.44,35,103,98.1,2,8,100.0,15,13,86.67,0,0,,0,0,,0,0,,3,3,100.0,28,49,87.5
1628389,Bam Adebayo,MIA,77,1386,1098,881,217,316,1244,50.77,56.02,-5.25,850,844,49.65,217,237,36.41,117,179,76.5,0,0,,31,84,90.32,0,0,,3,3,100.0,0,0,,0,0,,1,0,0.0,1,1,100.0,24,38,80.85
1627759,Jaylen Brown,BOS,62,1374,1103,754,349,316,1241,47.82,55.31,-7.49,713,716,50.21,348,333,31.9,113,171,75.66,3,8,88.89,41,112,91.06,1,4,100.0,1,1,100.0,1,1,50.0,0,0,,0,0,,2,1,50.0,18,27,75.0
1627750,Jamal Murray,DEN,66,1418,1104,713,391,241,1224,49.93,58.59,-8.66,696,706,50.72,391,462,39.39,64,111,86.72,6,18,100.0,17,49,96.08,0,0,,18,17,94.44,0,0,,0,0,,4,4,100.0,0,0,,28,51,91.07
1629014,Anfernee Simons,POR,70,1348,1125,532,593,194,1222,44.39,55.69,-11.3,514,492,47.86,592,642,36.15,57,103,90.35,5,14,93.33,18,51,94.44,1,4,100.0,22,18,81.82,1,3,100.0,0,0,,3,3,100.0,0,0,,9,18,100.0
1628969,Mikal Bridges,NYK,80,1422,1165,709,456,114,1217,49.02,58.51,-9.49,697,818,58.68,456,486,35.53,36,60,83.33,2,6,100.0,12,34,94.44,0,0,,2,1,50.0,0,0,,0,0,,1,0,0.0,0,0,,11,17,77.27
1630567,Scottie Barnes,TOR,65,1252,1063,783,280,302,1208,46.23,52.35,-6.11,758,746,49.21,280,228,27.14,111,171,77.03,0,0,,25,68,90.67,0,0,,10,8,80.0,2,3,75.0,0,0,,1,1,100.0,1,1,100.0,20,26,66.67
1630178,Tyrese Maxey,PHI,51,1347,1076,603,473,282,1207,46.34,56.12,-9.78,566,550,48.59,473,474,33.4,80,146,91.25,2,6,100.0,37,104,93.69,0,0,,15,13,86.67,0,0,,0,0,,2,2,100.0,2,2,100.0,30,50,83.33
1628970,Miles Bridges,CHA,64,1300,1089,639,450,254,1201,45.11,54.13,-9.02,604,586,48.51,448,417,31.03,88,153,86.93,3,8,88.89,35,100,95.24,2,8,100.0,9,6,66.67,0,0,,0,0,,0,0,,1,1,100.0,11,21,95.45
1631101,Shaedon Sharpe,POR,71,1323,1093,624,469,241,1199,45.68,55.17,-9.49,592,632,53.38,469,438,31.13,86,132,76.74,1,3,100.0,32,93,96.88,0,0,,3,1,33.33,0,0,,0,0,,0,0,,1,0,0.0,15,24,80.0
1629029,Luka Dončić,LAL,50,1408,1025,544,481,395,1195,48.12,58.73,-10.61,500,480,48.0,480,528,36.67,128,201,78.52,13,32,82.05,44,120,90.91,1,4,100.0,2,1,50.0,0,0,,0,0,,1,1,100.0,0,0,,26,41,78.85
201142,Kevin Durant,PHX,58,1549,1048,703,345,327,1194,55.92,64.98,-9.06,669,742,55.46,345,462,44.64,101,167,82.67,6,16,88.89,34,96,94.12,0,0,,3,2,66.67,0,0,,1,2,100.0,0,0,,0,0,,35,62,88.57
1629673,Jordan Poole,WAS,67,1367,1039,426,613,266,1166,46.23,59.12,-12.89,413,414,50.12,609,681,37.27,76,129,84.87,8,21,87.5,13,39,100.0,4,16,100.0,10,7,70.0,0,0,,0,0,,1,1,100.0,1,1,100.0,31,58,95.08
1630559,Austin Reaves,LAL,71,1425,1001,488,513,353,1161,49.69,61.62,-11.93,451,458,50.78,510,576,37.65,99,173,87.37,11,31,93.94,37,104,93.69,3,12,100.0,16,14,87.5,0,0,,0,0,,2,2,100.0,0,0,,32,55,85.94
203081,Damian Lillard,MIL,57,1432,985,468,517,382,1156,49.9,62.09,-12.2,447,452,50.56,512,570,37.11,93,169,90.86,30,83,92.22,21,63,100.0,5,20,100.0,14,14,100.0,0,0,,0,0,,0,0,,1,1,100.0,33,60,90.91
1642264,Stephon Castle,SAS,81,1190,988,655,333,344,1141,44.84,52.22,-7.38,615,576,46.83,333,285,28.53,136,202,74.26,0,0,,40,108,90.0,0,0,,0,0,,0,0,,0,0,,1,0,0.0,0,0,,16,19,59.38
1629008,Michael Porter Jr.,DEN,77,1398,1048,559,489,194,1135,50.27,61.68,-11.41,544,640,58.82,486,570,39.09,63,99,78.57,7,17,80.95,15,38,84.44,3,10,83.33,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,14,21,75.0
1628384,OG Anunoby,NYK,74,1332,1027,567,460,226,1128,48.6,59.12,-10.53,541,584,53.97,460,513,37.17,90,146,81.11,1,3,100.0,26,69,88.46,0,0,,1,1,100.0,0,0,,0,0,,1,0,0.0,0,0,,8,16,100.0
1629628,RJ Barrett,TOR,58,1223,982,676,306,311,1122,47.37,54.65,-7.29,643,640,49.77,305,318,34.75,130,165,63.46,0,0,,33,87,87.88,1,4,100.0,1,0,0.0,1,1,50.0,0,0,,0,0,,1,1,100.0,7,7,50.0
1630169,Tyrese Haliburton,IND,73,1359,1006,444,562,222,1121,48.61,61.57,-12.96,423,474,56.03,560,648,38.57,57,101,88.6,2,5,83.33,21,59,93.65,2,7,87.5,26,22,84.62,0,0,,0,0,,3,3,100.0,3,3,100.0,24,37,78.72
202696,Nikola Vučević,CHI,73,1349,1038,717,321,149,1103,52.94,61.12,-8.18,696,800,57.47,321,387,40.19,49,79,80.61,0,0,,21,60,95.24,0,0,,0,0,,1,1,50.0,0,0,,0,0,,0,0,,15,22,73.33
1630217,Desmond Bane,ORL,68,1292,999,589,410,184,1090,49.85,59.82,-9.97,567,602,53.09,409,480,39.12,48,84,87.5,3,7,77.78,22,65,98.48,1,4,100.0,18,15,83.33,1,1,100.0,0,0,,3,3,100.0,2,2,100.0,16,29,90.62
203944,Julius Randle,MIN,69,1288,939,625,314,335,1089,50.97,59.28,-8.31,593,630,53.12,314,324,34.39,122,199,81.56,3,8,88.89,32,88,91.67,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,25,39,78.0
203468,CJ McCollum,NOP,56,1183,1000,541,459,173,1079,44.95,54.97,-10.02,527,518,49.15,458,510,37.12,55,82,74.55,4,7,58.33,14,38,90.48,1,4,100.0,3,1,33.33,0,0,,0,0,,1,1,100.0,0,0,,16,22,68.75
203076,Anthony Davis,DAL,51,1261,910,786,124,369,1076,54.52,58.8,-4.28,744,786,52.82,124,105,28.23,122,186,76.23,1,2,66.67,42,118,93.65,0,0,,3,0,0.0,1,1,50.0,0,0,,1,1,100.0,1,1,100.0,37,61,83.56
1626181,Norman Powell,LAC,60,1306,945,517,428,265,1066,50.56,61.51,-10.95,505,532,52.67,424,525,41.27,84,135,80.36,12,29,80.56,12,34,94.44,4,16,100.0,3,3,100.0,1,1,50.0,0,0,,1,1,100.0,1,0,0.0,19,30,78.95
1631094,Paolo Banchero,ORL,45,1155,886,624,262,369,1047,48.06,55.09,-7.02,577,540,46.79,262,252,32.06,142,210,73.94,3,7,77.78,47,126,89.36,0,0,,3,3,100.0,0,0,,0,0,,0,0,,0,0,,13,17,65.38
1630163,LaMelo Ball,CHA,45,1109,944,442,502,208,1044,42.69,53.55,-10.86,423,386,45.63,502,507,33.67,66,112,84.85,3,9,100.0,19,57,100.0,0,0,,10,8,80.0,0,0,,0,0,,2,0,0.0,2,2,100.0,17,28,82.35
1628401,Derrick White,BOS,76,1248,959,268,691,161,1032,45.04,60.59,-15.55,258,298,57.75,691,795,38.35,44,75,85.23,9,24,88.89,10,30,100.0,0,0,,2,2,100.0,0,0,,0,0,,1,0,0.0,0,0,,17,24,70.59
1629630,Ja Morant,MEM,50,1159,889,604,285,319,1031,48.66,56.3,-7.64,565,554,49.03,285,264,30.88,114,193,84.65,1,2,66.67,39,113,96.58,0,0,,4,2,50.0,0,0,,2,4,100.0,0,0,,1,1,100.0,20,26,65.0
202681,Kyrie Irving,DAL,49,1210,928,577,351,210,1028,50.06,59.29,-9.23,552,548,49.64,351,420,39.89,59,108,91.53,7,21,100.0,25,72,96.0,0,0,,17,16,94.12,0,0,,0,0,,3,3,100.0,2,2,100.0,12,20,83.33
1627826,Ivica Zubac,LAC,79,1320,929,929,0,231,1027,63.19,64.04,-0.85,894,1096,61.3,0,0,,86,118,68.6,0,0,,35,90,85.71,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,12,16,66.67
1641718,Keyonte George,UTA,66,1095,902,403,499,275,1022,42.47,53.52,-11.04,372,298,40.05,499,507,33.87,82,137,83.54,10,24,80.0,31,86,92.47,0,0,,6,6,100.0,1,2,66.67,0,0,,0,0,,1,0,0.0,20,35,87.5
1628370,Malik Monk,SAC,65,1117,939,511,428,178,1020,44.97,54.9,-9.93,490,504,51.43,428,417,32.48,55,94,85.45,3,8,88.89,21,60,95.24,0,0,,5,5,100.0,0,0,,0,0,,3,2,66.67,0,0,,15,27,90.0
1631097,Bennedict Mathurin,IND,72,1156,853,565,288,332,1011,49.64,57.85,-8.22,537,530,49.35,288,294,34.03,128,216,84.38,2,5,83.33,28,77,91.67,0,0,,6,6,100.0,1,2,100.0,0,0,,2,2,100.0,3,2,66.67,16,22,68.75
1627734,Domantas Sabonis,SAC,69,1319,878,725,153,288,1008,59.95,65.64,-5.69,692,844,60.98,153,192,41.83,100,156,78.0,0,0,,33,85,85.86,0,0,,0,0,,2,3,75.0,0,0,,1,0,0.0,0,0,,27,39,73.58
1630596,Evan Mobley,CLE,69,1283,882,657,225,290,1005,56.3,63.54,-7.24,614,734,59.77,225,252,37.33,108,161,74.54,0,0,,43,118,91.47,0,0,,0,0,,1,2,66.67,0,0,,0,0,,0,0,,14,16,57.14
1630700,Dyson Daniels,ATL,76,1073,923,688,235,140,988,48.27,54.49,-6.22,674,722,53.56,235,240,34.04,56,64,57.14,0,0,,14,37,88.1,0,0,,0,0,,1,0,0.0,0,0,,1,0,0.0,1,0,0.0,6,10,83.33
1629675,Naz Reid,MIN,80,1138,923,461,462,143,988,46.37,57.71,-11.34,441,462,52.38,462,525,37.88,49,74,75.51,0,0,,20,56,93.33,0,0,,2,2,100.0,0,0,,0,0,,2,1,50.0,0,0,,12,18,75.0
1630166,Deni Avdija,POR,69,1169,807,475,332,352,962,50.85,60.77,-9.92,432,440,50.93,330,363,36.67,133,209,78.57,0,0,,43,117,90.7,2,7,87.5,0,0,,1,2,100.0,0,0,,1,1,100.0,1,0,0.0,19,30,78.95
1629012,Collin Sexton,UTA,62,1139,849,586,263,246,961,51.59,59.49,-7.91,555,544,49.01,263,321,40.68,86,147,85.47,0,0,,31,88,94.62,0,0,,6,6,100.0,1,2,100.0,0,0,,2,1,50.0,0,0,,17,30,88.24
203952,Andrew Wiggins,MIA,60,1078,839,491,348,257,949,47.22,56.61,-9.39,469,448,47.76,340,366,35.88,85,131,77.06,9,22,81.48,22,60,90.91,8,31,96.88,2,1,50.0,0,0,,0,0,,0,0,,0,0,,14,19,67.86
1628398,Kyle Kuzma,MIL,65,964,848,535,313,202,940,43.6,51.45,-7.85,517,512,49.52,312,285,30.45,77,97,62.99,1,2,66.67,18,47,87.04,1,4,100.0,2,1,50.0,1,1,50.0,0,0,,0,0,,0,0,,11,15,68.18
1641705,Victor Wembanyama,SAS,46,1116,857,454,403,189,940,48.37,59.35,-10.98,433,490,56.58,401,420,34.91,59,95,80.51,4,11,91.67,21,60,95.24,2,8,100.0,0,0,,0,0,,0,0,,0,0,,3,1,33.33,17,31,91.18
201566,Russell Westbrook,DEN,75,994,831,540,291,233,938,45.45,53.24,-7.79,519,516,49.71,291,282,32.3,89,113,63.48,0,0,,21,60,95.24,0,0,,0,0,,0,0,,0,0,,1,0,0.0,0,0,,17,23,67.65
1630170,Devin Vassell,SAS,64,1041,889,460,429,120,937,44.74,55.27,-10.53,440,432,49.09,427,468,36.53,35,58,82.86,5,11,73.33,20,53,88.33,2,8,100.0,2,1,50.0,0,0,,0,0,,1,0,0.0,0,0,,5,10,100.0
1628415,Dillon Brooks,HOU,74,1039,878,422,456,121,933,44.53,55.79,-11.25,410,370,45.12,456,546,39.91,39,65,83.33,1,3,100.0,12,35,97.22,0,0,,1,0,0.0,0,0,,0,0,,0,0,,0,0,,14,20,74.07
1630530,Trey Murphy III,NOP,51,1105,826,395,431,223,933,47.92,59.79,-11.87,370,390,52.7,431,468,36.19,75,131,87.33,1,3,100.0,25,73,97.33,0,0,,10,10,100.0,0,0,,0,0,,5,5,100.0,2,2,100.0,14,23,82.14
1626167,Myles Turner,IND,72,1120,811,417,394,238,918,49.69,61.15,-11.46,392,418,53.32,394,468,39.59,91,138,75.82,1,3,100.0,25,68,90.67,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,15,25,89.29
203471,Dennis Schröder,DET,74,963,812,447,365,212,916,43.75,53.19,-9.44,434,386,44.47,365,372,33.97,55,91,82.73,2,5,83.33,13,37,94.87,0,0,,10,7,70.0,1,2,100.0,0,0,,0,0,,1,1,100.0,35,62,88.57
202691,Klay Thompson,DAL,72,1005,877,324,553,74,913,42.21,55.25,-13.04,317,276,43.53,553,648,39.06,18,33,91.67,3,9,100.0,7,20,95.24,0,0,,8,7,87.5,0,0,,0,0,,0,0,,0,0,,7,12,85.71
1631128,Christian Braun,DEN,78,1198,810,586,224,209,901,58.35,66.41,-8.06,559,704,62.97,224,267,39.73,83,136,81.93,0,0,,27,76,93.83,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,8,15,93.75
1630183,Jaden McDaniels,MIN,82,1000,834,531,303,128,889,47.64,56.16,-8.52,511,556,54.4,303,300,33.0,41,66,80.49,1,3,100.0,20,56,93.33,0,0,,2,2,100.0,0,0,,0,0,,1,1,100.0,0,0,,10,16,80.0
1630202,Payton Pritchard,BOS,79,1120,850,234,616,76,885,46.82,63.39,-16.57,230,292,63.48,613,747,40.62,12,21,87.5,4,11,91.67,4,12,100.0,3,9,75.0,4,4,100.0,0,0,,0,0,,1,1,100.0,0,0,,14,23,82.14
1629656,Quentin Grimes,PHI,73,1046,796,389,407,201,883,47.55,59.13,-11.59,369,390,52.85,403,450,37.22,50,84,84.0,8,13,54.17,20,54,90.0,4,13,81.25,4,2,50.0,1,1,33.33,0,0,,2,2,100.0,0,0,,22,37,84.09
202699,Tobias Harris,DET,73,1002,805,541,264,166,880,49.09,57.06,-7.97,521,546,52.4,264,273,34.47,63,111,88.1,1,3,100.0,20,55,91.67,0,0,,3,3,100.0,0,0,,0,0,,1,0,0.0,0,0,,7,11,78.57
1642259,Alex Sarr,WAS,65,844,796,468,328,158,870,40.62,48.76,-8.14,458,414,45.2,328,303,30.79,64,87,67.97,0,0,,10,27,90.0,0,0,,0,0,,1,2,100.0,0,0,,0,0,,0,0,,9,11,61.11
1630581,Josh Giddey,CHI,67,986,765,499,266,212,862,49.1,57.44,-8.34,480,482,50.21,266,300,37.59,83,129,77.71,0,0,,19,54,94.74,0,0,,0,0,,0,0,,0,0,,1,1,100.0,0,0,,13,20,76.92
1628404,Josh Hart,NYK,77,1051,770,518,252,205,858,52.63,61.09,-8.46,489,582,59.51,252,252,33.33,74,110,74.32,0,0,,29,82,94.25,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,14,25,89.29
1629631,De'Andre Hunter,CLE,62,1048,738,363,375,241,850,50.1,62.08,-11.99,350,364,52.0,373,450,40.21,68,120,88.24,3,7,77.78,13,37,94.87,2,8,100.0,1,1,100.0,0,0,,0,0,,0,0,,0,0,,40,61,76.25
1631099,Keegan Murray,SAC,76,942,820,371,449,72,849,43.57,55.3,-11.73,357,392,54.9,449,462,34.3,26,42,80.77,2,5,83.33,14,41,97.62,0,0,,0,0,,0,0,,0,0,,1,0,0.0,0,0,,0,0,
1629661,Cameron Johnson,BKN,56,1044,730,327,403,219,835,50.14,63.17,-13.02,311,346,55.63,402,468,38.81,57,104,91.23,8,21,87.5,16,46,95.83,1,4,100.0,13,12,92.31,2,4,100.0,0,0,,1,1,100.0,2,2,100.0,22,36,81.82
1642258,Zaccharie Risacher,ATL,74,930,768,428,340,149,833,45.93,55.78,-9.86,411,430,52.31,340,360,35.29,50,72,72.0,5,11,73.33,17,46,90.2,0,0,,3,2,66.67,1,2,100.0,0,0,,0,0,,0,0,,6,7,58.33
1629640,Keldon Johnson,SAS,75,945,743,480,263,188,823,48.79,57.22,-8.44,452,494,54.65,263,249,31.56,68,105,77.21,0,0,,28,76,90.48,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,12,21,87.5
1626162,Kelly Oubre Jr.,PHI,60,906,741,499,242,185,818,47.46,55.08,-7.62,469,494,52.67,242,213,29.34,64,91,71.09,2,5,83.33,30,87,96.67,0,0,,1,1,100.0,0,0,,0,0,,0,0,,0,0,,10,15,75.0
201572,Brook Lopez,MIL,79,1020,759,392,367,135,816,50.5,62.32,-11.82,371,458,61.73,367,408,37.06,50,82,82.0,0,0,,21,60,95.24,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,7,12,85.71
1627741,Buddy Hield,GSW,82,912,786,237,549,64,815,41.74,56.01,-14.27,232,240,51.72,546,600,36.63,8,14,87.5,6,15,83.33,5,13,86.67,3,11,91.67,8,6,75.0,0,0,,0,0,,0,0,,0,0,,7,13,92.86
1627832,Fred VanVleet,HOU,59,836,744,294,450,134,813,40.33,52.06,-11.73,286,236,41.26,450,474,35.11,33,54,81.82,4,11,91.67,8,23,95.83,0,0,,11,8,72.73,0,0,,0,0,,2,1,50.0,2,2,100.0,17,27,79.41
1641708,Amen Thompson,HOU,69,970,697,606,91,247,810,55.97,60.2,-4.23,583,680,58.32,91,75,27.47,102,143,70.1,0,0,,23,61,88.41,0,0,,0,0,,0,0,,0,0,,1,0,0.0,0,0,,10,11,55.0
1628374,Lauri Markkanen,UTA,47,892,700,301,399,185,792,44.96,57.08,-12.12,288,290,50.35,399,414,34.59,50,88,88.0,5,14,93.33,13,38,97.44,0,0,,14,11,78.57,0,0,,0,0,,0,0,,3,1,33.33,20,36,90.0
1642267,Bub Carrington,WAS,82,807,748,341,407,85,790,40.55,51.38,-10.82,332,306,46.08,406,411,33.74,20,32,80.0,1,2,66.67,9,27,100.0,1,3,75.0,5,4,80.0,1,1,50.0,0,0,,2,1,50.0,1,0,0.0,12,20,83.33
1630703,Scoot Henderson,POR,66,837,685,388,297,206,781,44.66,53.96,-9.29,374,336,44.92,297,315,35.35,72,118,81.94,2,5,83.33,14,36,85.71,0,0,,0,0,,0,0,,0,0,,1,1,100.0,0,0,,21,26,61.9
1630168,Onyeka Okongwu,ATL,74,988,684,536,148,216,780,57.04,63.41,-6.37,512,632,61.72,148,144,32.43,79,116,73.42,0,0,,24,69,95.83,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,17,27,79.41
202710,Jimmy Butler III,GSW,54,964,597,493,104,392,779,57.01,62.64,-5.63,456,464,50.88,104,96,30.77,138,234,84.78,2,5,83.33,37,100,90.09,0,0,,10,7,70.0,1,2,100.0,1,2,100.0,0,0,,0,0,,30,54,90.0
203084,Harrison Barnes,SAS,82,1011,683,323,360,199,775,52.49,65.6,-13.11,307,350,57.0,360,468,43.33,84,136,80.95,1,2,66.67,16,46,95.83,0,0,,0,0,,0,0,,0,0,,1,0,0.0,0,0,,6,9,75.0
1630598,Aaron Wiggins,OKC,75,914,728,389,339,89,768,48.51,59.57,-11.06,380,432,56.84,339,390,38.35,35,61,87.14,0,0,,9,25,92.59,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,5,6,60.0
1628386,Jarrett Allen,CLE,82,1103,640,635,5,277,765,70.61,72.39,-1.77,607,848,69.85,5,0,0.0,98,141,71.94,0,0,,28,75,89.29,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,27,39,73.58
