player_id,player_name,team_abbr,game_id,game_date,opponent,pts,fga,fta,scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1b_events,C1b_pts,C2_events,C2_pts,C3_events,C3_pts,C4_events,C4_pts,C5_events,C5_pts,C6a_events,C6a_pts,C6b_events,C6b_pts,C6c_events,C6c_pts,C6d_events,C6d_pts,C6e_events,C6e_pts,C6f_events,C6f_pts
201565,Derrick Rose,CHI,201204280CHI,"Apr 28, 2012",PHI,23,23,2,24,42.59,48.16,-5.57,17,12,6,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,Elton Brand,PHI,201204280CHI,"Apr 28, 2012",CHI,19,15,3,16,57.58,58.21,-0.63,14,14,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201950,Jrue Holiday,PHI,201204280CHI,"Apr 28, 2012",CHI,16,18,3,20,37.21,41.41,-4.2,14,12,4,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2736,Luol Deng,CHI,201204280CHI,"Apr 28, 2012",PHI,17,14,0,14,54.84,60.71,-5.87,11,14,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202730,Lavoy Allen,PHI,201204280CHI,"Apr 28, 2012",CHI,4,5,0,5,40.0,40.0,0.0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2738,Andre Iguodala,CHI,201204280CHI,"Apr 28, 2012",PHI,11,11,6,14,36.67,40.32,-3.65,9,6,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2430,Carlos Boozer,CHI,201204280CHI,"Apr 28, 2012",PHI,9,8,1,8,52.94,53.32,-0.38,7,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,Richard Hamilton,CHI,201204280CHI,"Apr 28, 2012",PHI,19,7,6,10,90.48,98.55,-8.07,6,10,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
201975,Jodie Meeks,PHI,201204280CHI,"Apr 28, 2012",CHI,2,1,2,2,50.0,53.19,-3.19,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201149,Joakim Noah,CHI,201204280CHI,"Apr 28, 2012",PHI,12,8,5,10,57.14,58.82,-1.68,7,8,0,0,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,1
101150,Lou Williams,PHI,201204280CHI,"Apr 28, 2012",CHI,9,6,8,10,40.91,47.27,-6.36,4,2,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
200758,Ronnie Brewer,CHI,201204280CHI,"Apr 28, 2012",PHI,0,1,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asikom01,Ã. AÅÄ±k,CHI,201204280CHI,"Apr 28, 2012",PHI,1,2,4,4,12.5,13.3,-0.8,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201959,Taj Gibson,CHI,201204280CHI,"Apr 28, 2012",PHI,7,3,4,5,70.0,73.53,-3.53,3,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
