player_id,player_name,team_abbr,game_id,game_date,opponent,pts,fga,fta,scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1b_events,C1b_pts,C2_events,C2_pts,C3_events,C3_pts,C4_events,C4_pts,C5_events,C5_pts,C6a_events,C6a_pts,C6b_events,C6b_pts,C6c_events,C6c_pts,C6d_events,C6d_pts,C6e_events,C6e_pts,C6f_events,C6f_pts
202703,Nikola Mirotic,CHI,201510270CHI,"Oct 27, 2015",CLE,19,11,4,12,63.33,74.45,-11.12,5,2,4,9,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2
201567,Kevin Love,CLE,201510270CHI,"Oct 27, 2015",CHI,18,17,3,18,40.91,49.13,-8.22,9,4,7,9,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201565,Derrick Rose,CHI,201510270CHI,"Oct 27, 2015",CLE,18,22,4,23,36.0,37.88,-1.88,18,12,2,0,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202389,Timofey Mozgov,CLE,201510270CHI,"Oct 27, 2015",CHI,5,6,2,7,35.71,36.34,-0.63,6,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2590,Mo Williams,CLE,201510270CHI,"Oct 27, 2015",CHI,19,15,3,16,47.5,58.21,-10.71,8,8,7,9,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,Pau Gasol,CHI,201510270CHI,"Oct 27, 2015",CLE,2,7,0,7,13.33,14.29,-0.96,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2544,LeBron James,CLE,201510270CHI,"Oct 27, 2015",CHI,25,22,3,24,48.08,53.6,-5.52,17,22,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2747,JR Smith,CHI,201510270CHI,"Oct 27, 2015",CLE,8,10,4,12,30.77,34.01,-3.24,8,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202710,Jimmy Butler III,CHI,201510270CHI,"Oct 27, 2015",CLE,17,14,5,17,48.57,52.47,-3.9,12,12,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,4
2210,Richard Jefferson,CLE,201510270CHI,"Oct 27, 2015",CHI,10,7,0,7,55.56,71.43,-15.87,3,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201166,Aaron Brooks,CHI,201510270CHI,"Oct 27, 2015",CLE,6,9,0,9,31.58,33.33,-1.75,8,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202684,Tristan Thompson,CLE,201510270CHI,"Oct 27, 2015",CHI,2,4,0,4,25.0,25.0,0.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203926,Doug McDermott,CHI,201510270CHI,"Oct 27, 2015",CLE,8,4,2,5,66.67,81.97,-15.3,2,4,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201149,Joakim Noah,CHI,201510270CHI,"Oct 27, 2015",CLE,0,0,2,1,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
