player_id,player_name,team_abbr,game_id,game_date,opponent,pts,fga,fta,scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1b_events,C1b_pts,C2_events,C2_pts,C3_events,C3_pts,C4_events,C4_pts,C5_events,C5_pts,C6a_events,C6a_pts,C6b_events,C6b_pts,C6c_events,C6c_pts,C6d_events,C6d_pts,C6e_events,C6e_pts,C6f_events,C6f_pts,q1_pure_ts,q1_sp,q1_std_ts,q1_delta,q2_pure_ts,q2_sp,q2_std_ts,q2_delta,q3_pure_ts,q3_sp,q3_std_ts,q3_delta,q4_pure_ts,q4_sp,q4_std_ts,q4_delta,q1_pts,q1_fgm,q1_fga,q1_fg3m,q1_fg3a,q1_ftm,q1_fta,q2_pts,q2_fgm,q2_fga,q2_fg3m,q2_fg3a,q2_ftm,q2_fta,q3_pts,q3_fgm,q3_fga,q3_fg3m,q3_fg3a,q3_ftm,q3_fta,q4_pts,q4_fgm,q4_fga,q4_fg3m,q4_fg3a,q4_ftm,q4_fta
1631214,Alondes Williams,,0022500795,"Feb 19, 2026",IND,6,5,2,6,37.5,51.02,-13.52,1,2,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.0,0.0,50.0,2,75.0,-25.0,40.0,2,50.0,-10.0,50.0,1,56.82,-6.82,0,0,1,0,1,0,0,3,1,2,1,2,0,0,2,1,2,0,1,0,0,1,0,0,0,0,1,2
1631214,Alondes Williams,,0022500803,"Feb 20, 2026",IND,25,11,5,13,80.65,94.7,-14.05,6,12,4,6,2,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1,150.0,-50.0,53.85,5,64.34,-10.49,100.0,2,106.38,-6.38,100.0,5,112.7,-12.7,3,1,1,1,1,0,0,7,3,5,0,2,1,1,4,1,1,0,0,2,2,11,4,4,1,1,2,2
1631214,Alondes Williams,,0022500822,"Feb 22, 2026",CHA,8,5,0,5,61.54,80.0,-18.46,2,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,1,150.0,-50.0,0.0,1,0.0,0.0,,0,,,62.5,3,83.33,-20.83,3,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,2,0,0
1631214,Alondes Williams,,0022500832,"Feb 24, 2026",ATL,5,5,1,5,35.71,45.96,-10.24,1,2,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,,,35.71,5,45.96,-10.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,0,3,1,1
1631205,Buddy Boeheim,,0022500785,"Feb 11, 2026",PHX,3,4,0,4,25.0,37.5,-12.5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,,,25.0,4,37.5,-12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,1,4,0,0
1631205,Buddy Boeheim,,0022500789,"Feb 12, 2026",MIL,3,2,0,2,50.0,75.0,-25.0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,,,50.0,2,75.0,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,0,0
1631205,Buddy Boeheim,,0022500808,"Feb 20, 2026",BKN,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631205,Buddy Boeheim,,0022500842,"Feb 25, 2026",DET,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,0,,,,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628449,Chris Boucher,,0022500018,"Oct 24, 2025",NYK,0,3,0,3,0.0,0.0,0.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0.0,0.0,,0,,,,0,,,,0,,,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628449,Chris Boucher,,0022500083,"Oct 22, 2025",PHI,6,4,2,5,50.0,61.48,-11.48,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,,,57.14,3,66.67,-9.52,40.0,2,53.19,-13.19,,0,,,0,0,0,0,0,0,0,4,2,3,0,1,0,0,2,0,1,0,1,2,2,0,0,0,0,0,0,0
