player_id,player_name,team_abbr,game_id,game_date,opponent,pts,fga,fta,scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,C1a_events,C1a_pts,C1b_events,C1b_pts,C2_events,C2_pts,C3_events,C3_pts,C4_events,C4_pts,C5_events,C5_pts,C6a_events,C6a_pts,C6b_events,C6b_pts,C6c_events,C6c_pts,C6d_events,C6d_pts,C6e_events,C6e_pts,C6f_events,C6f_pts
255,Grant Hill,DET,199905080ATL,"May 8, 1999",ATL,26,18,7,21,60.47,61.67,-1.2,17,18,0,0,3,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Mookie Blaylock,ATL,199905080ATL,"May 8, 1999",DET,18,17,2,18,42.86,50.34,-7.48,11,8,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1715,Jason Williams,ATL,199905080ATL,"May 8, 1999",DET,7,6,1,6,53.85,54.35,-0.5,5,4,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,Dikembe Mutombo,ATL,199905080ATL,"May 8, 1999",DET,17,12,5,13,58.62,59.86,-1.24,9,8,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1
283,Lindsey Hunter,DET,199905080ATL,"May 8, 1999",ATL,7,9,2,10,31.82,35.43,-3.61,7,2,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Joe Dumars,DET,199905080ATL,"May 8, 1999",ATL,3,5,1,5,25.0,27.57,-2.57,3,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1544,Chris Crawford,ATL,199905080ATL,"May 8, 1999",DET,9,9,0,9,42.86,50.0,-7.14,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363,Christian Laettner,DET,199905080ATL,"May 8, 1999",ATL,9,11,2,12,37.5,37.88,-0.38,11,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,Steven Smith,ATL,199905080ATL,"May 8, 1999",DET,19,15,4,17,52.78,56.68,-3.9,12,10,2,3,1,2,0,0,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,Grant Long,ATL,199905080ATL,"May 8, 1999",DET,14,8,4,10,70.0,71.72,-1.72,8,10,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Bison Dele,DET,199905080ATL,"May 8, 1999",ATL,7,10,2,11,31.82,32.17,-0.35,10,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Eric Montross,DET,199905080ATL,"May 8, 1999",ATL,2,2,0,2,50.0,50.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,Jerry Stackhouse,DET,199905080ATL,"May 8, 1999",ATL,7,9,1,9,33.33,37.08,-3.75,6,4,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895,Tyrone Corbin,ATL,199905080ATL,"May 8, 1999",DET,13,10,0,10,59.09,65.0,-5.91,8,10,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,Mark West,ATL,199905080ATL,"May 8, 1999",DET,0,2,0,2,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,Anthony Johnson,ATL,199905080ATL,"May 8, 1999",DET,0,1,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Jud Buechler,DET,199905080ATL,"May 8, 1999",ATL,2,4,0,4,22.22,25.0,-2.78,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obannch01,C. O'Bannon,DET,199905080ATL,"May 8, 1999",ATL,0,1,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,Ed Gray,ATL,199905080ATL,"May 8, 1999",DET,0,1,0,1,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1728,Roshown McLeod,ATL,199905080ATL,"May 8, 1999",DET,0,1,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,Jeff Sheppard,ATL,199905080ATL,"May 8, 1999",DET,0,1,0,1,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,Kurt Thomas,NYK,199905080MIA,"May 8, 1999",MIA,6,5,0,5,60.0,60.0,0.0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Alonzo Mourning,MIA,199905080MIA,"May 8, 1999",NYK,27,16,8,20,67.5,69.16,-1.66,16,20,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
121,Patrick Ewing,NYK,199905080MIA,"May 8, 1999",MIA,9,12,1,12,36.0,36.17,-0.17,11,6,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
