player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,total_fgm,total_fg3m,total_ftm
893,Michael Jordan,CHI,82,2868,1998,1945,53,860,0,58.42,60.34,-1.92,1069,7,723
1122,Dominique Wilkins,ATL,78,2397,1957,1828,129,655,0,51.02,53.38,-2.36,909,38,541
1449,Larry Bird,BOS,76,2275,1672,1435,237,453,0,56.4,60.79,-4.39,881,98,415
252,Karl Malone,UTH,82,2268,1650,1645,5,789,0,55.4,56.78,-1.38,858,0,552
787,Charles Barkley,PHL,80,2264,1283,1126,157,951,0,61.62,66.53,-4.91,753,44,714
17,Clyde Drexler,POR,81,2185,1679,1627,52,587,0,54.67,56.39,-1.72,849,11,476
76673,Alex English,DEN,80,2000,1704,1698,6,379,0,52.73,53.45,-0.72,843,0,314
107,Dale Ellis,SEA,75,1938,1519,1260,259,395,0,52.49,57.24,-4.75,764,107,303
76016,Mark Aguirre,DAL,77,1932,1571,1399,172,504,0,50.6,53.88,-3.28,746,52,388
165,Hakeem Olajuwon,HOU,79,1805,1385,1381,4,548,0,54.33,55.5,-1.17,712,0,381
2,Byron Scott,LAL,81,1754,1348,1169,179,317,0,54.95,58.96,-4.01,710,62,272
901,Otis Thorpe,SAC,82,1704,1226,1220,6,609,0,55.56,57.03,-1.47,622,0,460
1472,Tom Chambers,SEA,82,1674,1364,1255,109,519,0,49.88,52.56,-2.68,611,33,419
1365,Xavier McDaniel,SEA,78,1669,1407,1357,50,393,0,51.24,52.82,-1.58,687,14,281
121,Patrick Ewing,NYK,82,1653,1183,1180,3,476,0,58.1,59.36,-1.26,656,0,341
117,Jeff Malone,WAS,80,1641,1360,1336,24,380,0,52.53,53.73,-1.2,648,10,335
187,Terry Cummings,MIL,76,1621,1392,1389,3,406,0,50.77,51.6,-0.83,675,1,270
926,Alvin Robertson,SAN,82,1610,1408,1313,95,365,0,49.15,51.32,-2.17,655,27,273
77449,Moses Malone,WAS,79,1607,1090,1083,7,689,0,55.88,57.67,-1.79,531,2,543
1847,Thurl Bailey,UTH,82,1604,1286,1283,3,408,0,53.77,54.72,-0.95,633,1,337
78318,Isiah Thomas,DET,81,1577,1341,1244,97,394,0,49.7,52.07,-2.37,621,30,305
78310,Reggie Theus,SAC,73,1574,1318,1259,59,385,0,51.1,52.91,-1.81,619,16,320
77376,Lafayette Lever,DEN,82,1546,1360,1303,57,316,0,49.98,51.57,-1.59,643,12,248
760,Jerome Kersey,POR,79,1516,1225,1210,15,396,0,52.99,54.17,-1.18,611,3,291
921,Brad Daugherty,CLE,79,1480,1081,1079,2,528,0,54.98,56.35,-1.37,551,0,378
1460,James Worthy,LAL,75,1478,1161,1145,16,304,0,55.94,57.08,-1.14,617,2,242
1450,Kevin McHale,BOS,64,1446,911,911,0,434,0,64.1,65.61,-1.51,550,0,346
