player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,total_fgm,total_fg3m,total_ftm
1449,Larry Bird,BOS,23,622,454,413,41,193,0,54.47,57.71,-3.24,216,14,176
1450,Kevin McHale,BOS,21,444,298,298,0,126,0,61.5,62.81,-1.31,174,0,96
77141,Dennis Johnson,BOS,23,435,361,335,26,113,0,50.52,52.96,-2.44,168,3,96
1460,James Worthy,LAL,18,425,298,296,2,97,0,61.15,62.38,-1.23,176,0,73
77142,Magic Johnson,LAL,18,392,271,261,10,118,0,58.51,60.7,-2.19,146,2,98
305,Robert Parish,BOS,21,377,263,262,1,103,0,59.84,61.14,-1.3,149,0,79
78318,Isiah Thomas,DET,15,361,297,264,33,110,0,48.98,52.26,-3.28,134,10,83
107,Dale Ellis,SEA,14,353,304,268,36,54,0,50.57,53.85,-3.28,148,13,44
76003,Kareem Abdul-Jabbar,LAL,18,345,234,233,1,122,0,58.38,59.96,-1.58,124,0,97
1472,Tom Chambers,SEA,14,322,263,245,18,99,0,50.08,52.52,-2.44,118,6,80
76504,Adrian Dantley,DET,15,308,206,206,0,111,0,58.89,60.43,-1.54,111,0,86
76017,Danny Ainge,BOS,20,295,238,165,73,36,0,50.43,58.11,-7.68,116,32,31
165,Hakeem Olajuwon,HOU,10,292,179,178,1,97,0,64.04,65.86,-1.82,110,0,72
1365,Xavier McDaniel,SEA,14,284,254,244,10,56,0,49.48,50.96,-1.48,124,2,34
187,Terry Cummings,MIL,12,267,215,215,0,83,0,52.05,53.08,-1.03,105,0,57
2,Byron Scott,LAL,18,266,210,176,34,67,0,51.06,55.54,-4.48,103,7,53
1122,Dominique Wilkins,ATL,9,241,210,200,10,74,0,47.82,49.68,-1.86,86,3,66
76444,Michael Cooper,LAL,18,234,159,89,70,54,0,52.94,64.02,-11.08,77,34,46
77626,Sidney Moncrief,MIL,12,233,165,151,14,90,0,53.69,56.94,-3.25,78,4,73
77167,Vinnie Johnson,DET,15,221,207,205,2,36,0,48.89,49.59,-0.7,95,0,31
76726,Sleepy Floyd,GOS,10,214,152,124,28,51,0,55.87,61.34,-5.47,77,13,47
920,A.C. Green,LAL,18,207,130,130,0,87,0,59.65,61.5,-1.85,71,0,65
78149,Jack Sikma,MIL,12,194,150,149,1,49,0,55.43,56.54,-1.11,73,0,48
894,Ricky Pierce,MIL,12,191,142,142,0,67,0,54.42,55.69,-1.27,68,0,55
247,Joe Dumars,DET,15,190,145,142,3,41,0,56.89,58.27,-1.38,78,2,32
76353,Joe Barry Carroll,GOS,10,189,163,162,1,51,0,50.0,50.96,-0.96,74,0,41
77419,John Lucas,MIL,12,187,150,114,36,48,0,48.7,54.64,-5.94,68,12,39
78055,Ralph Sampson,HOU,10,186,146,144,2,43,0,55.19,56.39,-1.2,75,1,35
100263,Bill Laimbeer,DET,15,184,163,158,5,24,0,51.83,53.01,-1.18,84,1,15
77879,Paul Pressey,MIL,12,171,146,138,8,46,0,49.42,51.43,-2.01,68,1,34
78331,Mychal Thompson,LAL,18,158,137,137,0,50,0,48.77,49.69,-0.92,62,0,34
1622,Rodney McCray,HOU,10,157,101,99,2,54,0,60.85,62.92,-2.07,57,0,43
1456,Randy Wittman,ATL,9,148,121,121,0,17,0,57.14,57.6,-0.46,67,0,14
78139,Purvis Short,GOS,10,146,123,121,2,36,0,51.41,52.58,-1.17,57,0,32
328,Rick Mahorn,DET,15,146,109,108,1,35,0,57.48,58.68,-1.2,59,0,28
78304,Terry Teagle,GOS,10,144,124,122,2,38,0,50.0,51.17,-1.17,57,0,30
77353,Allen Leavell,HOU,10,141,107,91,16,60,0,48.62,52.85,-4.23,44,4,49
788,Kevin Willis,ATL,9,141,115,115,0,31,0,54.02,54.8,-0.78,60,0,21
77936,Robert Reid,HOU,10,129,155,138,17,23,0,36.86,39.06,-2.2,56,2,15
787,Charles Barkley,PHL,5,123,75,67,8,45,0,60.59,64.87,-4.28,43,1,36
78556,Kevin Williams,SEA,14,120,94,92,2,40,0,52.17,53.76,-1.59,45,0,30
76543,Darren Daye,BOS,23,116,72,72,0,37,0,64.09,65.7,-1.61,42,0,32
904,Chris Mullin,GOS,10,113,98,94,4,16,0,52.31,53.79,-1.48,49,3,12
456,Chuck Person,IND,4,108,74,66,8,39,0,55.38,59.24,-3.86,38,2,30
893,Michael Jordan,CHI,3,107,84,79,5,39,0,50.47,52.89,-2.42,35,2,35
156,Antoine Carr,ATL,9,104,56,56,0,32,0,72.22,74.2,-1.98,39,0,26
78195,Larry Smith,GOS,10,103,81,81,0,24,0,55.38,56.25,-0.87,43,0,17
252,Karl Malone,UTH,5,100,88,88,0,36,0,47.17,48.15,-0.98,37,0,26
78404,Kiki Vandeweghe,POR,4,99,71,67,4,26,0,57.56,60.04,-2.48,38,1,22
23,Dennis Rodman,DET,15,98,74,74,0,32,0,54.44,55.63,-1.19,40,0,18
77420,Maurice Lucas,SEA,14,98,90,89,1,38,0,44.75,45.91,-1.16,35,0,28
17,Clyde Drexler,POR,4,96,79,75,4,29,0,50.26,52.31,-2.05,36,1,23
77034,Craig Hodges,MIL,12,95,77,60,17,11,0,52.2,58.04,-5.84,40,5,10
76176,Rolando Blackman,DAL,4,94,73,72,1,24,0,54.97,56.25,-1.28,36,0,22
927,John Salley,DET,15,93,66,66,0,42,0,53.45,55.04,-1.59,33,0,27
122,Fred Roberts,BOS,20,91,59,59,0,44,0,56.17,58.07,-1.9,30,0,31
76681,Julius Erving,PHL,5,91,82,76,6,25,0,46.67,48.92,-2.25,34,2,21
77144,Eddie Johnson,SEA,14,90,58,53,5,30,0,59.6,63.2,-3.6,31,2,26
76385,Maurice Cheeks,PHL,5,88,66,65,1,21,0,57.14,58.48,-1.34,35,0,18
77030,Roy Hinson,PHL,5,86,52,52,0,38,0,60.56,62.57,-2.01,31,0,24
76016,Mark Aguirre,DAL,4,85,62,58,4,30,0,53.8,56.52,-2.72,31,0,23
77134,Steve Johnson,POR,4,83,61,61,0,43,0,50.3,51.93,-1.63,28,0,27
78146,Jerry Sichting,BOS,23,79,82,76,6,10,0,43.89,45.72,-1.83,35,1,8
77905,Kurt Rambis,LAL,17,79,41,41,0,34,0,68.1,70.59,-2.49,24,0,31
1847,Thurl Bailey,UTH,5,78,63,63,0,18,0,54.17,54.99,-0.82,30,0,18
78417,Sam Vincent,BOS,17,74,56,54,2,35,0,49.66,51.82,-2.16,23,1,27
77986,Cliff T. Robinson,PHL,5,73,61,61,0,15,0,53.28,53.99,-0.71,30,0,13
203,Nate McMillan,SEA,14,71,62,62,0,24,0,47.97,48.93,-0.96,27,0,17
76890,Darrell Griffith,UTH,5,68,65,50,15,19,0,41.46,46.35,-4.89,24,6,14
77839,Jim Petersen,HOU,10,68,51,51,0,18,0,56.67,57.71,-1.04,28,0,12
64,Sam Perkins,DAL,4,68,52,48,4,23,0,51.91,54.73,-2.82,26,0,16
345,Terry Porter,POR,4,68,50,45,5,20,0,54.4,57.82,-3.42,24,2,18
157,Derek Harper,DAL,4,66,40,31,9,30,0,55.46,62.03,-6.57,20,2,24
77487,Cedric Maxwell,HOU,10,62,34,33,1,35,0,59.62,62.75,-3.13,18,0,26
470,Doc Rivers,ATL,8,62,47,47,0,52,0,42.47,44.36,-1.89,18,0,26
77449,Moses Malone,WAS,3,62,47,47,0,21,0,53.91,55.12,-1.21,21,0,20
76942,Bob Hansen,UTH,5,61,49,44,5,20,0,49.59,52.77,-3.18,21,2,17
891,Charles Oakley,CHI,3,60,50,46,4,24,0,46.88,49.54,-2.66,19,2,20
77136,Clemon Johnson,SEA,14,60,53,53,0,19,0,48.0,48.89,-0.89,24,0,12
76091,Greg Ballard,GOS,10,59,48,38,10,4,0,53.64,59.28,-5.64,26,4,3
78633,Danny Young,SEA,14,57,52,36,16,10,0,43.85,50.53,-6.68,21,5,10
76673,Alex English,DEN,3,56,49,49,0,7,0,53.33,53.76,-0.43,25,0,6
