player_id,player_name,team_abbr,games_played,total_pts,total_fga,total_fga2,total_fga3,total_fta,total_scoring_poss,pure_ts_pct,standard_ts_pct,delta_pp,total_fgm,total_fg3m,total_ftm
76003,Kareem Abdul-Jabbar,LAL,15,479,346,346,0,105,0,60.1,61.07,-0.97,198,0,83
76681,Julius Erving,PHL,18,440,338,329,9,136,0,53.59,55.3,-1.71,165,2,108
78549,Gus Williams,SEA,15,355,284,279,5,86,0,53.87,55.15,-1.28,146,1,62
78532,Jamaal Wilkes,LAL,16,324,294,293,1,54,0,50.39,50.98,-0.59,140,0,44
76539,Darryl Dawkins,PHL,18,312,238,235,3,93,0,54.55,55.93,-1.38,126,0,60
77142,Magic Johnson,LAL,16,293,199,191,8,106,0,57.23,59.64,-2.41,103,2,85
77721,Norm Nixon,LAL,16,270,239,234,5,51,0,50.56,51.64,-1.08,114,1,41
77141,Dennis Johnson,SEA,15,257,244,229,15,62,0,45.49,47.37,-1.88,100,5,52
77193,Bobby Jones,PHL,18,233,172,171,1,62,0,57.25,58.46,-1.21,90,0,53
76385,Maurice Cheeks,PHL,18,208,174,169,5,41,0,52.79,54.16,-1.37,89,1,29
1449,Larry Bird,BOS,9,192,177,162,15,25,0,48.73,51.06,-2.33,83,4,22
76272,Fred Brown,SEA,15,188,182,148,34,21,0,44.87,49.15,-4.28,80,10,18
77152,John Johnson,SEA,15,186,158,157,1,37,0,52.54,53.36,-0.82,78,0,30
77449,Moses Malone,HOU,7,181,138,137,1,43,0,56.56,57.67,-1.11,74,0,33
78133,Lonnie Shelton,SEA,15,180,146,145,1,51,0,52.33,53.43,-1.1,74,0,32
78149,Jack Sikma,SEA,15,176,163,161,2,54,0,46.07,47.12,-1.05,65,0,46
78500,Paul Westphal,PHX,8,167,142,130,12,32,0,50.91,53.5,-2.59,69,1,28
1453,Walter Davis,PHX,8,166,137,134,3,38,0,52.7,53.99,-1.29,69,0,28
77487,Cedric Maxwell,BOS,9,164,93,93,0,61,0,66.4,68.42,-2.02,59,0,46
77175,Caldwell Jones,PHL,18,158,129,126,3,52,0,50.48,52.01,-1.53,58,0,42
76444,Michael Cooper,LAL,16,145,140,138,2,36,0,45.6,46.52,-0.92,57,0,31
77160,Marques Johnson,MIL,7,139,128,125,3,40,0,46.49,47.73,-1.24,54,1,30
76162,Henry Bibby,PHL,18,135,124,111,13,50,0,43.41,46.23,-2.82,45,5,40
77669,Calvin Murphy,HOU,7,131,108,104,4,13,0,56.22,57.6,-1.38,58,2,13
76011,Alvan Adams,PHX,8,129,99,99,0,19,0,59.45,60.08,-0.63,56,0,17
76054,Nate Archibald,BOS,9,128,89,87,2,42,0,57.66,59.55,-1.89,45,1,37
77936,Robert Reid,HOU,7,126,102,101,1,26,0,54.55,55.54,-0.99,52,0,22
76392,Jim Chones,LAL,16,119,118,118,0,34,0,44.07,44.75,-0.68,48,0,23
77618,Steve Mix,PHL,17,113,96,96,0,28,0,51.36,52.16,-0.8,44,0,25
78600,Brian Winters,MIL,7,111,100,79,21,10,0,48.05,53.16,-5.11,46,9,10
76462,Dave Cowens,BOS,9,108,103,101,2,11,0,49.32,50.07,-0.75,49,0,10
76242,Mike Bratz,PHX,8,104,84,61,23,10,0,51.74,58.82,-7.08,43,9,9
76804,George Gervin,SAN,3,100,74,72,2,30,0,55.56,57.34,-1.78,37,0,26
77144,Eddie Johnson,ATL,5,97,74,74,0,28,0,55.11,56.19,-1.08,38,0,21
77626,Sidney Moncrief,MIL,7,87,51,51,0,31,0,65.41,67.3,-1.89,30,0,27
78025,Dan Roundfield,ATL,5,86,69,68,1,35,0,49.43,50.95,-1.52,32,0,22
76733,Chris Ford,BOS,9,82,79,66,13,15,0,44.09,47.9,-3.81,34,2,12
76351,M.L. Carr,BOS,9,82,80,75,5,24,0,43.39,45.27,-1.88,32,2,16
76121,Billyray Bates,POR,3,75,59,52,7,14,0,53.96,57.55,-3.59,31,2,11
76598,John Drew,ATL,5,73,63,63,0,35,0,45.34,46.56,-1.22,24,0,25
76471,Charlie Criss,ATL,5,70,59,56,3,12,0,52.63,54.45,-1.82,29,1,11
76317,Don Buse,PHX,8,68,64,51,13,11,0,44.74,49.39,-4.65,28,5,7
78482,Scott Wedman,KCK,3,68,64,61,3,11,0,47.89,49.39,-1.5,29,2,8
77586,Dave Meyers,MIL,7,66,62,59,3,30,0,42.04,43.88,-1.84,26,0,14
76170,Otis Birdsong,KCK,3,66,62,59,3,14,0,46.81,48.42,-1.61,30,0,6
76981,Spencer Haywood,LAL,11,63,53,52,1,16,0,51.22,52.47,-1.25,25,0,13
78350,Rudy Tomjanovich,HOU,7,58,64,57,7,13,0,39.19,41.59,-2.4,24,1,9
76249,Ron Brewer,POR,3,57,61,58,3,9,0,42.54,43.87,-1.33,26,0,5
76996,Tom Henderson,HOU,7,56,46,45,1,15,0,51.85,53.23,-1.38,22,0,12
76985,Garfield Heard,PHX,8,55,56,56,0,15,0,43.31,43.93,-0.62,22,0,11
76085,James Bailey,SEA,12,55,44,44,0,20,0,50.93,52.08,-1.15,21,0,13
77984,Rick Robey,BOS,9,55,53,52,1,14,0,45.45,46.48,-1.03,24,0,7
76436,Jeff Cook,PHX,7,54,24,24,0,26,0,72.97,76.19,-3.22,16,0,22
78442,Wally Walker,SEA,13,54,35,35,0,24,0,57.45,59.26,-1.81,18,0,18
76736,Phil Ford,KCK,3,52,43,39,4,11,0,51.49,54.35,-2.86,20,3,9
76971,Steve Hawes,ATL,5,52,41,41,0,18,0,52.0,53.15,-1.15,18,0,16
76252,Junior Bridgeman,MIL,5,51,56,55,1,15,0,39.84,40.73,-0.89,20,0,11
78468,Richard Washington,MIL,7,51,47,47,0,4,0,52.04,52.3,-0.26,25,0,1
78150,James Silas,SAN,3,43,36,36,0,11,0,51.81,52.64,-0.83,16,0,11
